questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.5.01-111,en,tr,How can you reduce noise?,"Driving in the high-speed range causes more noise than a low-speed driving style. In built-up areas you should drive in the highest possible gear, so that the engine causes the least possible noise. Avoid a high-speed start with squeaky tires.",By driving in 4th or 5th gear in built-up areas,By driving at high engine revolutions,By driving at high speed,,,,,,,
2.5.01-112,en,tr,"What does ""power sound"" in the car result in?","""Power sound"" in the car causes over-stimulation. This over-stimulation may distract the car driver so that he/she may miss important other signals. Bear in mind that other road users are also bothered by the noise.",Signals from other traffic - in particular sirens - are not heard,There is noise pollution for others even when the windows are closed,Driving errors due to the driver being diverted,,,,,,,
2.5.01-113,en,tr,By which percentage does the fuel consumption (l/100 km) of a middle-class car driving at 160 km/h in general increase compared to driving at the recommended speed of 130 km/h?,"Compared to driving at the advisory speed limit of 130 km/h, the fuel consumption at a speed of 160 km/h usually increases very much. For example, the consumption of a mid-range car can rise by up to 35%.",By up to 35 %,By up to 5 %,By up to 10 %,,,,,,,
2.5.01-116,en,tr,When are you allowed to enter an environmental zone?,"You may only drive into an environmental zone as a car driver if a valid badge is visibly attached to your vehicle that at least corresponds to the qualifying plate (red, yellow, green). Excluded from this rule are exclusively vehicles with special rights, for example historic motor vehicles.",When your vehicle has a corresponding emissions sticker,When your vehicle enjoys special rights,When you have a low-emission vehicle,,,,,,,
2.5.01-117,en,tr,Where do you have to place the emissions sticker for identifying lowemission vehicles?,"As a car driver, you must ensure that the carbon emission sticker is affixed to the inside of the windshield of your vehicle so that it clearly identifies your low-emission vehicle.",Clearly visible on the inside of the windscreen,Clearly visible on the outside of the windscreen,Clearly visible on the inside of the rear window,,,,,,,
2.5.01-118,en,tr,"If your car has a petrol engine but does not have an emissions sticker, are you allowed to enter an environmental zone which is sign-posted as follows?","Without visibly attached carbon emission sticker, motor vehicle drivers are not allowed to drive into an environmental zone with a gasoline engine. The badge on the vehicle must be valid and correspond at least to the qualifying plate (red, yellow, green).","No, because my car does not have an emissions sticker","Yes, because I am driving a car with catalytic converter with lambda control","Yes, because this prohibition only applies to diesel vehicles",,,,,,,
2.5.01-119,en,tr,Where can you stow your baggage so that you do not increase your fuel consumption unnecessarily?,"If possible, you should only store the luggage in the trunk of your vehicle. The use of a roof rack to carry luggage results in greatly increased aerodynamic drag, often resulting in a significant increase in fuel consumption.",In the boot,Behind the front seats,On the roof-rack,,,,,,,
2.5.01-120,en,tr,Tyre wear negatively impacts the environment. How can you reduce this impact?,"To reduce tyre wear (i.e. the wear on the tyres), you can drive with foresight and significantly minimise the load by regularly checking the tyre pressure in accordance with the manufacturer's specifications. Less wear = less load.",By employing an anticipatory driving style,By regularly checking the tyre inflation pressure in accordance with the manufacturer's guidelines,By using winter tyres in summer,,,,,,,
2.5.01-121,en,tr,What can contribute to environmentally-friendly driving?,"If possible, carpool to reduce the number of vehicles on the road. Training can help you to adopt a fuel-efficient driving style. Electric vehicles do not emit any pollutants, so they are particularly environmentally friendly when driving.",Attending a practical driving training session for a fuel-efficient driving style,Using vehicles with an electric drive,Forming car pools,,,,,,,
2.5.01-122,en,tr,How can you save fuel if you drive a car with an automatic gearbox?,Unnecessary acceleration leads to high fuel consumption. Drive in eco mode if available. The car adapts its acceleration behaviour to reduce fuel consumption.,Do not press down hard on the accelerator when moving off,Use the eco mode when driving,Switch off the engine when driving down a gradient,,,,,,,
2.5.01-123,en,tr,What cars that are driven within designated environmental zones must display a particulate matter sticker?,"In principle, all cars in a designated environmental zone are subject to the obligation to display a fine dust sticker. Work machines, ambulances, etc. are exempt.",- petrol engines,- diesel engines,- electric motors,,,,,,,
2.5.01-124,en,tr,What can result from listening to very loud music while driving a car?,"Too loud music can cause warning signals and the like of other road users to be overheard. Too loud music can also annoy, disturb and thus endanger other road users.
The driver's ability to react deteriorates due to the loud music and the resulting reduced ability to concentrate.",The driver fails to detect signals from other traffic,It causes a nuisance to other road users,The driver’s responsiveness is enhanced,,,,,,,
2.5.01-125,en,tr,Air resistance affects the fuel consumption of a vehicle. What affects air resistance the most?,"The faster you drive, the greater the air resistance acting on your vehicle. Doubling your speed results in 4 times the air resistance. 
The tread depth of the tyres has a major effect on the rolling resistance of the tyres.
The number of passengers does not directly affect the air resistance.",The speed travelled,The number of passengers,The profile depth of the tyres,,,,,,,
2.5.01-126,en,tr,You have to wait because a rail-crossing barrier is lowered. How can you now help protect the environment at this point?,"By using the automatic start-stop system, the vehicle can be switched off while waiting and immediately switched on again with little effort. This minimises the emission of pollutants. Applying the handbrake has no effect on the vehicle's pollutant emissions.",By using the automatic start-stop system,By putting the vehicle in first gear,By activating the parking brake,,,,,,,
2.5.01-127,en,tr,What increases the range of an electric vehicle?,"If you only brake slightly, the electric motor brakes and the kinetic energy is recovered. If you brake harder, you will be mechanically braked and the kinetic energy will not be recovered. Due to a high recuperation level, an electric car behaves like a combustion engine, so you may have to brake less strongly, i.e. mechanically. The heating in the electric car is fed directly from the battery and thus consumes energy that could also be used for driving.",Using a high energy recovery (recuperation) level,Reducing the heater temperature,"Short, sharp acceleration",,,,,,,
2.5.01-128,en,tr,What is the benefit of recuperation in an electric vehicle?,"Recuperation means ""recovery"". Just as electrical energy was converted into kinetic energy, braking converts the kinetic energy back into electrical energy, which is then fed back into the battery. This increases the range of the electric vehicle.",- increases range,- conserves the service brake system,- means that energy can be recovered from the braking operation,,,,,,,
2.5.01-129,en,tr,Your car is equipped with an automatic start-stop system. What is the environmental protection benefit from using this vehicle system?,"The automatic start-stop system automatically switches off the engine when you come to a standstill and restarts it as soon as you press one of the pedals. 
By switching off the engine, for example at traffic lights, the automatic start-stop system can reduce noise pollution and also save up to 15% fuel.",- fuel consumption,- noise pollution,- tyre wear,,,,,,,
2.5.01-130,en,tr,You are driving a car with a plug-in hybrid drive system. How can you optimise fuel consumption?,"By driving proactively - with gentle acceleration and timely braking - you can reduce your vehicle's fuel consumption. The electric motor is often used in this driving style. 
You can also reduce fuel consumption by regularly charging the battery of your plug-in hybrid on the power grid or minimize it by driving purely electrically.",I regularly charge the battery using the mains supply,I use the electric drive through my driving style,I only use the recuperation to charge the battery,,,,,,,
2.5.01-202,en,tr,How can you avoid unnecessary noise?,Unnecessary noise you avoid by properly storing or use of the tension chains and by the renewing of knocked-out tailgate hinges or closures as they can rattle loudly.,By replacing worn sideboard hinges or fastenings,Through correct stowing or use of chains,By greatly increasing the tyre pressure of an empty vehicle,,,,,,,
2.5.01-203,en,tr,What can cause noise pollution?,"3 answers are correct. Loose or worn out tailgate hinges and unsecured load, but also loose tension chains.",Loose chains,Loose or worn sideboard hinges,Unsecured load,,,,,,,
2.5.01-204,en,tr,"How can you avoid noise in built-up areas, in particular with empty vehicles?",In town you can avoid particularly poor road with your empty vehicle noise by inappropriate speed.,"By adapting your speed, particularly on a bad road surface",By driving at high speed in a low gear,By changing gear frequently with double-clutching,,,,,,,
2.5.01-205,en,tr,Which motor vehicles are allowed to use a road with this sign?,"This road leads in an environmental zone. All buses with a corresponding emissions sticker and all trucks with a corresponding sticker are allowed to drive here. Not all cars have this plaque, so are ""all car"" wrong.",Any lorry with a corresponding emissions sticker,Any bus with a corresponding emissions sticker,Any car,,,,,,,
2.5.01-206,en,tr,How can you avoid creating noise?,Noise you can prevent this by you as possible befüllst empty compressed air tanks from a stationary plant and if you exchange worn out lift closures.,"- filling empty compressed air tanks from a stationary facility, if possible",- replacing worn-out side latches,- allowing the engine to idle during longer waiting times,,,,,,,
2.5.01-207,en,tr,"When planning your journeys, how can you make them environmentally-friendlier?","For the sake of the environment, motorists should refrain from all trips that are not absolutely necessary. Therefore, plan your trips well and make carpools as often as possible to avoid unnecessary trips. Another positive contribution to active environmental protection is the use of public transport.",- combining several destinations into one single trip,- forming car pools with other vehicle users,- planning to use public transport instead of my own vehicle,,,,,,,
2.5.01-208,en,tr,How do you drive down a descending gradient safely?,"On a down grade, use the engine brake by shifting down to a lower gear. This relieves the service brakes. Under no circumstances change to idle! Because idling puts the engine brake out of action, thus the service brakes could overheat. In addition, the brake booster cannot work when the ignition is switched off. This considerably lengthens the braking distance.",- select a gear in which I am not required to brake a great deal,- drive in neutral,- switch the ignition off,,,,,,,
2.5.01-209,en,tr,What motor vehicles are permitted to enter an environment zone without a fine-particle badge?,All two- and three-wheeled motor vehicles and agricultural and forestry tractors may enter an environmental zone without the carbon emission sticker. They are exempt from the restrictions of the environmental zone. The installation of a catalytic converter does not exempt you as a car driver from the obligation to obtain an environmental badge.,All two and three-wheeled motor vehicles,All agricultural and forestry tractors,All motor vehicles with a catalytic converter,,,,,,,
2.5.01-210,en,tr,What manufacturer specifications will allow you to know if your motor vehicle is environmentally-friendly?,"The emission class provides information about the emission of pollutants. The emission classes defined by the standard and/or the law subdivide products that emit exhaust emissions or interference signals. In the automotive sector, moreover, the following applies: The lower the fuel consumption, the higher the efficiency class and thus the environmental friendliness of the vehicle.",- about the fuel consumption,- about the efficiency category,- about the emissions class,,,,,,,
2.5.01-211,en,tr,Why are short journeys performed with a cold engine especially damaging to the environment?,"Short trips with a cold engine usually consume more fuel than driving with a motor in operating temperature. That's why they are particularly harmful to the environment. In addition, the friction is greater in short-distance driving with a cold engine. This leads to a higher material wear.",- more fuel is consumed,- the level of material wear is higher,- the vehicle's battery will be over-charged,,,,,,,
2.5.01-212,en,tr,What causes avoidable noise?,"All noise disturbances arising during normal operation of a vehicle are considered unavoidable. As a car driver, you should avoid any excess noise, for example, honking as a greeting or closing the doors very loudly. A roof rack will not cause you any avoidable noise.",By sounding the horn as a greeting,By firmly slamming doors shut,By driving with a roof-rack,,,,,,,
2.5.01-213,en,tr,How does the eco-roll mode in commercial vehicles contribute to the reduction of fuel consumption?,Because the kinetic energy of the vehicle is maximally utilized in eco-roll mode is the right answer. This has to do with the automatic neutral position of the transmission. The rolling phase will not be shortened and the engine braking effect is not increased.,- vehicle's kinetic energy is utilised to its maximum,- engine braking effect is increased,- vehicle's roll phase is reduced,,,,,,,
2.6.01-001,en,tr,When must motorcycles be submitted for official inspection (Hauptuntersuchung)?,"Similarly to cars, motorcycles should be inspected every two years",Every two years,Every three years,Every time they are re-registered,,,,,,,
2.6.01-003,en,tr,How can you tell when you need to bring your vehicle in for its next vehicle roadworthiness test?,"The date for the next main inspection of your vehicle can be found in the certificate of registration part 1. In addition, the appointment is clearly visible on the inspection plate printed on your license plate.",By looking at the inspection tag on the rear license plate,By reading the entry made in the registration certificate Part I,By reading the entry in the operating manual for my vehicle,,,,,,,
2.6.01-105,en,tr,You have bought a second-hand car. The official inspection (Hauptuntersuchung) has just been carried out. When is it due for its next official inspection?,"If the main inspection of a used car has just happened, you must do the next general inspection after two years. Only for newly purchased cars, the deadline for the next general inspection is three years.",After two years,After one year,After three years,,,,,,,
2.6.01-106,en,tr,You have left your registered caravan trailer for six months during the winter on a campground. What applies as far as the official inspection (Hauptuntersuchung) is concerned?,"Even if you have parked your caravan on a campsite, you must meet the deadline for the general inspection. Technical defects, such as rust, can occur at any time and become a safety hazard if they're not repaired.",The date indicated on the test stamp must be observed,The date indicated on the test stamp is extended by the time the caravan was stationary on the campground,,,,,,,,
2.6.01-205,en,tr,You have been requested to present a truck with a gross vehicle weight rating of 18 t for its vehicle roadworthiness test. What vehicle documents do you need?,With your trucks with a maximum mass of 18 t you should use the log book and the registration certificate Part I (also called registration papers) have with you.,Registration certificate Part I (Motor Vehicle Registration),Inspection log book,Registration certificate Part II (Motor Vehicle Title),,,,,,,
2.6.01-206,en,tr,You are requested to present a coach for its safety test. What vehicle documents do you need?,Coming soon...,Registration certificate Part I (Motor Vehicle Registration),Inspection log book,Registration certificate Part II (Motor Vehicle Title),,,,,,,
2.6.01-207,en,tr,You have been requested to present a trailer with a gross vehicle weight rating of 18 t for its vehicle roadworthiness test. What vehicle documents do you need?,"must be at the trailer with a maximum total weight of 18 t, which presented for general inspection, requires the registration certificate part I (registration certificate), and the log book.",Registration certificate Part I (Motor Vehicle Registration),Inspection log book,Registration certificate Part II (Motor Vehicle Title),,,,,,,
2.6.01-208,en,tr,What is entered in the inspection log book?,"In the log book the date of the general inspection and safety check is entered.
The date of the Fahrteinschreibeüberprüfung not one of them.",- vehicle roadworthiness test,- safety test,- tachograph inspection,,,,,,,
2.6.01-209,en,tr,How can you tell when your vehicle needs to be brought in for its next safety inspection?,"When you are presented to a security check next time have to, you realize the SP sign with Mark. The other two answers are wrong.",By looking at the safety inspection plate with the test sticker,By reading the entry made in the registration certificate Part I,By looking at the inspection tag on the license plate,,,,,,,
2.6.02-002,en,tr,What alterations can result in the permit for use (Betriebserlaubnis) being cancelled?,Adding a sidecar or fitting tires of a different size impact the way your vehicle behave and will thus lead the cancelation of your permit for use. Fitting a rear fog lamp does not change the way your vehicle behave and thus is permitted.,Fitting a sidecar,Fitting tyres of a different size,Fitting a rear fog lamp,,,,,,,
2.6.02-003,en,tr,What alterations can result in the permit for use (Betriebserlaubnis) being cancelled?,Your vehicule's next roadworthiness test can be seen either in the Part I of the registration certificate or on the inspection tag that is on your rear license plate,Fitting an engine of different power,Fitting fairings,Fitting a radio,,,,,,,
2.6.02-005,en,tr,What alterations can result in the permit for use (Betriebserlaubnis) being cancelled?,Changing the gear ratio or the engine power impact the way your vehicle behave and will thus lead the cancelation of your permit for use,Alterations to the gear ratio,Alterations to the engine to increase power,Fitting an electric starter,,,,,,,
2.6.02-007,en,tr,You are holding a driving permit class A1. Which of the vehicles described are you allowed to drive?,"With a A1 driving permit you can ride a vehicle that has a 80km/h maximum speed, 120cm3 capacity and 11kW power",Capacity: 120 cm³; power: 11 kW; maximum speed due to construction: 80 km/h,Capacity: 100 cm³; power: 12 kW; maximum speed due to construction: 90 km/h,Capacity: 150 cm³; power: 10 kW; maximum speed due to construction: 80 km/h,,,,,,,
2.6.02-010,en,tr,What are the requirements when the motor liability insurance of your vehicle has expired?,"It is required to have an insurance for your vehicle, without one you are not allowed to drive it",- may no longer be used in road traffic,- must be cancelled at the registration centre,- must be presented for inspection at the technical test centre,,,,,,,
2.6.02-011,en,tr,When are you not allowed to drive a motorized bicycle on public roads?,A motorized bicycle has to be insured to cover for third party damages in case of accidents and the vehicle needs to be roadworthy,When you have no motor vehicle liability insurance,When the motorized bicycle is not roadworthy,When no motor vehicle tax has been paid,,,,,,,
2.6.02-013,en,tr,What are the consequences when driving a motorized bicycle which can run faster than 25 km/h because it has been tuned?,"Tuning your motorized bicycle to go faster than 25km/h void your permit for use, insurance and you can be fined for driving without the right permit.",Punishment for driving without a driving permit,Fine and punishment because permit for use and insurance cover have lapsed,There are no negative consequences as long as you do not drive faster than 25 km/h on this motorized bicycle,,,,,,,
2.6.02-014,en,tr,What cancels the permit for use of a motorized bicycle?,"Modifications that impact the behaviour of your motorcycle such as gear ratio, silencer, can result in the permit of use being canceled","""Clearing out"" the silencer",Modifying the gear ratio,Fitting a second rear-view mirror,,,,,,,
2.6.02-015,en,tr,Which documents must you carry?,"When driving you must always carry proof of insurance, permit for use, test certificate in case it is controlled by the police",Permit for use (Betriebserlaubnis),Test certificate,Evidence of insurance,,,,,,,
2.6.02-016,en,tr,You want to drive on public roads. Which insurance must you take out for your vehicle?,You are required by law to have a motor vehicle liability insurance to drive your vehicle which covers damanges done to third parties in case of accidents,Motor vehicle liability insurance,Complete vehicle insurance,Legal expenses insurance,,,,,,,
2.6.02-017,en,tr,What proves that you have taken out a motor liability insurance for your vehicle?,You can provide an insurance certificate or have a valid insurance number plate,Valid insurance number plate,Evidence of insurance,Permit for use (Betriebserlaubnis),,,,,,,
2.6.02-018,en,tr,What is the maximum validity of the insurance number plate?,The insurance number plate is valid for a maximum of 1 year,1 year,2 years,The entire vehicle life,,,,,,,
2.6.02-023,en,tr,The insurance indicator on your two-wheeler is no longer valid. What are the consequences if you continue to drive it so?,"It is legally required to have an insurance to drive. Without one you are at risk of a fine or imprisonment. If you have an accident without an insurance, you will have to pay for any third party damage yourself",I must reckon with a fine or imprisonment,I will personally have to bear the costs of any accidental damage that occurs,I may only drive at walking speed,,,,,,,
2.6.02-024,en,tr,"What documents must you carry with you, if you want to drive a motorbike with an engine size larger than 200 cm³?",To drive you need to have your driver's license and the part I of your registration certificate to prove that both you and the motorcycle are authorised to drive,My driving licence,The registration certificate Part I (Motor Vehicle Registration),The registration certificate Part II (Motor Vehicle Title),,,,,,,
2.6.02-025,en,tr,"What documents do you have to carry with you, if you want to drive a light motorcycle?",To drive you need to have your driver's license and the part I of your registration certificate to prove that both you and the motorcycle are authorised to drive,My driving licence,The operating licence or the registration certificate Part I (Motor Vehicle Registration),The registration certificate Part II (Motor Vehicle Title),,,,,,,
2.6.02-026,en,tr,"What documents do you have to carry with you, if you want to drive a small-engined motorcycle?","You are required to have all three documents, your driver's license, an insurance certificate and an operating license or certificate of conformity",My driving licence,The operating licence or the Certificate of Conformity (COC document),The insurance certificate,,,,,,,
2.6.02-027,en,tr,"What documents do you have to carry with you, if you want to drive a compulsory registrable vehicle?","As a car driver, you must always have your driver's license and vehicle registration certificate (certificate of registration part 1) with you. The vehicle title (registration certificate part 2) should be kept safely at home. It serves as proof of ownership and is not needed while driving.",My driving licence,The registration certificate Part I (Motor Vehicle Registration),The registration certificate Part II (Motor Vehicle Title),,,,,,,
2.6.02-028,en,tr,"Which of the following listed documents must you have with you, if you want to drive a passenger bus in occasional service within national boundaries?",Coming soon...,The instrument of approval,My driving licence,The insurance certificate,,,,,,,
2.6.02-030,en,tr,A technical modification to your vehicle means that the operating licence is extinguished. What consequences should you anticipate if you nevertheless use the vehicle on public roads?,"If you use your vehicle on public roads despite the expired operating license, you will lose your insurance cover because the vehicle is no longer the one that was originally insured. Since there is an obligation to have insurance in Germany, driving without insurance is a misdemeanor. In the event of a police check, a fine will be imposed and you must expect an entry in the register of fitness to drive.",A public authority fine,An entry into the Central Register of Road Traffic Offenders,The loss of my insurance cover,,,,,,,
2.6.02-031,en,tr,What type of trailers used in agriculture and forestry do not have to have their own registration number?,Coming soon...,"- with a ""25"" speed limit sign attached to the rear",- used to transport agricultural goods,- that may travel in excess of 25 km/h,,,,,,,
2.6.02-032,en,tr,"You want to transport hazardous goods, but have more than the permissible exempted allowance. What conditions must you fulfil in order to transport the goods?","Because you have exceeded the quantitative restrictions, you need to for your license, the required class possess and carry an ADR certificate (hazardous).",- hold a driving licence for the relevant driving licence class,- carry an ADR Certificate with me,- be at least 25-years old,,,,,,,
2.6.02-034,en,tr,What is the meaning of the numbers on a sign of this kind?,"These figures provide information about the transported hazardous goods. 33 is our 1203, the UN number is a risk number (highly flammable liquid) (flash point below 23 ° C) (also called material number) (gasoline or petrol)",- provide information about the transported hazardous goods,- are specifications issued by the vehicle manufacturer,- represent the maximum load capacity,,,,,,,
2.6.02-035,en,tr,"You would like to drive a truck with a gross vehicle weight rating of 8.0 t, which is carrying orange warning plates. Which of the following conditions do you have to fulfil?","With your truck with 8.0 t permissible gross weight, you must meet the following conditions: You have (hazardous materials certification) carry and possess a driving license class C an ADR certificate. Accident freedom has nothing to do.",- carry an ADR certificate with me,- hold a Class C driving licence,- have driven accident-free for at least 3 years,,,,,,,
2.6.02-036,en,tr,An inspection has been performed because of a technical modification made to your vehicle. What are you obliged to do?,"After the technical modification of a vehicle, an acceptance report is usually created during the assessment. However, an entry may also be made in part 1 of the certificate of registration. The protocol must be carried by the vehicle driver during each journey. On request, the protocol must be presented, for example, during a stop-and-search operation.","- carry the inspection report or confirmation in my vehicle, and have the registration in certificate Part I corrected if necessary",- forward the inspection report or confirmation to the vehicle manufacturer,- stick the inspection report or confirmation into the designated place in the registration certificate Part II,,,,,,,
2.6.02-037,en,tr,The maximum design speed of a moped exceeds 25 km/h due to a prohibited technical modification. What are the consequences for me if I ride such a moped on public roads?,"As soon as you change anything on your vehicle without a general operating permit or approval, the operating permit expires. Since riding a moped over 25 km/h is already class AM or higher, you are riding without a valid driving licence.",I am committing a criminal offence for driving without a licence,I am committing an administrative offence because I have no authorisation to operate the moped,"None, provided I do not drive any faster than 25 km/h",,,,,,,
2.6.02-038,en,tr,An assessment is required following modifications to your vehicle. When must this be performed?,The assessment must be carried out immediately after the conversion.,Promptly following the modification,At the time of the next inspection,When demanded by the registration authority,,,,,,,
2.6.02-039,en,tr,What technical modification to a motorbike will generally void the issued operating licence?,The original gear ratio of the pinion and sprocket is part of the operating license granted. All changes that affect the drive of your vehicle must be registered. This means that the operating permit expires if you change the transmission ratio.,Any change to the gear ratio of the pinion and chain wheel,Any change to the engine power,Installing a tankbag,,,,,,,
2.6.02-040,en,tr,What technical modifications to a two-wheeler could result in the withdrawal of the vehicle’s type approval?,"The operating licence expires if modifications are made to the vehicle that change the vehicle type, could cause a hazard or worsen the exhaust or noise values.
The operating licence of your two-wheeler may lose its validity if, for example, you install special handlebars or use a wheel/tyre combination that is not explicitly approved for your two-wheeler. Two-wheeler is approved.",Fitting customised handlebars,Changing the wheel/tyre combination,Installing an identical engine,,,,,,,
2.6.02-041,en,tr,What is the latest date on which you must display the new proof of insurance on your two-wheeler in order to continue driving without any gap in your cover?,"From 1 March 2023, the new insurance licence plates will become invalid. In order to be allowed to continue riding without transition, take care of a new licence plate in good time.",- 1st March,- 1st January,- 1st June,,,,,,,
2.6.02-042,en,tr,The validity of the insurance plate on your bike has expired. What are the consequences for its use on public roads?,"It is forbidden to use a two-wheeler on public roads without a valid insurance license plate. The law requires compulsory insurance so that possible accident costs are covered. 
You are allowed to push your two-wheeler on a sidewalk without a valid insurance license plate, as this does not count as “driving”.",- no longer ride the bike,- push the bike on a pavement,- park the bike in a car park,,,,,,,
