questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.01-001,en,tr,What should you understand by defensive driving?,"Defensive driving means that, on the one hand, you do not insist on your right of way in road traffic and, on the other hand, you also take into account potential mistakes made by other road users. Therefore, you do not have to drive over-cautiously - this could in turn pose a danger of its own and impede the flow of traffic. Driving defensively means preparing yourself as well as possible for dangers emanating from yourself or from outside and thus averting them in good time. You can achieve this, for example, by braking early enough to avoid a rear-end collision in front of traffic lights. Generally driving slower protects you against drivers who misjudge a traffic light phase in the heat of the moment or confuse left and right.",Not insisting on your rights,Allowing for other people's mistakes,Stopping as a precaution at every crossroads,,Defansif sürüşten ne anlamalısınız?,"Defansif sürüş, trafikte kendi hakkınızda ısrar etmemek ve diğer yol kullanıcılarının olası hatalarını da hesaba katmak demektir. Bu aşırı temkinli ve trafiği engelleyecek şekilde sürmek anlamına gelmez. Tehlikeleri erken fark edip zamanında önlemek gerekir.",Haklarınızda ısrar etmemek,Başkalarının hatalarını hesaba katmak,Her kavşakta önlem olarak durmak,
1.1.01-002,en,tr,What can be the causes of rear-end collisions?,"There are several possible scenarios that lead to rear-end collisions. If someone brakes too suddenly and unexpectedly, a collision can occur. Tailgating is also a common cause of rear-end collisions, especially if the driver behind is distracted and unfocused. A sufficiently large safety distance can help to avoid such risks.",Unexpectedly heavy braking,Inattentiveness,Driving too close behind the vehicle in front,,Arkadan çarpmaların sebepleri neler olabilir?,"Arkadan çarpma; beklenmedik sert frenleme, dikkatsizlik veya öndeki aracı çok yakından takip etme nedeniyle meydana gelebilir. Yeterli takip mesafesi bu riski azaltır.",Beklenmedik şekilde sert frenleme,Dikkatsizlik,Öndeki araca çok yakın takip mesafesiyle sürmek,
1.1.01-003,en,tr,"Which of these is a good example of ""anticipatory driving""?",Driving with foresight is essential when it comes to road safety. You should always keep an eye on cars directly in front of you so that you can react immediately if necessary. The same applies to all road users in your vicinity.,I respond as soon as possible to probable changes in the road traffic situation,"I attempt to identify the intentions of other road users, as soon as possible",I limit my observation of road traffic as much as possible on the vehicle travelling directly in front of me,,“Öngörülü sürüş” için iyi bir örnek hangisidir?,"Öngörülü sürüş, trafik durumundaki muhtemel değişiklikleri erken fark edip buna zamanında tepki vermektir. Sadece öndeki araca değil, çevredeki tüm yol kullanıcılarına dikkat edilmelidir.",Trafik durumundaki muhtemel değişikliklere mümkün olduğunca erken tepki veririm,Diğer yol kullanıcılarının niyetlerini mümkün olduğunca erken anlamaya çalışırım,Trafik gözlemimi mümkün olduğunca yalnızca önümde giden araçla sınırlarım,
1.1.01-004,en,tr,You are to drive a motor vehicle with which you are unfamiliar. Why do you have to be particularly careful to begin with?,"Every driver is accustomed to the driving behaviour and characteristics of his or her motor vehicle. Every vehicle has different handling characteristics due to its particular centre of gravity, dimensions and weight. Even the clutch, cornering behaviour and braking distance of the same models can differ. The driver must familiarise himself carefully with these characteristics, as well as with the controls of the instruments.",- of the arrangement and the function of the controls,- of its braking characteristics,- of its manoeuvrability,,Tanımadığınız bir motorlu aracı kullanacaksınız. Başlangıçta neden özellikle dikkatli olmalısınız?,"Her aracın ağırlık merkezi, ölçüleri, ağırlığı, frenleme ve manevra özellikleri farklı olabilir. Bu nedenle sürücü, aracın kumanda düzenine ve sürüş özelliklerine alışmalıdır.",- kumanda elemanlarının düzeni ve işlevi nedeniyle,- frenleme özellikleri nedeniyle,- manevra kabiliyeti nedeniyle,
1.1.01-101,en,tr,You are driving in a built-up area behind a vehicle with number plates that are not local. What could happen?,"If you identify a non-local road user from the number plate, you must expect unexpected manoeuvres due to their lack of knowledge of the area. For example, the driver in question could stop in an open lane to ask a passer-by for directions. It is also possible that the non-local driver may be late in recognising the correct route and therefore brake or signal late before bends, junctions and exits.",- could brake unexpectedly,- may switch on the direction indicators too late before turning,- could stop unexpectedly to ask the way,,Yerleşim yeri içinde yerel olmayan plakalı bir aracın arkasından gidiyorsunuz. Ne olabilir?,"Yabancı plakalı sürücüler bölgeyi iyi bilmeyebilir. Bu nedenle beklenmedik şekilde frenleyebilir, dönüşten önce sinyali geç verebilir veya yol sormak için aniden durabilirler.",- beklenmedik şekilde frenleyebilir,- dönüşten önce yön göstergesini çok geç yakabilir,- yol sormak için beklenmedik şekilde durabilir,
1.1.01-102,en,tr,What can cause unnecessary obstructions?,"One avoidable obstruction to road traffic is stalling the engine. This is especially a beginner's mistake, which in the worst case can result in a rear-end collision. However, this can be easily remedied by appropriate practice on secluded roads. In addition, according to road traffic regulations, every vehicle must be refuelled in good time to prevent stalling. Finally, it is also part of your duty as a motorist to drive at an appropriate speed, i.e. never drive so slowly for no reason that you could obstruct traffic and provoke an accident.",Stalling the engine in dense traffic,Vehicles proceeding too slowly for no good reason,Motor vehicles breaking down because they have run out of fuel,,Gereksiz engellemelere neler sebep olabilir?,"Yoğun trafikte motoru stop ettirmek, sebepsiz yere çok yavaş gitmek veya yakıtın bitmesi nedeniyle yolda kalmak trafiği gereksiz yere engelleyebilir.",Yoğun trafikte motoru stop ettirmek,Araçların geçerli bir sebep olmadan çok yavaş gitmesi,Yakıtı bittiği için yolda kalan motorlu araçlar,
1.1.01-103,en,tr,Why must you not drive extra slowly for no good reason?,"Road traffic regulations prohibit unnecessary slow driving, as it impedes the flow of traffic and greatly increases the risk of accidents: it tempts following road users to make risky overtaking manoeuvres at blind spots. In addition, the risk of rear-end collisions increases drastically due to the resulting speed differences.",Because it obstructs the flow of traffic,Because it increases the danger of rear-end collisions,Because it encourages vehicle drivers behind to overtake dangerously,,Geçerli bir sebep olmadan neden çok yavaş sürmemelisiniz?,"Gereksiz yavaş sürüş trafik akışını engeller, arkadaki sürücüleri tehlikeli sollamaya teşvik eder ve arkadan çarpma riskini artırır.",Çünkü trafik akışını engeller,Çünkü arkadan çarpma tehlikesini artırır,Çünkü arkadaki sürücüleri tehlikeli sollamaya teşvik eder,
1.1.01-104,en,tr,What can present a danger?,"Safety risks include incorrectly adjusted headlamps. If they are set too low, they create poor visibility for the driver. Lights that are set too high can lead to extreme glare from oncoming traffic and cause serious accidents. The tread depth of the tires is an important safety factor. Worn tires have a much longer braking distance on wet roads. The legally prescribed tread depth of 1.6 millimeters is not sufficient in terms of safety. At this tread depth, the risk of aquaplaning is already very high. With aquaplaning, the vehicle slips uncontrollably.",Worn tyres,Headlights set too high,Vehicle in a spectacular colour,,Ne tehlike oluşturabilir?,"Aşınmış lastikler, özellikle ıslak zeminde fren mesafesini uzatır. Çok yükseğe ayarlanmış farlar karşıdan gelenleri kamaştırabilir. Aracın dikkat çekici rengi ise güvenlik tehlikesi oluşturmaz.",Aşınmış lastikler,Çok yükseğe ayarlanmış farlar,Dikkat çekici renkte araç,
1.1.01-107,en,tr,How can you tell that you are getting tired while you are driving?,Fatigue leads to prolonged reaction times as well as reduced attention while driving. Its signs include excessive yawning. You can also recognise sleep deprivation by the fact that you find it increasingly difficult to keep your eyes open.,Heavy eyelids,Frequent yawning,Quicker reaction time,,Sürüş sırasında yorulduğunuzu nasıl anlarsınız?,Yorgunluk tepki süresini uzatır ve dikkati azaltır. Ağırlaşan göz kapakları ve sık esneme yorgunluk belirtileridir.,Ağırlaşan göz kapakları,Sık esneme,Daha hızlı tepki süresi,
1.1.01-108,en,tr,What can happen if you ignore signs of tiredness?,"You should never ignore the first signs of tiredness, such as dwindling concentration, because you may be overcome by microsleep as a result. This in turn often leads to serious, sometimes even life-threatening driving errors.",Microsleep,Lack of concentration,Driving mistakes,,Yorgunluk belirtilerini görmezden gelirseniz ne olabilir?,"Yorgunluk belirtilerini görmezden gelirseniz konsantrasyon azalır, mikro uyku ortaya çıkabilir ve ciddi sürüş hataları meydana gelebilir.",Mikro uyku,Konsantrasyon eksikliği,Sürüş hataları,
1.1.01-109,en,tr,What should you do if you start feeling tired while driving?,"Since tiredness can lead to dangerous situations during car journeys, you should plan sufficient breaks for longer journeys. During this recovery phase, a walk in the fresh air is recommended to get your circulation going again.",Take a break straightaway,Get out of the car and move around in the fresh air,Listen to stimulating music,,Sürüş sırasında yorgunluk hissetmeye başlarsanız ne yapmalısınız?,Yorgunluk tehlikeli durumlara yol açabilir. Bu nedenle hemen mola verilmeli ve temiz havada hareket edilmelidir.,Hemen mola vermek,Araçtan inip temiz havada hareket etmek,Uyarıcı müzik dinlemek,
1.1.01-110,en,tr,How does tiredness affect your driving?,"Fatigue at the wheel increases the risk of accidents for the following reasons: concentration and attention noticeably decreases; perception is limited, reaction is significantly delayed.",Decreases alertness,Limits awareness,Delays reactions,,Yorgunluk sürüşünüzü nasıl etkiler?,"Yorgunluk dikkati azaltır, algıyı sınırlar ve tepkileri geciktirir.",Dikkati azaltır,Algıyı sınırlar,Tepkileri geciktirir,
