questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.4.41-164,en,tr,What does this traffic sign combination indicate?,"This sign means ""Danger zone"" and the additional sign stands for ""Winter sports allowed"". The combination indicates that winter sportspersons may use the road and road users must pay particular attention to it.",- may be used by winter sports enthusiasts,- may not be used by traffic in winter,- may only be used with snow chains,,Bu trafik işareti kombinasyonu neyi gösterir?,Bu kombinasyon tehlike bölgesini ve kış sporcularının yolu kullanabileceğini gösterir. Bu nedenle özellikle dikkatli olunmalıdır.,- kış sporcuları tarafından kullanılabilir,- kışın trafik tarafından kullanılamaz,- yalnızca kar zinciriyle kullanılabilir,
1.4.41-165,en,tr,What do you have to be aware of in this traffic situation?,"You must not drive over the lane boundary (solid line) to the left, which is located at the middle of the lane. Driving on it is also prohibited.",- not cross the lane marking,- cross the lane marking in order to overtake,- cross the lane marking if oncoming traffic permits this,,Bu trafik durumunda neye dikkat etmelisiniz?,Ortadaki kesintisiz şerit çizgisini geçemez ve üzerine çıkamazsınız. Sollamak için de geçmeniz yasaktır.,- şerit çizgisini geçmemek,- sollamak için şerit çizgisini geçmek,- karşı trafik izin verirse şerit çizgisini geçmek,
1.4.41-166,en,tr,What must you be aware of on this priority road?,The solid line in the middle between the two lanes prohibits crossing or crossing this line. It also prohibits parking on priority roads outside of built-up areas.,Parking is prohibited,You may not cross the lane marking,Parking is permitted if there is a clear space of at least 3 m between a parked car and the lane marking,,Bu öncelikli yolda neye dikkat etmelisiniz?,Yerleşim yeri dışında öncelikli yolda park etmek yasaktır. Ayrıca kesintisiz şerit çizgisini geçemezsiniz.,Park etmek yasaktır,Şerit çizgisini geçemezsiniz,Park eden araçla şerit çizgisi arasında en az 3 m boşluk varsa park etmek serbesttir,
1.4.41-167,en,tr,You want to overtake. What is the right thing to do?,You may overtake if other road users are not endangered. The one-sided lane boundary allows you to cross the two lines from the side where the broken line is located.,- overtake,- not overtake,"- only overtake, if I remain in the right-hand lane while doing so",,Sollamak istiyorsunuz. Doğru davranış nedir?,"Tek taraflı şerit sınırı, kesik çizginin bulunduğu taraftan geçmeye izin verir. Diğer yol kullanıcıları tehlikeye girmiyorsa sollayabilirsiniz.",- sollamak,- sollamamak,- sadece sağ şeritte kalarak sollamak,
1.4.41-168,en,tr,"As a resident, you want to drive into a cycle highway that has this sign. What must you be aware of when doing so?","A maximum speed of 30 km/h applies to traffic. Cycling traffic must not be endangered or obstructed. If necessary, motor vehicle traffic must reduce speed further. Side-by-side cycling is permitted.",Vehicles may not be driven faster than 30 km/h,Cycles may travel alongside one another,Cycle traffic may not be impeded,,Bu işaretli bisiklet yoluna sakin olarak girmek istiyorsunuz. Neye dikkat etmelisiniz?,"Bisiklet sokağında azami hız 30 km/saat, bisiklet trafiğini engellememe ve yan yana giden bisikletlere dikkat etme kuralları geçerlidir.",Araçlar 30 km/saatten hızlı gidemez,Bisikletler yan yana gidebilir,Bisiklet trafiği engellenmemelidir,
1.4.41-169,en,tr,Who may enter a street that has this sign?,Vehicular traffic other than cyclists may not use cycle lanes unless permitted by additional sign. The additional sign allows residents to enter the bicycle lane.,All cyclists,All persons visiting residents,All moped riders,,Bu işaretli sokağa kim girebilir?,Bisiklet sokağı esasen bisikletlilere açıktır. Ek levha sakinlere giriş izni verir; mopedlilere ve tüm ziyaretçilere otomatik izin vermez.,Tüm bisikletliler,Sakinleri ziyaret eden tüm kişiler,Tüm moped sürücüleri,
1.4.41-170,en,tr,This road traffic sign is displayed for your lane. What must you be aware of?,"This traffic sign indicates the prescribed minimum speed. You must therefore drive at least 60 km/h, provided that the road and traffic conditions allow it.","I must drive at a minimum speed of 60 km/h, if permitted by the road and traffic conditions",I may only use this lane if my vehicle can and is allowed to drive at a speed of least 60 km/h,I may not drive faster than 60 km/h,,Bu trafik işareti sizin şeridiniz için gösteriliyor. Neye dikkat etmelisiniz?,Bu işaret asgari hızın 60 km/saat olduğunu gösterir. Yol ve trafik koşulları izin veriyorsa bu hızın altında sürmemelisiniz ve aracınız bu hıza ulaşabiliyor olmalıdır.,Yol ve trafik koşulları izin veriyorsa en az 60 km/saat hızla gitmeliyim,Aracım en az 60 km/saat hız yapabiliyorsa ve buna izinliyse bu şeridi kullanabilirim,60 km/saatten hızlı gidemem,
1.4.41-172,en,tr,What situation applies according to this traffic sign?,The additional sign limits the speed limit between 10 pm and 6 am.,- applies between 10 pm and 6 am,- applies between 6 am and 10 pm,- does not apply to electric vehicles,,Bu trafik işaretine göre hangi durum geçerlidir?,Ek levha hız sınırının 22:00 ile 06:00 arasında geçerli olduğunu gösterir. Elektrikli araçlar için istisna belirtilmemiştir.,- 22:00 ile 06:00 arasında geçerlidir,- 06:00 ile 22:00 arasında geçerlidir,- elektrikli araçlar için geçerli değildir,
1.4.41-173,en,tr,What should you do when you see this road sign?,"The arrow on this traffic sign always shows the direction of travel. If it is a straight arrow, you have to turn in front of the sign. If it is a curved arrow, you must turn according to the sign. 
You have to flash to indicate the change in driving direction.",- indicate left,- turn left before the traffic sign,- turn left behind the traffic sign,,Bu yol işaretini gördüğünüzde ne yapmalısınız?,"Ok, sürüş yönünü gösterir. Bu durumda sola sinyal vermeli ve trafik işaretinden önce sola dönmelisiniz.",- sola sinyal vermek,- trafik işaretinden önce sola dönmek,- trafik işaretinden sonra sola dönmek,
1.4.42-001,en,tr,What does this traffic sign indicate?,"This traffic sign grants you priority in a specific place. Thus, the right of way for the driver is limited and has no general validity.",- only at the next crossroads or junction,- at all crossroads and junctions on this road,- as far as the urban limit,,Bu trafik işareti neyi gösterir?,Bu işaret sadece bir sonraki kavşak veya yol birleşiminde önceliğiniz olduğunu gösterir. Tüm yol boyunca veya yerleşim sınırına kadar geçerli değildir.,- sadece bir sonraki kavşakta veya yol birleşiminde,- bu yoldaki tüm kavşak ve birleşimlerde,- yerleşim sınırına kadar,
