questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.14-010,en,tr,What should be noted when using the prop stand?,"If the side stand is still folded out and you engage a gear, the side stand switch will automatically switch off the engine. The side stand switch is a safety measure that prevents you from riding off with the side stand folded out.
The side stand is designed for parking a motorbike. Try to avoid slopes when parking. Always make sure that your motorbike is stable and that the side stand is fully extended to avoid danger and damage.","Where possible, the motorbike should not be parked on a slope",The prop stand should be fully extended,The prop stand switch can prevent you driving off with the prop stand extended,,Yan sehpa kullanırken neye dikkat edilmelidir?,"Motosikleti mümkünse eğimli yerde park etmemelisiniz. Yan sehpa tamamen açılmalıdır. Sehpa şalteri, yan sehpa açıkken hareket etmenizi önleyebilir.",Mümkünse motosiklet eğimli yerde park edilmemelidir,Yan sehpa tamamen açılmış olmalıdır,"Yan sehpa şalteri, yan sehpa açıkken hareket etmeyi önleyebilir",
2.2.14-101,en,tr,How must you safeguard your vehicle against theft?,"To secure the car against theft, you must first close all the windows and doors. The ignition key must be removed in any case. Snap the steering wheel lock into place to additionally secure the car.","By removing the ignition key, engaging the steering wheel lock and closing the windows",By locking the doors and boot,By activating the differential lock,,Aracınızı hırsızlığa karşı nasıl güvenceye almalısınız?,"Aracı terk ederken kontak anahtarını çıkarmalı, direksiyon kilidini devreye sokmalı, camları kapatmalı, kapıları ve bagajı kilitlemelisiniz. Diferansiyel kilidi hırsızlığa karşı güvenlik sağlamaz.","Kontak anahtarını çıkararak, direksiyon kilidini devreye sokarak ve camları kapatarak",Kapıları ve bagajı kilitleyerek,Diferansiyel kilidini devreye sokarak,
2.2.14-102,en,tr,What must you do when leaving your car?,"Before leaving the vehicle, you have to protect it against rolling away uncontrolled, for example on a downhill slope. Before exiting you have to make sure not to endanger other road users. This also applies to your passengers. Opening doors carelessly when getting out is a common cause of accidents. The vehicle must also be protected against unauthorized use.","Before opening the door, look out for traffic behind",Secure the vehicle against rolling away,Secure the vehicle against unauthorized use,,Arabanızı terk ederken ne yapmalısınız?,"Kapıyı açmadan önce arkadaki trafiğe dikkat etmeli, aracı kaymaya karşı ve yetkisiz kullanıma karşı güvenceye almalısınız.",Kapıyı açmadan önce arkadaki trafiğe bakmak,Aracı kaymaya karşı güvenceye almak,Aracı yetkisiz kullanıma karşı güvenceye almak,
2.2.14-104,en,tr,Your car is standing on the edge of the roadway. What should you do when getting into the car?,"When entering and exiting, you must take care not to endanger the other road users. The entry from the right - from the sidewalk - is safer, but not without any danger. Before you open the doors, make sure that the traffic situation permits that. Make sure that there are no pedestrians or cyclists on the sidewalk at this time.","Let passengers get into the car, if possible, from the pavement",Open the doors on the roadway side only when traffic permits,The doors on the right-hand side can always be opened without danger,,Arabanız taşıt yolunun kenarında duruyor. Arabaya binerken ne yapmalısınız?,Yolcular mümkünse kaldırım tarafından binmelidir. Taşıt yolu tarafındaki kapılar yalnızca trafik izin veriyorsa açılmalıdır. Sağ taraftaki kapıların her zaman tehlikesiz açılabileceği varsayılamaz.,Yolcuları mümkünse kaldırım tarafından bindirmek,Taşıt yolu tarafındaki kapıları yalnızca trafik izin veriyorsa açmak,Sağ taraftaki kapılar her zaman tehlikesiz açılabilir,
2.2.14-105,en,tr,What is important when children are getting in and out of a car?,"As a car driver, you should make sure that children get on and off directly on the sidewalk. If the situation does not allow this, they should only get in or out on the side of the road under the supervision of an adult. Children are seen worse and are unpredictable in their behavior.","Let the children in or out, if possible, on the pavement side",Let the children in or out on the roadway side only under supervision,Children are not allowed to get in or out of a car on public roads,,Çocuklar arabaya binerken ve arabadan inerken ne önemlidir?,Çocuklar mümkünse kaldırım tarafından indirilmeli veya bindirilmelidir. Taşıt yolu tarafında yalnızca gözetim altında inip binmelidirler.,Çocukları mümkünse kaldırım tarafından bindirmek veya indirmek,Çocukları taşıt yolu tarafından yalnızca gözetim altında bindirmek veya indirmek,Çocukların kamu yollarında arabaya binmesi veya arabadan inmesi yasaktır,
2.2.14-106,en,tr,What should you call the attention of your passengers to before exiting?,As a car driver you must take the necessary measures to avoid accidents or traffic disruptions when passengers leave the vehicle. Point that out to passengers when they get off on a bike path. Cyclists are not required to wait on bike paths. Anyone entering or leaving the car may not endanger other road users.,- they should heed the traffic flowing on the left-side,- they should heed the pedestrians walking on the right-side,- cyclists are required to wait on cycle paths,,Yolcularınız araçtan inmeden önce onların dikkatini neye çekmelisiniz?,Yolcular kapıyı açmadan önce sol taraftaki akan trafiğe ve sağ taraftaki yayalara dikkat etmelidir. Bisiklet yolundaki bisikletlilerin beklemek zorunda olduğunu varsayamazsınız.,- sol taraftaki akan trafiğe dikkat etmeleri gerektiğine,- sağ taraftaki yayalara dikkat etmeleri gerektiğine,- bisiklet yolundaki bisikletlilerin beklemek zorunda olduğuna,
2.2.14-107-M,en,tr,Why may you not exit now?,"Anyone getting in or out of the car must behave in such a way as to avoid endangering other road users. An approaching cyclist can be seen in your left-hand side mirror, you must let him pass first.",Because [of the cyclist],Because of the motorbike,Because [of the pedestrian],,Neden şimdi araçtan inemezsiniz?,Bisikletli nedeniyle şimdi kapıyı açıp inemezsiniz. Kapıyı açarsanız bisikletliyi tehlikeye atabilirsiniz.,[Bisikletli] nedeniyle,Motosiklet nedeniyle,[Yaya] nedeniyle,
2.2.14-108-M,en,tr,You have stopped in a parking strip and now want to exit your vehicle. What must you do in this situation?,"Before you open the door and leave the vehicle, check in the left-hand mirror that no one is coming from behind. You must also look to your left to make sure that there are no other vehicles in your blind spot.",- by looking in my left-hand exterior rear-view mirror before opening the door,- by glancing over my left shoulder before opening the door,- just by looking through the slightly opened door,,Park şeridinde durdunuz ve şimdi aracınızdan inmek istiyorsunuz. Bu durumda ne yapmalısınız?,Kapıyı açmadan önce sol dış aynaya bakmalı ve sol omuz üzerinden kontrol etmelisiniz. Sadece aralanmış kapıdan bakmak yeterli değildir.,- kapıyı açmadan önce sol dış dikiz aynasına bakarak,- kapıyı açmadan önce sol omuz üzerinden bakarak,- sadece hafif açılmış kapıdan bakarak,
2.2.14-109,en,tr,"When leaving your car, how do you secure it against unauthorised use?","You have to make sure that no unauthorised persons use your car. Therefore, remove the key from the starter and make sure that all windows and doors are closed.",I lock the doors,I close the windows,I activate the child-safety lock,,Arabanızdan ayrılırken onu yetkisiz kullanıma karşı nasıl güvenceye alırsınız?,Aracı terk ederken kapıları kilitlemeli ve camları kapatmalısınız. Çocuk kilidi hırsızlığa karşı güvenlik sağlamaz.,Kapıları kilitlerim,Camları kapatırım,Çocuk emniyet kilidini devreye sokarım,
2.2.14-110,en,tr,You want to let a child out of your car. What should you be aware of when doing so?,"As a car driver, you should make sure that children get on and off directly on the pavement side. If the situation does not allow this, they should only get in or out of the vehicle on the carriageway side under supervision and with prior warning of possible dangers. Children are harder to see and their behaviour is unpredictable, so you should make sure that they no longer have to cross the road.",- exit the car on the same side as the footpath,- not have to cross over the carriageway,- be warned of possible dangers when getting out of the car,,Bir çocuğu arabanızdan indirmek istiyorsunuz. Neye dikkat etmelisiniz?,"Çocuk mümkünse kaldırım tarafında inmeli, taşıt yolunu geçmek zorunda kalmamalı ve inerken olası tehlikelere karşı uyarılmalıdır.",- kaldırım tarafında inmesi,- taşıt yolunu geçmek zorunda kalmaması,- inerken olası tehlikelere karşı uyarılması,
2.2.15-001,en,tr,What is allowed when your motorcycle has broken down with engine damage?,"You cannot tow a broken motorcycle, it will tip over and fall. Instead you should either push it or transport it.",Loading the motorcycle on a vehicle and having it transported,Pushing the motorcycle to the nearest garage,Having the motorcycle towed,,Motosikletiniz motor arızası nedeniyle yolda kaldığında neye izin verilir?,Motosiklet motor arızasında bir araca yüklenip taşınabilir veya en yakın servise itilebilir. Motosikletin çekilmesi yasaktır.,Motosikleti bir araca yükleyip taşıtmak,Motosikleti en yakın servise itmek,Motosikleti çektirmek,
2.2.15-002,en,tr,You are outside of a built-up area and have come to a stop due to a fault with your motorcycle. How should it be transported to the garage?,"The operation of a vehicle that is no longer traffic -proof is a significant and, above all, incalculable danger for you and for other road users. Therefore, you have to pull your vehicle out of traffic in the shortest way. You can have your strength bike removed on a suitable trailer or van.
According to § 15a (4) StVO, motorcycles must not be towed with a tow rope.",On a suitable trailer,In a suitable van,By using a suitable towrope,,Yerleşim yeri dışındasınız ve motosikletiniz arıza nedeniyle durdu. Servise nasıl taşınmalıdır?,Motosiklet uygun bir römorkta veya uygun bir kamyonette taşınmalıdır. Çekme halatıyla çekilmemelidir.,Uygun bir römorkta,Uygun bir kamyonette,Uygun bir çekme halatıyla,
2.2.15-103,en,tr,You want to tow another vehicle with your car. What must you know?,"You need to know if it is a vehicle with a gearshift, automatic transmission or an electric car. An electric car cannot be towed, it must be loaded. A vehicle with an automatic transmission can only be towed for a few kilometers in level ""N"" without any damage.",You must at least have a driving permit class B,You must at least have a driving permit class BE,,,Arabanızla başka bir aracı çekmek istiyorsunuz. Ne bilmelisiniz?,Başka bir aracı çekmek için en az B sınıfı sürücü belgeniz olmalıdır. BE sınıfı şart değildir.,En az B sınıfı sürücü belgem olmalıdır,En az BE sınıfı sürücü belgem olmalıdır,,
2.2.15-104,en,tr,A car with servo brakes has broken down with engine damage. What is correct when towing the car away?,"If possible, use a tow bar when towing a vehicle with a brake booster. Because a brake booster works only with the engine running. When the engine is off, only a weak braking effect can be achieved in this vehicle even with strong pressure on the foot brake.",The car being towed can only achieve slight braking effect even when increased pressure is applied to the pedal,"If possible, use a tow-bar",The action of the foot brake is not impaired by the engine not running,,Servo frenli bir otomobil motor arızası nedeniyle yolda kaldı. Çekilirken hangisi doğrudur?,"Motor çalışmadığında fren desteği kaybolur, bu yüzden fren pedalına daha fazla kuvvet uygulansa bile fren etkisi sınırlı olabilir. Mümkünse çekme çubuğu kullanılmalıdır.",Çekilen araçta pedala daha fazla basılsa bile fren etkisi sadece zayıf olabilir,Mümkünse çekme çubuğu kullanılır,Motor çalışmadığında ayak freninin etkisi bozulmaz,
2.2.15-105,en,tr,A car with power steering has broken down with engine damage and must be towed away. What is correct?,"The function of the power steering depends on the engine and only works when the engine is running. If the engine and the assistive function of the power steering fail, steering is considerably more difficult and you need more power. The steering is impaired in its function.",- is considerably heavier,- is locked,- is not impaired,,Hidrolik direksiyonlu bir otomobil motor arızası nedeniyle yolda kaldı ve çekilmelidir. Hangisi doğrudur?,"Motor çalışmadığında direksiyon desteği kaybolur. Direksiyon kullanımı çok daha ağır hale gelir, fakat direksiyon kilitli değildir.",- çok daha ağırdır,- kilitlidir,- etkilenmez,
2.2.15-106,en,tr,At what distance must the warning triangle be placed when a car has broken down on a road with fast-moving traffic?,"If you are staying on a road with fast traffic with your vehicle, you must set up the warning triangle at a distance of approx. 100 m. Make the breakdown situation visible to other road users by switching on the hazard lights.",At a distance of around 100 m,At a distance of around 50 m,At a distance of around 10 m,,Hızlı trafik olan bir yolda araç arızasında uyarı üçgeni hangi mesafeye konmalıdır?,Hızlı trafik olan yollarda uyarı üçgeni yaklaşık 100 m mesafeye yerleştirilmelidir.,Yaklaşık 100 m mesafeye,Yaklaşık 50 m mesafeye,Yaklaşık 10 m mesafeye,
