questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.1.08-008-B,en,tr,A traffic jam is building up here. What is the correct procedure?,"If you drive towards a traffic jam, turn on your hazard lights to alert other road users. It is important to build a rescue lane for any approaching rescue vehicles. In this case, drive as far to the right as possible.","If possible, switch on hazard warning lights to warn vehicles following behind",Drive as far as possible to the right in order to leave room for a channel on the left,Drive as far as possible to the left in order to leave room for a channel on the right,,Burada trafik sıkışıklığı oluşuyor. Doğru davranış nedir?,Trafik sıkışıklığına yaklaşıyorsanız arkadaki yol kullanıcılarını uyarmak için mümkünse dörtlü ikaz ışıklarını yakmalısınız. Acil araçlar için kurtarma koridoru oluşturmak önemlidir. Bu durumda mümkün olduğunca sağa gitmelisiniz.,Mümkünse arkadaki araçları uyarmak için dörtlü ikaz ışıklarını yakmak,Solda kurtarma koridoru bırakmak için mümkün olduğunca sağa gitmek,Sağda kurtarma koridoru bırakmak için mümkün olduğunca sola gitmek,
2.1.08-010,en,tr,What must you anticipate with inclines on motorways?,"When driving uphill on motorways, you should expect slow-moving trucks in the right lane, sudden overtaking manoeuvres by other road users and large speed differences between vehicles. All 3 answers are correct.",Slow-moving trucks on the right-hand lane,Sudden overtaking manoeuvres by other road users,Large differences in speed between vehicles,,Otoyollarda yokuşlarda neyi hesaba katmalısınız?,"Otoyolda yokuşlarda sağ şeritte yavaş kamyonlar, diğer yol kullanıcılarının ani sollama manevraları ve araçlar arasında büyük hız farkları beklenmelidir.",Sağ şeritte yavaş giden kamyonlar,Diğer yol kullanıcılarının ani sollama manevraları,Araçlar arasında büyük hız farkları,
2.1.08-011,en,tr,What must you do?,"Since you are currently being overtaken by a car on the left-hand side, you must maintain the lane and reduce the speed until the truck in front of you has completed its overtaking maneuver and changes to the right-hand lane.",Slow down and stay in lane,Move to the left-hand lane,Maintain speed and stay in lane,,Ne yapmalısınız?,Solunuzdan bir araç sizi solladığı için şeridinizde kalmalı ve öndeki kamyon sollama manevrasını tamamlayıp sağ şeride geçene kadar hızınızı azaltmalısınız.,Yavaşlamak ve şeritte kalmak,Sol şeride geçmek,Hızı korumak ve şeritte kalmak,
2.1.08-013,en,tr,What must you be aware of when joining the motorway?,"On the freeway, the continuous traffic always has the right of way and does not have to allow entrance. On the acceleration lane the driver may drive faster than the rest of the vehicles.","On the merging lane, I may drive faster than the through-driving traffic",The through-driving traffic has priority,The through-driving traffic on the right-hand lane must allow incoming traffic to merge,,Otoyola katılırken neye dikkat etmelisiniz?,Otoyolda akan trafik her zaman önceliklidir ve katılan trafiğe yol vermek zorunda değildir. Katılım şeridinde akan trafikten daha hızlı sürebilirsiniz.,Katılım şeridinde akan trafikten daha hızlı sürebilirim,Akan trafik önceliklidir,Sağ şeritteki akan trafik katılan trafiğe yol vermek zorundadır,
2.1.08-014,en,tr,You are driving at the recommended speed on the motorway and want to leave it at the next exit. What should you do?,"Finish overtaking in good time and get on the right lane. Before changing to the deceleration lane look around and indicate. On the deceleration lane, check your speed on the speedometer in order to assess it right. Only on the deceleration lane you should reduce the speed significantly, so as not to hinder subsequent traffic on the continuous lane.",I cease overtaking manoeuvres in good time,I significantly reduce my speed on the exit lane,I significantly reduce my speed while still on the right-hand lane of the motorway,,Otoyolda tavsiye edilen hızla gidiyorsunuz ve bir sonraki çıkıştan çıkmak istiyorsunuz. Ne yapmalısınız?,Sollama manevralarını zamanında bitirip sağ şeride geçmelisiniz. Çıkış/yavaşlama şeridine girdikten sonra hızınızı belirgin şekilde azaltmalısınız; otoyolun sağ şeridinde erken sert yavaşlamak arkadaki trafiği engelleyebilir.,Sollama manevralarını zamanında bitiririm,Çıkış şeridinde hızımı belirgin şekilde azaltırım,Otoyolun sağ şeridindeyken hızımı belirgin şekilde azaltırım,
2.1.08-015,en,tr,"After a longer journey travelling at about 120 km/h, you want to exit the motorway. What must you be aware of when doing so?","If you, as a car driver, leave the motorway at a speed of about 120 km/h, you must observe the following: 1. complete all overtaking maneuvers in good time; 2. merge right; 3. reduce the speed while checking it on the speedometer; 4. indicate. In order not to hinder the traffic on the continuous road, you should reduce the speed only when you change to the deceleration lane.","I signal in good time and then brake while on the exit lane, so as not to impede the traffic behind me",I check the speedometer to make sure I do not underestimate my speed,"I maintain my speed while on the exit lane, so as not to impede the traffic behind me",,Yaklaşık 120 km/saat hızla uzun süre gittikten sonra otoyoldan çıkmak istiyorsunuz. Neye dikkat etmelisiniz?,Yüksek hıza alıştığınız için hızınızı küçümseyebilirsiniz. Zamanında sinyal verin ve çıkış şeridinde hız göstergesini kontrol ederek yavaşlayın; akan trafikte erkenden frenleyerek arkadakileri engellememelisiniz.,Zamanında sinyal verir ve arkadaki trafiği engellememek için çıkış şeridinde fren yaparım,Hızımı küçümsememek için hız göstergesini kontrol ederim,Arkadan gelen trafiği engellememek için çıkış şeridinde hızımı korurum,
2.1.08-016,en,tr,What should you do now?,"When approaching a jam end on the highway, you must reduce your speed and warn the road users behind you by switching on the hazard lights. A rescue lane is to be formed.",I slow my vehicle down,I switch on my hazard lights,I continue driving in the clear lane,,Şimdi ne yapmalısınız?,Otoyolda trafik sıkışıklığı sonuna yaklaşıyorsanız hızınızı azaltmalı ve arkadaki yol kullanıcılarını uyarmak için dörtlü ikaz ışıklarını yakmalısınız. Kurtarma koridoru oluşturulmalıdır.,Aracımı yavaşlatırım,Dörtlü ikaz ışıklarını yakarım,Boş şeritte sürmeye devam ederim,
2.1.08-017,en,tr,What should you anticipate with this bend?,The course of the curve is not assessable. You always have to expect obstacles such as broken-down vehicles or traffic jams. Be prepared for a stop within sight. The curve may narrow in its course. Thereby you'll only notice in the curve that your speed is too high. It is important to reduce the speed on time.,With an obstacle situated around the corner,That the bend will become tighter as it progresses,With oncoming traffic on my lane,,Bu virajda neyi hesaba katmalısınız?,"Virajın devamı görülemiyor. Virajın arkasında engel, arızalı araç veya trafik sıkışıklığı olabilir. Viraj ilerledikçe daralabilir; bu nedenle hızınızı zamanında azaltmalısınız.",Virajın arkasında bir engel bulunabilir,Viraj ilerledikçe daralabilir,Benim şeridimde karşı trafik olabilir,
2.1.08-018,en,tr,What is correct in this situation?,"The curve is difficult to assess for the car driver. There may be other road users or even obstacles on the route. Therefore, it makes sense to slow down the pace even before the turn and mentally adjust to a possible danger situation. Because even for oncoming drivers this is a difficult spot and caution is required.",I have to reduce my speed,The truck has right of way,The truck has to wait,,Bu durumda hangisi doğrudur?,Virajın devamı zor değerlendiriliyor. Yol üzerinde başka araçlar veya engeller olabilir. Bu nedenle hızınızı azaltmalısınız; kamyonun ya da sizin mutlak önceliğinizden çok dikkatli sürüş önemlidir.,Hızımı azaltmalıyım,Kamyonun geçiş önceliği var,Kamyon beklemek zorunda,
2.1.08-019,en,tr,Why do you have to slow here?,The moveable road barrier with flashing arrow in the right-hand lane forces the truck driver to change to your lane on the left. That's why you have to delay now. The white car behind you is no danger.,Because of the truck,Because of the speed limit,Because of the white car,,Burada neden yavaşlamalısınız?,Sağ şeritteki ışıklı ok panolu hareketli bariyer kamyonu sol şeride geçmeye zorlar. Bu yüzden şimdi yavaşlamalısınız. Arkanızdaki beyaz araç tehlike nedeni değildir.,Kamyon nedeniyle,Hız sınırı nedeniyle,Beyaz araba nedeniyle,
