questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.14-010,en,tr,What should be noted when using the prop stand?,"If the side stand is still folded out and you engage a gear, the side stand switch will automatically switch off the engine. The side stand switch is a safety measure that prevents you from riding off with the side stand folded out.
The side stand is designed for parking a motorbike. Try to avoid slopes when parking. Always make sure that your motorbike is stable and that the side stand is fully extended to avoid danger and damage.","Where possible, the motorbike should not be parked on a slope",The prop stand should be fully extended,The prop stand switch can prevent you driving off with the prop stand extended,,,,,,,
2.2.14-101,en,tr,How must you safeguard your vehicle against theft?,"To secure the car against theft, you must first close all the windows and doors. The ignition key must be removed in any case. Snap the steering wheel lock into place to additionally secure the car.","By removing the ignition key, engaging the steering wheel lock and closing the windows",By locking the doors and boot,By activating the differential lock,,,,,,,
2.2.14-102,en,tr,What must you do when leaving your car?,"Before leaving the vehicle, you have to protect it against rolling away uncontrolled, for example on a downhill slope. Before exiting you have to make sure not to endanger other road users. This also applies to your passengers. Opening doors carelessly when getting out is a common cause of accidents. The vehicle must also be protected against unauthorized use.","Before opening the door, look out for traffic behind",Secure the vehicle against rolling away,Secure the vehicle against unauthorized use,,,,,,,
2.2.14-104,en,tr,Your car is standing on the edge of the roadway. What should you do when getting into the car?,"When entering and exiting, you must take care not to endanger the other road users. The entry from the right - from the sidewalk - is safer, but not without any danger. Before you open the doors, make sure that the traffic situation permits that. Make sure that there are no pedestrians or cyclists on the sidewalk at this time.","Let passengers get into the car, if possible, from the pavement",Open the doors on the roadway side only when traffic permits,The doors on the right-hand side can always be opened without danger,,,,,,,
2.2.14-105,en,tr,What is important when children are getting in and out of a car?,"As a car driver, you should make sure that children get on and off directly on the sidewalk. If the situation does not allow this, they should only get in or out on the side of the road under the supervision of an adult. Children are seen worse and are unpredictable in their behavior.","Let the children in or out, if possible, on the pavement side",Let the children in or out on the roadway side only under supervision,Children are not allowed to get in or out of a car on public roads,,,,,,,
2.2.14-106,en,tr,What should you call the attention of your passengers to before exiting?,As a car driver you must take the necessary measures to avoid accidents or traffic disruptions when passengers leave the vehicle. Point that out to passengers when they get off on a bike path. Cyclists are not required to wait on bike paths. Anyone entering or leaving the car may not endanger other road users.,- they should heed the traffic flowing on the left-side,- they should heed the pedestrians walking on the right-side,- cyclists are required to wait on cycle paths,,,,,,,
2.2.14-107-M,en,tr,Why may you not exit now?,"Anyone getting in or out of the car must behave in such a way as to avoid endangering other road users. An approaching cyclist can be seen in your left-hand side mirror, you must let him pass first.",Because [of the cyclist],Because of the motorbike,Because [of the pedestrian],,,,,,,
2.2.14-108-M,en,tr,You have stopped in a parking strip and now want to exit your vehicle. What must you do in this situation?,"Before you open the door and leave the vehicle, check in the left-hand mirror that no one is coming from behind. You must also look to your left to make sure that there are no other vehicles in your blind spot.",- by looking in my left-hand exterior rear-view mirror before opening the door,- by glancing over my left shoulder before opening the door,- just by looking through the slightly opened door,,,,,,,
2.2.14-109,en,tr,"When leaving your car, how do you secure it against unauthorised use?","You have to make sure that no unauthorised persons use your car. Therefore, remove the key from the starter and make sure that all windows and doors are closed.",I lock the doors,I close the windows,I activate the child-safety lock,,,,,,,
2.2.14-110,en,tr,You want to let a child out of your car. What should you be aware of when doing so?,"As a car driver, you should make sure that children get on and off directly on the pavement side. If the situation does not allow this, they should only get in or out of the vehicle on the carriageway side under supervision and with prior warning of possible dangers. Children are harder to see and their behaviour is unpredictable, so you should make sure that they no longer have to cross the road.",- exit the car on the same side as the footpath,- not have to cross over the carriageway,- be warned of possible dangers when getting out of the car,,,,,,,
