questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.1.06-002,en,tr,"Why can it be dangerous if you, as the last in a queue, immediately overtake as soon as the oncoming traffic is past?","If a convoy has formed, drivers should basically overtake one after the other. The last of a convoy has the longest overtaking path and must also expect other vehicles starting to overtake in front of him.",Because you must reckon with others in the queue swinging out to overtake,Because the distance needed to overtake might not be sufficient,"Because if you perhaps need to push back into the queue, this could lead to an accident",,Bir araç kuyruğunda en arkadaysanız ve karşı trafik geçer geçmez hemen sollamaya çıkmanız neden tehlikeli olabilir?,"Öndeki araç kuyruğu oluşmuşsa, sürücüler genelde birbiri ardına sollamalıdır. En arkadaki aracın sollama yolu en uzundur ve ayrıca önündeki başka araçların da sollamaya çıkabileceğini hesaba katmalıdır.",Çünkü kuyruktaki diğer araçların da sollamaya çıkabileceğini hesaba katmalısınız,Çünkü sollama için gereken mesafe yeterli olmayabilir,Çünkü gerekirse tekrar kuyruğun içine girmeniz bir kazaya yol açabilir,
2.1.06-003-B,en,tr,What must you remember if you want to overtake?,"In an overtaking maneuver you should make sure that the oncoming lane is free. Be sure that there are no bends or gates as well and you only overtake a car. Watch out for more road users, especially trucks.",The van could start to overtake the vehicle travelling in front of it,Oncoming traffic could appear,"As no oncoming traffic is in sight, you may overtake without hesitation",,Sollama yapmak istiyorsanız neyi unutmamalısınız?,"Sollama manevrasında karşı şeridin boş olduğundan emin olmalısınız. Ayrıca viraj, kapalı görüş veya başka yol kullanıcıları olup olmadığına dikkat etmelisiniz. Özellikle kamyonlara dikkat edin.",Panelvan öndeki aracı sollamaya çıkabilir,Karşıdan araç gelebilir,Karşı trafik görünmediği için tereddütsüz sollayabilirsiniz,
2.1.06-004-B,en,tr,Are you allowed to overtake the black car on this autobahn on the right?,"The black car may not be overtaken on the right in this example. On freeways and highways, you may only overtake on the right as an exception. This is the case, for example, when a vehicle queue has formed on the left.","No, because there is no queue of vehicles in the left lane","Yes, if you do not drive faster than 80 km/h","Yes, because there is enough space to overtake",,Bu otoyolda siyah aracı sağdan geçerek sollayabilir misiniz?,Bu örnekte siyah araç sağdan sollanamaz. Otoyollarda sağdan sollama sadece istisnai durumlarda mümkündür; örneğin sol şeritte araç kuyruğu oluşmuşsa.,"Hayır, çünkü sol şeritte araç kuyruğu yok","Evet, 80 km/saatten hızlı gitmezseniz","Evet, çünkü sollamak için yeterli alan var",
2.1.06-005-B,en,tr,Both cars are travelling at about 30 km/h. Are you allowed to overtake both before the bend?,"You may go over the broken line. An overtaking process would still be too dangerous here, because the manageable distance to overtake before the turn is too short. You also have to expect that the driver of the light car will start to overtake.",- the distance you need to overtake would be too great,- the light-coloured car could pull out to overtake,- you are not allowed to cross the broken line,,Her iki araç da yaklaşık 30 km/saat hızla gidiyor. Virajdan önce ikisini de sollayabilir misiniz?,"Kesik çizginin üzerinden geçebilirsiniz. Buna rağmen burada sollama çok tehlikelidir, çünkü virajdan önce güvenli sollama için görülebilen mesafe çok kısadır. Ayrıca açık renkli aracın da sollamaya çıkabileceğini hesaba katmalısınız.",- sollama için gereken mesafe çok uzun olurdu,- açık renkli araç sollamaya çıkabilir,- kesik çizgiyi geçmenize izin yoktur,
2.1.06-006-B,en,tr,The driver of the overtaking car has evidently made a miscalculation. What must you do?,"The car driver should reduce the speed. Otherwise an accident could occur. If this is not enough, you could additionally fall back on the grass verge on the right.",Brake immediately and veer to the right,Proceed as before,,,Sollayan aracın sürücüsü belli ki yanlış hesap yaptı. Ne yapmalısınız?,Araç sürücüsü hızını azaltmalıdır. Aksi halde kaza olabilir. Bu da yetmezse gerekirse sağdaki bankete kaçılabilir.,Hemen fren yapıp sağa yönelirim,Olduğu gibi devam ederim,,
2.1.06-007-M,en,tr,You want to overtake. What is the right course of action now?,"As the vehicle behind you has already started the overtaking process, you should refrain from overtaking.",I refrain from overtaking,I accelerate,I maintain my speed,,Sollamak istiyorsunuz. Şimdi doğru davranış nedir?,Arkanızdaki araç zaten sollamaya başladığı için siz sollamaktan vazgeçmelisiniz.,Sollamaktan vazgeçerim,Hızlanırım,Hızımı korurum,
2.1.06-008-M,en,tr,You want to overtake. What should you do?,Here you can overtake if you can see over the required distance and if there is no oncoming vehicle (limited visibility).,- only if I have a clear view over the necessary stretch of road,- only if there is no oncoming vehicle,"- at the same time, as the [blue car]",,Sollamak istiyorsunuz. Ne yapmalısınız?,Burada ancak gerekli yol kesimini açıkça görebiliyorsanız ve karşıdan araç gelmiyorsa sollayabilirsiniz. Görüş sınırlıdır.,- sadece gerekli yol kesimini net görebiliyorsam,- sadece karşıdan araç gelmiyorsa,- [mavi araba] ile aynı anda,
2.1.06-009,en,tr,Why are you not allowed to overtake here?,"In general, you must not overtake if the entire overtaking distance is not visible or the side clearance to other road users cannot be met. Both negative factors are given in the present situation: The assessable track is too short for a safe overtaking maneuver. The minimum distance to the cyclists of 1.5 m cannot be met with oncoming traffic.",Because the visible stretch is not sufficient,Because I would not be able to maintain an adequate distance to the side in the event of oncoming traffic,Because I am not permitted to cross the central line,,Burada neden sollama yapamazsınız?,"Genel olarak, tüm sollama mesafesi görülemiyorsa veya diğer yol kullanıcılarına yandan yeterli mesafe bırakılamıyorsa sollama yapılamaz. Burada iki olumsuz durum da vardır: görülebilen mesafe güvenli sollama için kısa ve karşı trafik varsa bisikletlilere en az 1,5 m yan mesafe bırakılamaz.",Çünkü görülebilen yol kesimi yeterli değil,Çünkü karşı trafik varsa yandan yeterli mesafeyi koruyamam,Çünkü orta çizgiyi geçmeme izin yok,
2.1.06-010,en,tr,You are being overtaken and the oncoming traffic is getting dangerously close. Despite this the other vehicle continues with the overtaking manoeuvre. What should you do?,"You have to slow down and drive to the right, so that the overtaking vehicle driver can go back into lane on time. In no case should you increase the speed if you are overtaken.",- reduce my speed,- maintain my speed,- increase my speed,,Sizi solluyorlar ve karşı trafik tehlikeli şekilde yaklaşıyor. Buna rağmen diğer araç sollamaya devam ediyor. Ne yapmalısınız?,Sollayan sürücünün zamanında kendi şeridine dönebilmesi için yavaşlamalı ve sağa yaklaşmalısınız. Sizi sollarlarken hiçbir durumda hız artırmamalısınız.,- hızımı azaltırım,- hızımı korurum,- hızımı artırırım,
2.1.06-011,en,tr,Why should you brake hard now?,"Since the blue passenger car will most likely get on your lane, you have to slow down immediately and keep to the right.",Because of the car,Because of the truck,Because of the tractor,,Şimdi neden sert fren yapmalısınız?,Mavi otomobil büyük olasılıkla sizin şeridinize gireceği için derhal yavaşlamalı ve mümkün olduğunca sağda kalmalısınız.,Otomobil nedeniyle,Kamyon nedeniyle,Traktör nedeniyle,
