questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.5.01-111,en,tr,How can you reduce noise?,"Driving in the high-speed range causes more noise than a low-speed driving style. In built-up areas you should drive in the highest possible gear, so that the engine causes the least possible noise. Avoid a high-speed start with squeaky tires.",By driving in 4th or 5th gear in built-up areas,By driving at high engine revolutions,By driving at high speed,,Gürültüyü nasıl azaltabilirsiniz?,"Yerleşim içinde mümkün olduğunca yüksek viteste, düşük motor devriyle sürerek gürültüyü azaltabilirsiniz. Yüksek devir ve yüksek hız gürültüyü artırır.",Yerleşim içinde 4. veya 5. viteste sürerek,Yüksek motor devrinde sürerek,Yüksek hızla sürerek,
2.5.01-112,en,tr,"What does ""power sound"" in the car result in?","""Power sound"" in the car causes over-stimulation. This over-stimulation may distract the car driver so that he/she may miss important other signals. Bear in mind that other road users are also bothered by the noise.",Signals from other traffic - in particular sirens - are not heard,There is noise pollution for others even when the windows are closed,Driving errors due to the driver being diverted,,Arabada “power sound” neye yol açar?,"Çok yüksek sesli müzik sürücünün dikkatini dağıtır, diğer trafik sinyallerinin özellikle sirenlerin duyulmamasına ve başkaları için gürültü kirliliğine neden olur.","Diğer trafikten gelen sinyaller, özellikle sirenler duyulmaz",Camlar kapalı olsa bile başkaları için gürültü kirliliği olur,Sürücünün dikkatinin dağılması nedeniyle sürüş hataları olur,
2.5.01-113,en,tr,By which percentage does the fuel consumption (l/100 km) of a middle-class car driving at 160 km/h in general increase compared to driving at the recommended speed of 130 km/h?,"Compared to driving at the advisory speed limit of 130 km/h, the fuel consumption at a speed of 160 km/h usually increases very much. For example, the consumption of a mid-range car can rise by up to 35%.",By up to 35 %,By up to 5 %,By up to 10 %,,"Orta sınıf bir otomobilin 160 km/saat hızla giderken yakıt tüketimi, tavsiye edilen 130 km/saat hıza göre genel olarak yüzde kaç artabilir?",160 km/saat hızda yakıt tüketimi 130 km/saat tavsiye hızına göre belirgin şekilde artar; orta sınıf bir otomobilde bu artış yüzde 35’e kadar çıkabilir.,%35’e kadar,%5’e kadar,%10’a kadar,
2.5.01-116,en,tr,When are you allowed to enter an environmental zone?,"You may only drive into an environmental zone as a car driver if a valid badge is visibly attached to your vehicle that at least corresponds to the qualifying plate (red, yellow, green). Excluded from this rule are exclusively vehicles with special rights, for example historic motor vehicles.",When your vehicle has a corresponding emissions sticker,When your vehicle enjoys special rights,When you have a low-emission vehicle,,Bir çevre bölgesine ne zaman girebilirsiniz?,Aracınızda ilgili geçerli emisyon plaketi varsa veya aracınız özel haklara sahipse çevre bölgesine girebilirsiniz. Düşük emisyonlu olmak tek başına yeterli değildir.,Aracımda uygun emisyon plaketi varsa,Aracım özel haklara sahipse,Düşük emisyonlu bir aracım varsa,
2.5.01-117,en,tr,Where do you have to place the emissions sticker for identifying lowemission vehicles?,"As a car driver, you must ensure that the carbon emission sticker is affixed to the inside of the windshield of your vehicle so that it clearly identifies your low-emission vehicle.",Clearly visible on the inside of the windscreen,Clearly visible on the outside of the windscreen,Clearly visible on the inside of the rear window,,Düşük emisyonlu araçları gösteren emisyon plaketini nereye yapıştırmalısınız?,"Emisyon plaketi, ön camın iç tarafında dışarıdan açıkça görülebilecek şekilde bulunmalıdır.",Ön camın iç tarafına açıkça görünür şekilde,Ön camın dış tarafına açıkça görünür şekilde,Arka camın iç tarafına açıkça görünür şekilde,
2.5.01-118,en,tr,"If your car has a petrol engine but does not have an emissions sticker, are you allowed to enter an environmental zone which is sign-posted as follows?","Without visibly attached carbon emission sticker, motor vehicle drivers are not allowed to drive into an environmental zone with a gasoline engine. The badge on the vehicle must be valid and correspond at least to the qualifying plate (red, yellow, green).","No, because my car does not have an emissions sticker","Yes, because I am driving a car with catalytic converter with lambda control","Yes, because this prohibition only applies to diesel vehicles",,"Benzinli aracınızın emisyon plaketi yoksa, bu şekilde işaretlenmiş çevre bölgesine girebilir misiniz?",Hayır. Emisyon plaketi görünür şekilde takılı değilse benzinli araçla da çevre bölgesine giremezsiniz.,"Hayır, çünkü aracımda emisyon plaketi yok","Evet, çünkü lambda kontrollü katalitik konvertörlü benzinli araç kullanıyorum","Evet, çünkü bu yasak sadece dizel araçlar için geçerlidir",
2.5.01-119,en,tr,Where can you stow your baggage so that you do not increase your fuel consumption unnecessarily?,"If possible, you should only store the luggage in the trunk of your vehicle. The use of a roof rack to carry luggage results in greatly increased aerodynamic drag, often resulting in a significant increase in fuel consumption.",In the boot,Behind the front seats,On the roof-rack,,Yakıt tüketimini gereksiz artırmamak için bagajınızı nerede taşıyabilirsiniz?,Bagajı mümkünse bagaj bölümünde veya ön koltukların arkasında taşımalısınız. Tavan taşıyıcı hava direncini ve yakıt tüketimini artırır.,Bagajda,Ön koltukların arkasında,Tavan taşıyıcıda,
2.5.01-120,en,tr,Tyre wear negatively impacts the environment. How can you reduce this impact?,"To reduce tyre wear (i.e. the wear on the tyres), you can drive with foresight and significantly minimise the load by regularly checking the tyre pressure in accordance with the manufacturer's specifications. Less wear = less load.",By employing an anticipatory driving style,By regularly checking the tyre inflation pressure in accordance with the manufacturer's guidelines,By using winter tyres in summer,,Lastik aşınması çevreyi olumsuz etkiler. Bu etkiyi nasıl azaltabilirsiniz?,Öngörülü sürüş ve üretici talimatlarına göre lastik basıncını düzenli kontrol etmek lastik aşınmasını azaltır. Yazın kış lastiği kullanmak aşınmayı artırır.,Öngörülü sürüş tarzı kullanarak,Lastik basıncını üretici talimatlarına göre düzenli kontrol ederek,Yazın kış lastikleri kullanarak,
2.5.01-121,en,tr,What can contribute to environmentally-friendly driving?,"If possible, carpool to reduce the number of vehicles on the road. Training can help you to adopt a fuel-efficient driving style. Electric vehicles do not emit any pollutants, so they are particularly environmentally friendly when driving.",Attending a practical driving training session for a fuel-efficient driving style,Using vehicles with an electric drive,Forming car pools,,Çevre dostu sürüşe ne katkı sağlayabilir?,"Yakıt tasarruflu sürüş eğitimi, elektrikli araç kullanımı ve araç paylaşımı çevre dostu sürüşe katkı sağlar.",Yakıt tasarruflu sürüş tarzı için pratik sürüş eğitimine katılmak,Elektrikli tahrikli araçlar kullanmak,Araç paylaşımı oluşturmak,
2.5.01-122,en,tr,How can you save fuel if you drive a car with an automatic gearbox?,Unnecessary acceleration leads to high fuel consumption. Drive in eco mode if available. The car adapts its acceleration behaviour to reduce fuel consumption.,Do not press down hard on the accelerator when moving off,Use the eco mode when driving,Switch off the engine when driving down a gradient,,Otomatik şanzımanlı bir otomobil kullanırken nasıl yakıt tasarrufu yapabilirsiniz?,Kalkışta gaz pedalına sert basmamak ve varsa eco modunu kullanmak yakıt tasarrufu sağlar. Yokuş aşağı inerken motoru kapatmak tehlikelidir.,Kalkışta gaz pedalına sert basmamak,Sürüşte eco modunu kullanmak,Yokuş aşağı inerken motoru kapatmak,
2.5.01-123,en,tr,What cars that are driven within designated environmental zones must display a particulate matter sticker?,"In principle, all cars in a designated environmental zone are subject to the obligation to display a fine dust sticker. Work machines, ambulances, etc. are exempt.",- petrol engines,- diesel engines,- electric motors,,Belirlenmiş çevre bölgelerinde kullanılan hangi otomobiller partikül madde plaketi taşımalıdır?,"Çevre bölgesinde kullanılan benzinli, dizel ve elektrikli otomobillerin kural olarak gerekli plaketi taşıması gerekir; bazı özel araçlar hariçtir.",- benzinli motorlular,- dizel motorlular,- elektrik motorlular,
2.5.01-124,en,tr,What can result from listening to very loud music while driving a car?,"Too loud music can cause warning signals and the like of other road users to be overheard. Too loud music can also annoy, disturb and thus endanger other road users.
The driver's ability to react deteriorates due to the loud music and the resulting reduced ability to concentrate.",The driver fails to detect signals from other traffic,It causes a nuisance to other road users,The driver’s responsiveness is enhanced,,Araba kullanırken çok yüksek sesle müzik dinlemek neye yol açabilir?,"Sürücü diğer trafik sinyallerini duymayabilir, diğer yol kullanıcıları rahatsız olabilir ve sürücünün tepki yeteneği azalabilir.",Sürücü diğer trafikten gelen sinyalleri algılamaz,Diğer yol kullanıcılarını rahatsız eder,Sürücünün tepki yeteneği artar,
2.5.01-125,en,tr,Air resistance affects the fuel consumption of a vehicle. What affects air resistance the most?,"The faster you drive, the greater the air resistance acting on your vehicle. Doubling your speed results in 4 times the air resistance. 
The tread depth of the tyres has a major effect on the rolling resistance of the tyres.
The number of passengers does not directly affect the air resistance.",The speed travelled,The number of passengers,The profile depth of the tyres,,Hava direnci aracın yakıt tüketimini etkiler. Hava direncini en çok ne etkiler?,Hava direncini en çok hız etkiler. Hız arttıkça hava direnci çok daha fazla artar.,Sürüş hızı,Yolcu sayısı,Lastik diş derinliği,
2.5.01-126,en,tr,You have to wait because a rail-crossing barrier is lowered. How can you now help protect the environment at this point?,"By using the automatic start-stop system, the vehicle can be switched off while waiting and immediately switched on again with little effort. This minimises the emission of pollutants. Applying the handbrake has no effect on the vehicle's pollutant emissions.",By using the automatic start-stop system,By putting the vehicle in first gear,By activating the parking brake,,Hemzemin geçit bariyeri kapalı olduğu için beklemek zorundasınız. Burada çevreyi korumaya nasıl yardımcı olabilirsiniz?,Otomatik start-stop sistemi beklerken motoru kapatarak emisyonları azaltır.,Otomatik start-stop sistemini kullanarak,Aracı birinci vitese alarak,Park frenini devreye sokarak,
2.5.01-127,en,tr,What increases the range of an electric vehicle?,"If you only brake slightly, the electric motor brakes and the kinetic energy is recovered. If you brake harder, you will be mechanically braked and the kinetic energy will not be recovered. Due to a high recuperation level, an electric car behaves like a combustion engine, so you may have to brake less strongly, i.e. mechanically. The heating in the electric car is fed directly from the battery and thus consumes energy that could also be used for driving.",Using a high energy recovery (recuperation) level,Reducing the heater temperature,"Short, sharp acceleration",,Elektrikli aracın menzilini ne artırır?,Yüksek enerji geri kazanımı seviyesi ve ısıtma sıcaklığını azaltmak menzili artırabilir. Kısa ve sert hızlanma menzili azaltır.,Yüksek enerji geri kazanımı/reküperasyon seviyesi kullanmak,Isıtma sıcaklığını azaltmak,"Kısa, sert hızlanma",
2.5.01-128,en,tr,What is the benefit of recuperation in an electric vehicle?,"Recuperation means ""recovery"". Just as electrical energy was converted into kinetic energy, braking converts the kinetic energy back into electrical energy, which is then fed back into the battery. This increases the range of the electric vehicle.",- increases range,- conserves the service brake system,- means that energy can be recovered from the braking operation,,Elektrikli araçta reküperasyonun faydası nedir?,"Reküperasyon frenleme sırasında enerjinin geri kazanılmasını sağlar, menzili artırır ve servis fren sistemini korur.",- menzili artırır,- servis fren sistemini korur,- frenleme işleminden enerji geri kazanılmasını sağlar,
2.5.01-129,en,tr,Your car is equipped with an automatic start-stop system. What is the environmental protection benefit from using this vehicle system?,"The automatic start-stop system automatically switches off the engine when you come to a standstill and restarts it as soon as you press one of the pedals. 
By switching off the engine, for example at traffic lights, the automatic start-stop system can reduce noise pollution and also save up to 15% fuel.",- fuel consumption,- noise pollution,- tyre wear,,Arabanız otomatik start-stop sistemiyle donatılmış. Bu sistemin çevre korumasına faydası nedir?,Start-stop sistemi dururken motoru kapatarak yakıt tüketimini ve gürültü kirliliğini azaltabilir. Lastik aşınmasını azaltmaz.,- yakıt tüketimi,- gürültü kirliliği,- lastik aşınması,
2.5.01-130,en,tr,You are driving a car with a plug-in hybrid drive system. How can you optimise fuel consumption?,"By driving proactively - with gentle acceleration and timely braking - you can reduce your vehicle's fuel consumption. The electric motor is often used in this driving style. 
You can also reduce fuel consumption by regularly charging the battery of your plug-in hybrid on the power grid or minimize it by driving purely electrically.",I regularly charge the battery using the mains supply,I use the electric drive through my driving style,I only use the recuperation to charge the battery,,Plug-in hibrit tahrikli bir otomobil kullanıyorsunuz. Yakıt tüketimini nasıl optimize edebilirsiniz?,Bataryayı düzenli olarak şebekeden şarj etmeli ve sürüş tarzınızla elektrikli tahriki mümkün olduğunca kullanmalısınız. Bataryayı yalnızca reküperasyonla şarj etmek yeterli değildir.,Bataryayı düzenli olarak elektrik şebekesinden şarj ederim,Sürüş tarzımla elektrikli tahriki kullanırım,Bataryayı yalnızca reküperasyonla şarj ederim,
2.5.01-202,en,tr,How can you avoid unnecessary noise?,Unnecessary noise you avoid by properly storing or use of the tension chains and by the renewing of knocked-out tailgate hinges or closures as they can rattle loudly.,By replacing worn sideboard hinges or fastenings,Through correct stowing or use of chains,By greatly increasing the tyre pressure of an empty vehicle,,Gereksiz gürültüyü nasıl önleyebilirsiniz?,Aşınmış yan kapak menteşelerini veya kilitlerini değiştirerek ve zincirleri doğru yerleştirerek veya kullanarak gereksiz gürültüyü önleyebilirsiniz.,Aşınmış yan kapak menteşelerini veya kilitlerini değiştirerek,Zincirleri doğru yerleştirerek veya kullanarak,Boş aracın lastik basıncını çok artırarak,
2.5.01-203,en,tr,What can cause noise pollution?,"3 answers are correct. Loose or worn out tailgate hinges and unsecured load, but also loose tension chains.",Loose chains,Loose or worn sideboard hinges,Unsecured load,,Gürültü kirliliğine ne neden olabilir?,"Gevşek zincirler, gevşek veya aşınmış yan kapak menteşeleri ve güvenceye alınmamış yük gürültü kirliliğine neden olabilir.",Gevşek zincirler,Gevşek veya aşınmış yan kapak menteşeleri,Güvenceye alınmamış yük,
2.5.01-204,en,tr,"How can you avoid noise in built-up areas, in particular with empty vehicles?",In town you can avoid particularly poor road with your empty vehicle noise by inappropriate speed.,"By adapting your speed, particularly on a bad road surface",By driving at high speed in a low gear,By changing gear frequently with double-clutching,,"Yerleşim yerlerinde, özellikle boş araçlarla, gürültüyü nasıl önleyebilirsiniz?",Özellikle kötü yol yüzeylerinde hızınızı uygun şekilde ayarlayarak gürültüyü azaltabilirsiniz. Düşük viteste yüksek hızla sürmek veya sık çift debriyaj yapmak gürültüyü artırır.,Özellikle kötü yol yüzeyinde hızı uyarlayarak,Düşük viteste yüksek hızla sürerek,Çift debriyajla sık vites değiştirerek,
2.5.01-205,en,tr,Which motor vehicles are allowed to use a road with this sign?,"This road leads in an environmental zone. All buses with a corresponding emissions sticker and all trucks with a corresponding sticker are allowed to drive here. Not all cars have this plaque, so are ""all car"" wrong.",Any lorry with a corresponding emissions sticker,Any bus with a corresponding emissions sticker,Any car,,Bu işaretli yolu hangi motorlu araçlar kullanabilir?,Uygun emisyon plaketi olan kamyonlar ve otobüsler bu yola girebilir. Her otomobilin girebileceği anlamına gelmez.,Uygun emisyon plaketi olan her kamyon,Uygun emisyon plaketi olan her otobüs,Her otomobil,
2.5.01-206,en,tr,How can you avoid creating noise?,Noise you can prevent this by you as possible befüllst empty compressed air tanks from a stationary plant and if you exchange worn out lift closures.,"- filling empty compressed air tanks from a stationary facility, if possible",- replacing worn-out side latches,- allowing the engine to idle during longer waiting times,,Gürültü oluşumunu nasıl önleyebilirsiniz?,Mümkünse boş basınçlı hava depolarını sabit bir tesisten doldurmalı ve aşınmış yan kapak kilitlerini değiştirmelisiniz. Uzun beklemelerde motoru rölantide bırakmak gürültü yapar.,- mümkünse boş basınçlı hava depolarını sabit bir tesisten doldurarak,- aşınmış yan kilitleri değiştirerek,- uzun bekleme sürelerinde motoru rölantide bırakarak,
2.5.01-207,en,tr,"When planning your journeys, how can you make them environmentally-friendlier?","For the sake of the environment, motorists should refrain from all trips that are not absolutely necessary. Therefore, plan your trips well and make carpools as often as possible to avoid unnecessary trips. Another positive contribution to active environmental protection is the use of public transport.",- combining several destinations into one single trip,- forming car pools with other vehicle users,- planning to use public transport instead of my own vehicle,,Yolculuklarınızı planlarken onları nasıl daha çevre dostu hale getirebilirsiniz?,"Birden fazla hedefi tek yolculukta birleştirmek, araç paylaşımı yapmak ve kendi aracınız yerine toplu taşımayı planlamak çevreyi korur.",- birkaç hedefi tek bir yolculukta birleştirerek,- diğer araç kullanıcılarıyla araç paylaşımı oluşturarak,- kendi aracım yerine toplu taşıma kullanmayı planlayarak,
2.5.01-208,en,tr,How do you drive down a descending gradient safely?,"On a down grade, use the engine brake by shifting down to a lower gear. This relieves the service brakes. Under no circumstances change to idle! Because idling puts the engine brake out of action, thus the service brakes could overheat. In addition, the brake booster cannot work when the ignition is switched off. This considerably lengthens the braking distance.",- select a gear in which I am not required to brake a great deal,- drive in neutral,- switch the ignition off,,İnişli bir yolda nasıl güvenli inersiniz?,Fazla fren yapmanıza gerek kalmayacak bir vites seçmelisiniz. Boşa almak veya kontağı kapatmak tehlikelidir.,- fazla fren yapmamı gerektirmeyecek bir vites seçmek,- boşa almak,- kontağı kapatmak,
2.5.01-209,en,tr,What motor vehicles are permitted to enter an environment zone without a fine-particle badge?,All two- and three-wheeled motor vehicles and agricultural and forestry tractors may enter an environmental zone without the carbon emission sticker. They are exempt from the restrictions of the environmental zone. The installation of a catalytic converter does not exempt you as a car driver from the obligation to obtain an environmental badge.,All two and three-wheeled motor vehicles,All agricultural and forestry tractors,All motor vehicles with a catalytic converter,,Hangi motorlu araçlar partikül plaketi olmadan çevre bölgesine girebilir?,Tüm iki ve üç tekerlekli motorlu araçlar ile tarım ve ormancılık traktörleri plaket olmadan çevre bölgesine girebilir. Katalitik konvertör tek başına muafiyet sağlamaz.,Tüm iki ve üç tekerlekli motorlu araçlar,Tüm tarım ve ormancılık traktörleri,Katalitik konvertörü olan tüm motorlu araçlar,
2.5.01-210,en,tr,What manufacturer specifications will allow you to know if your motor vehicle is environmentally-friendly?,"The emission class provides information about the emission of pollutants. The emission classes defined by the standard and/or the law subdivide products that emit exhaust emissions or interference signals. In the automotive sector, moreover, the following applies: The lower the fuel consumption, the higher the efficiency class and thus the environmental friendliness of the vehicle.",- about the fuel consumption,- about the efficiency category,- about the emissions class,,Motorlu aracınızın çevre dostu olup olmadığını hangi üretici bilgileriyle anlayabilirsiniz?,"Yakıt tüketimi, verimlilik kategorisi ve emisyon sınıfı aracın çevre dostuluğu hakkında bilgi verir.",- yakıt tüketimi hakkında,- verimlilik kategorisi hakkında,- emisyon sınıfı hakkında,
2.5.01-211,en,tr,Why are short journeys performed with a cold engine especially damaging to the environment?,"Short trips with a cold engine usually consume more fuel than driving with a motor in operating temperature. That's why they are particularly harmful to the environment. In addition, the friction is greater in short-distance driving with a cold engine. This leads to a higher material wear.",- more fuel is consumed,- the level of material wear is higher,- the vehicle's battery will be over-charged,,Soğuk motorla yapılan kısa yolculuklar çevreye neden özellikle zararlıdır?,Soğuk motorla kısa yolculuklarda daha fazla yakıt tüketilir ve malzeme aşınması daha yüksek olur. Araç aküsü aşırı şarj olmaz.,- daha fazla yakıt tüketilir,- malzeme aşınması daha yüksektir,- aracın aküsü aşırı şarj olur,
