questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.4.40-131,en,tr,What does this traffic sign indicate?,"The traffic sign is a distance beacon. This traffic sign is always placed on both sides of the road. It belongs to the group of danger signs.
The traffic sign shown is a one-lane distance beacon. The single red stripe means that there is a level crossing 80 meters away.",A level crossing approximately 80 m ahead,A level crossing approximately 160 m ahead,A level crossing approximately 240 m ahead,,,,,,,
1.4.40-132,en,tr,What does this traffic sign combination indicate?,About 240 meters in front of you there is a railroad crossing. The level crossing ahead marker warns from this danger. Each line represents a distance of 80 m.,- at a distance of approximately 240 m,- at a distance of approximately 80 m,- at a distance of approximately 160 m,,,,,,,
1.4.40-133,en,tr,What does this traffic sign combination indicate?,Pay attention to sudden snow or ice in this area. Individual road sections can be unexpectedly slippery. Adjust your speed to the prevailing weather conditions.,Icy conditions,Snowy conditions,Avalanches,,,,,,,
1.4.40-134,en,tr,What must you anticipate with this road sign combination?,"This combination of traffic signs indicates cattle drive, as the animals are polluting the road when passing it. For wild animals crossing there's another traffic sign.",A dirt covered roadway,Farm livestock on the roadway,Wild animals crossing,,,,,,,
1.4.40-135,en,tr,What do you have to be aware of when you see this traffic sign combination?,The traffic signs warn you of a railroad crossing 240 meters away. From the three-lined level crossing ahead marker to the danger zone including the intersection overtaking other motor vehicles is prohibited. An overtaking maneuver in this area could endanger you and other road users.,A rail crossing at a distance of 240 m,No overtaking of vehicles permitted,A rail crossing at a distance of 120 m,,,,,,,
1.4.40-136,en,tr,What awaits you with this traffic sign combination?,The traffic sign warns you of a construction site in a distance of 100 meters. Pay close attention to the danger zone and be ready to brake in case of traffic congestion.,"A work site, commencing at a distance of approximately 100 m","A work site, ending at a distance of approximately 100 m",A work site that is approximately 100 m in length,,,,,,,
1.4.40-137,en,tr,You pass by this traffic sign combination at an outside temperature of +3 °C. What should you do?,"The combination of these traffic signs warns of sudden ice formation on this section. This often happens on bridges. Snow and ice extend the braking distance. Therefore, reduce the speed and increase the distance to the vehicle in front of you.",I reduce my speed,"I continue driving as before, because there is nothing to indicate slippery ice",I immediately reduce the distance between me and the vehicle in front,,,,,,,
1.4.40-138,en,tr,What should you avoid when you see this danger sign?,"The combination of these traffic signs warns of loose chippings or gravel on this section of the route. Stones and chippings can be whirled up. Therefore, avoid strong acceleration and heavy steering movements. Keep a safe distance from the vehicle in front of you.",Accelerating heavily,Sudden steering manoeuvres,Driving close to the vehicle in front,,,,,,,
1.4.40-139,en,tr,What does this traffic sign combination indicate?,"In this combination, the traffic signs warn you of a moving bridge. Watch out for passing ships, for which the bridge can be tilted up or moved.",A moveable bridge,A ferry,Drainage works,,,,,,,
1.4.40-140,en,tr,What must you be aware of when you see this traffic sign combination?,"The combination of these traffic signs informs the car driver that the road leads to a shore. In poor visibility conditions such as fog or darkness, the water surface can be confused with a roadway.",The road leads to the bank of a waterway,There is a risk of confusing the water surface and roadway in darkness or in poor visibility,An entrance exit point must be kept clear for amphibian vehicles,,,,,,,
1.4.40-141,en,tr,What must you be aware of when you see this traffic sign combination?,"The combination of these traffic signs warns of falling or fallen rocks, meaning stones may fall on the road or are already on the road. It is to be expected that vehicles driving ahead will brake suddenly to avoid falling rocks. In your own interest, you should not stop or park in these areas.",Avoid stopping and parking,Stones may be lying on the roadway,Vehicles in front may break suddenly,,,,,,,
1.4.40-142,en,tr,What does this traffic sign combination indicate?,This traffic sign indicates that you will shortly be crossing a railroad crossing. A train station or underpass does not have to be present.,A rail crossing,A rail underpass,A train station,,,,,,,
1.4.40-143,en,tr,What must you anticipate with this road sign?,This traffic sign warns of a sharp right turn. You should be aware that oncoming vehicles could cut the curve and reach into your lane. It is also to be expected that vehicles driving ahead will brake sharply.,You are nearing a hard right-hand bend,Oncoming traffic might cut the corner,Vehicles in front of me might slow down sharply,,,,,,,
1.4.40-144,en,tr,What must you anticipate with this road sign?,"This traffic sign warns that cyclists can cross the road and could get into your lane, for example when a bike path ends and leads to the road.",With cyclists who may cross the carriageway,With an underpass for cyclists,"With a ""cyclists prohibited"" zone",,,,,,,
1.4.40-145,en,tr,What must you anticipate with this road sign combination?,This traffic sign informs about flying over the road. Sudden aircraft noise can scare a driver. Road users may be distracted by the aircraft and get distracted.,Suddenly occurring noise from aeroplanes,Other road users becoming distracted,An entrance to or exit from an aerodrome,,,,,,,
1.4.40-146,en,tr,What does this traffic sign combination indicate?,"This combination of road signs indicates a pedestrian crossing. At a pedestrian crossing, pedestrians have priority. The car driver has to allow them to cross the road.",A pedestrian crossing,An underpass for pedestrians,An overpass for pedestrians,,,,,,,
1.4.40-147,en,tr,What does this traffic sign indicate?,This sign (triangular) indicates a danger zone in connection with horses.,Danger in connection with horses,That people on horseback have priority over motor vehicles,No through-traffic because of a bridle path,,,,,,,
1.4.40-148,en,tr,What does this traffic sign indicate?,This traffic sign indicates that it is slippery with snow and icy roads.,Icy conditions,Packed snow,Avalanches,,,,,,,
