questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.6.02-414,en,tr,What is the period of validity of the authorisation for occasional passenger services (national) with coaches or buses?,Coming soon...,Maximum 10 years,Maximum 5 years,Maximum 2 years,,Otobüslerle ulusal arızi yolcu taşımacılığı izninin geçerlilik süresi ne kadardır?,Ulusal arızi yolcu taşımacılığı izni en fazla 10 yıl geçerlidir.,En fazla 10 yıl,En fazla 5 yıl,En fazla 2 yıl,
2.6.02-416,en,tr,What proofs may be necessary for cross-border road haulage services?,"3 answers are correct. As evidence for cross-border freight ECMT license, the bilateral authorization and the Community license shall apply.",- ECMT permit,- bilateral authorisation,- Community licence,,Sınır ötesi karayolu yük taşımacılığında hangi belgeler gerekli olabilir?,"Sınır ötesi yük taşımacılığında CEMT izni, ikili izin veya Topluluk lisansı gerekli olabilir.",- CEMT izni,- ikili izin,- Topluluk lisansı,
2.6.03-001,en,tr,"What is the correct response if, when reversing a combination vehicle the view to the rear is impeded?","If you drive backwards with a vehicle combination and your view is restricted to the rear, you must make sure that you do not endanger other road users. You should therefore be advised into traffic. This also applies to factory premises.","If the line-of-sight is broken to the person directing, the vehicle must be stopped",A person directing is only required when driving into a priority road,A person directing is not needed when on a factory premises,,Araç kombinasyonuyla geri giderken arkaya görüş engelleniyorsa doğru davranış nedir?,Yönlendiren kişiyi artık göremiyorsanız araç durdurulmalıdır. Geri giderken görüş engelliyse yönlendiren kişi gerekli olabilir; fabrika sahasında olmak bunu ortadan kaldırmaz.,Yönlendiren kişiyle görsel temas kesilirse araç durdurulmalıdır,Yönlendiren kişi sadece öncelikli yola çıkarken gereklidir,Fabrika sahasında yönlendiren kişiye gerek yoktur,
2.6.03-002,en,tr,What is the period of validity of the authorisation for other occasional passenger services (national) with motor vehicles?,Coming soon...,Maximum 5 years,Maximum 10 years,Maximum 2 years,,Motorlu araçlarla yapılan diğer ulusal arızi yolcu taşımacılığı izninin geçerlilik süresi ne kadardır?,Diğer ulusal arızi yolcu taşımacılığı izni en fazla 5 yıl geçerlidir.,En fazla 5 yıl,En fazla 10 yıl,En fazla 2 yıl,
2.6.03-102,en,tr,"You are driving on a road with potholes and your trailer starts ""jumping"". What must you do?",You should not accelerate any further as this would cause the trailer to build up vibrations. Brake slightly instead. A reduced speed brings the trailer back under control.,Reduce speed in order to avoid skidding,Accelerate to keep the combination of vehicles straight,Proceed at the same speed and avoid potholes,,Çukurlu bir yolda gidiyorsunuz ve römorkunuz “zıplamaya” başlıyor. Ne yapmalısınız?,Römorkun kaymasını veya savrulmasını önlemek için hızınızı azaltmalısınız. Hızlanmak veya aynı hızda devam etmek tehlikelidir.,Kaymayı önlemek için hızı azaltmak,Araç kombinasyonunu düz tutmak için hızlanmak,Aynı hızla devam edip çukurlardan kaçınmak,
2.6.03-105,en,tr,What must you remember when you want to use a trailer with overrun brakes behind your car?,"Make sure that the breakaway cable is properly fastened. It has the effect that, in case of detachment, the trailer brake will automatically tighten and bring the trailer to a halt. The overrun brake has nothing to do with the maximum permissible speed.",The actual total mass of the trailer must not exceed the towed load permitted for the car,The breakaway cable is connected to the towing vehicle,"The permissible maximum speed for this combination of vehicles is 60 km/h, including on autobahns",,Arabanızın arkasında atalet frenli römork kullanmak istediğinizde neyi unutmamalısınız?,Römorkun gerçek toplam ağırlığı aracınız için izin verilen çekme yükünü aşmamalı ve kopma emniyet halatı çekici araca bağlanmalıdır. Bu kombinasyon için otoyolda genel azami hız 60 km/saat değildir.,"Römorkun gerçek toplam ağırlığı, otomobil için izin verilen çekme yükünü aşmamalıdır",Kopma emniyet halatı çekici araca bağlanmalıdır,Bu araç kombinasyonu için otoyollarda da izin verilen azami hız 60 km/saattir,
2.6.03-106,en,tr,What is designated as towed load?,"Only the actually dragged load is called trailer load, in other words the weight of the trailer. The manufacturer sets this value for carrying a trailer.",The actual load being towed,The permissible total mass of the trailer,The useful load of the trailer,,Çekilen yük olarak ne adlandırılır?,"Çekilen yük, gerçekten çekilen yüktür. Römorkun izin verilen toplam ağırlığı veya faydalı yükü ile aynı şey değildir.",Gerçekten çekilen yük,Römorkun izin verilen toplam ağırlığı,Römorkun faydalı yükü,
2.6.03-111,en,tr,You want to pull a trailer. When do additional rear-view mirrors have be to attached to your motor vehicle?,"As a car driver you are responsible for a sufficient view of the vehicle. If visibility is compromised by a trailer and the prescribed mirrors are no longer sufficient, you will need to install additional mirrors.",If it is not possible to observe all relevant road traffic situations without additional rear-view mirrors,If the load platform of the trailer exceeds a width of 1.5 m and a height of 1 m,If you are pulling a caravan or a trailer used in agriculture and forestry,,Römork çekmek istiyorsunuz. Motorlu aracınıza ne zaman ek dikiz aynaları takılmalıdır?,Ek aynalar olmadan ilgili tüm trafik durumlarını göremiyorsanız ek dikiz aynaları takılmalıdır.,Ek dikiz aynaları olmadan ilgili tüm trafik durumları görülemiyorsa,"Römorkun yük platformu 1,5 m genişlik ve 1 m yüksekliği aşıyorsa",Karavan veya tarım/ormancılık römorku çekiyorsam,
2.6.03-112,en,tr,You want to tow a brake-equipped trailer. Where can you find details or guidelines on the permissible towable mass of your car?,The information on how much weight a towing vehicle can tow can be found in the registration certificate (part 1) and in the vehicle owner's manual.,In the registration certificate Part I of my car,In the registration certificate Part I of my trailer,In the insurance certificate,,Frenli römork çekmek istiyorsunuz. Aracınızın izin verilen çekilebilir kütlesine ilişkin bilgileri nerede bulursunuz?,"Aracınızın izin verilen çekme yükü, aracınızın tescil belgesi Bölüm I’inde yer alır.",Arabamın tescil belgesi Bölüm I’inde,Römorkumun tescil belgesi Bölüm I’inde,Sigorta belgesinde,
2.6.03-113,en,tr,You want to couple a trailer to your car. Where will you find details about the maximum permissible vertical loading of your car?,Information about the permissible trailer load can be found in part 1 in the certificate of registration of the car towing vehicle and in its operating instructions.,- operating manual,- registration certificate Part I,- registration certificate Part II,,Arabanıza römork bağlamak istiyorsunuz. Arabanızın azami izin verilen dikey yüküne ilişkin bilgileri nerede bulursunuz?,Azami dikey yük bilgisi kullanım kılavuzunda ve tescil belgesi Bölüm I’de bulunabilir. Tescil belgesi Bölüm II bu amaçla kullanılmaz.,- kullanım kılavuzu,- tescil belgesi Bölüm I,- tescil belgesi Bölüm II,
