questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.2.37-011-M,en,tr,Where must you wait?,"A traffic light in operation has priority over traffic signs, which regulate the right of way. Also, if there is a stop line, stop there and wait until you are allowed to continue.",At the stop line,At the point where you can see along the intersecting road (sight line),Level with the traffic lights,,Nerede beklemelisiniz?,Çalışan bir trafik ışığı öncelik işaretlerinden üstündür. Dur çizgisi varsa orada durup beklemelisiniz.,Dur çizgisinde,Kesişen yolu görebileceğiniz noktada (görüş çizgisi),Trafik ışığının hizasında,
1.2.37-012-M,en,tr,What is correct in this situation?,"If a traffic light turns red, car drivers who want to drive straight ahead or to the left must stop and wait. If there is an additional traffic light with a glowing green arrow pointing to the right, it is allowed to continue driving and to turn right. A traffic light without additional traffic lights or arrows, however, is valid for all directions.",Traffic turning right may proceed,Traffic continuing ahead may proceed,Traffic turning left may proceed,,Bu durumda hangisi doğrudur?,Kırmızı ışıkta düz giden ve sola dönen trafik beklemek zorundadır. Yanan yeşil sağ ok varsa sadece sağa dönen trafik devam edebilir.,Sağa dönen trafik devam edebilir,Düz devam eden trafik devam edebilir,Sola dönen trafik devam edebilir,
1.2.37-013,en,tr,What should you do?,"The traffic light switches from green to yellow directly in front of you. Your speed is 45 km/h. So, you're too fast in order to slow down and stop in front of the traffic light. There is also a truck behind you, which could hit you while doing an abrupt braking maneuver. Drive on briskly.",Continue driving,Slow down,,,Ne yapmalısınız?,Işık tam önünüzde yeşilden sarıya dönüyor. Hızınız ve arkanızdaki kamyon nedeniyle güvenli durmak zor olduğundan devam etmelisiniz.,Devam etmek,Yavaşlamak,,
1.2.37-015,en,tr,What is correct in this situation?,"Basically, when turning left, you as a car driver have to grant the oncoming traffic right of way. Since in this situation, the green arrow lights on the opposite street corner, you can assume that the traffic light for the oncoming traffic is red. So, you can turn.",I may turn unimpeded,I must allow the oncoming traffic to pass through,I have to wait in the centre of the junction,,Bu durumda hangisi doğrudur?,Sola dönerken normalde karşı trafiğe yol vermelisiniz. Ancak bu durumda karşı yöndeki yeşil ok onların kırmızıda beklediğini gösterir; dönebilirsiniz.,Engellenmeden dönebilirim,Karşıdan gelen trafiğin geçmesine izin vermeliyim,Kavşağın ortasında beklemeliyim,
1.2.37-016,en,tr,You want to turn right at these traffic lights with a green arrow sign. What is the right course of action?,"Thanks to the green arrow sign, you can turn at this traffic light even when it's red. To do this, merge right and come to a brief stop in front of the traffic light. Afterwards, make sure that you do not obstruct or endanger other road users. Also note that cross traffic still has priority.",I stop before the junction,I have to ensure that other road users are not impeded,I may turn right into any lane,,Yeşil ok levhalı bu trafik ışığında sağa dönmek istiyorsunuz. Doğru davranış nedir?,Yeşil ok levhası sayesinde kırmızıda da sağa dönebilirsiniz. Bunun için önce durmalı ve diğer yol kullanıcılarını engellemediğinizden emin olmalısınız. İstediğiniz herhangi bir şeride dönemezsiniz.,Kavşaktan önce dururum,Diğer yol kullanıcılarının engellenmediğinden emin olmalıyım,Herhangi bir şeride sağa dönebilirim,
1.2.37-017,en,tr,What should you do?,"In front of you you see a traffic light changing from green to yellow. You drive at 40 km/h. Since you are still far enough from the traffic lights, you have to slow down.",Slow down,Continue driving,,,Ne yapmalısınız?,Önünüzdeki trafik ışığı yeşilden sarıya dönüyor. Hâlâ yeterince uzakta olduğunuz için yavaşlayıp durmalısınız.,Yavaşlamak,Devam etmek,,
1.2.37-018,en,tr,What is the right course of action now?,"If the yellow traffic light flashes, the traffic light system is out of operation. Then the general right of way applies. You are not on a priority road; therefore, possible cross traffic has the right of way.",I allow any cross traffic the right of way,I wait at the stop line for the next set of green lights,"I drive through the junction quickly, because ""yellow"" is displayed",,Şimdi doğru davranış nedir?,"Sarı yanıp sönen ışıkta sistem devre dışıdır ve genel öncelik kuralları geçerlidir. Siz öncelikli yolda değilsiniz, bu yüzden çapraz trafiğe yol vermelisiniz.",Olası çapraz trafiğe öncelik veririm,Bir sonraki yeşil ışık için dur çizgisinde beklerim,“Sarı” göründüğü için kavşağı hızlıca geçerim,
1.2.37-019,en,tr,Under what circumstances may you cross a junction during a red light?,You are allowed to run over a red traffic light at an intersection under the following circumstances: If you want to carefully give way to an emergency vehicle with a blue flashing light and an emergency horn or if a police officer is regulating the traffic at the intersection.,To carefully afford space to an emergency vehicle with a blue flashing light and siren sounding,If there is a police officer on the junction directing traffic,Under no circumstances,,Hangi durumlarda kırmızı ışıkta bir kavşağı geçebilirsiniz?,"Kırmızı ışık, yalnızca mavi ışıklı ve sirenli acil araca dikkatlice yol vermek için veya kavşakta trafiği düzenleyen bir polis memuru varsa aşılabilir.",Mavi ışıklı ve sirenli bir acil araca dikkatlice yer açmak için,Kavşakta trafiği yöneten bir polis memuru varsa,Hiçbir koşulda,
1.2.37-020-M,en,tr,You now want to turn right at these traffic lights with a green arrow sign. What is the right course of action?,"If there is a green arrow sign at a traffic light, you are allowed to cross a red light if you have stopped at the stop line first. You may turn if there is no risk of obstructing or endangering other road users.",I initially halt at the stop line,I ensure that other road users are not impeded,"Without stopping, I take the turn at walking speed",,Şimdi yeşil ok levhalı bu trafik ışığında sağa dönmek istiyorsunuz. Doğru davranış nedir?,Yeşil ok levhası varsa önce dur çizgisinde durmalısınız. Ancak diğer yol kullanıcılarını engelleme veya tehlikeye atma ihtimali yoksa dönebilirsiniz.,Önce dur çizgisinde dururum,Diğer yol kullanıcılarının engellenmediğinden emin olurum,Durmadan yürüme hızında dönerim,
1.2.37-021,en,tr,What is the rule at this traffic-light-controlled junction with additional signage?,"On traffic lights with this additional sign, only cyclists, even at red, can turn to the right.","- cyclists are permitted to turn right, even when the light is showing red","- motor vehicles are permitted to turn right, even when the light is showing red",- cyclists must turn right,,Ek levhalı bu ışıklı kavşakta kural nedir?,Bu ek levha ile yalnızca bisikletliler kırmızı ışıkta sağa dönebilir. Motorlu araçlar için geçerli değildir ve bisikletliler de sağa dönmek zorunda değildir.,- bisikletlilerin ışık kırmızı olsa bile sağa dönmesine izin verilir,- motorlu araçların ışık kırmızı olsa bile sağa dönmesine izin verilir,- bisikletliler sağa dönmek zorundadır,
