questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.04-111,en,tr,What should you do in this kind of visibility?,"In poor visibility conditions, you must first reduce your speed. If you are blinded by an oncoming vehicle, you should look to the right-hand side of the road so that you do not leave the road. You must not switch on your high beams here.",I reduce my speed,I keep towards the right-hand edge of the carriageway,I switch on my main beam lights,,,,,,,
1.1.05-001,en,tr,Where does driving fast often lead to accidents?,"Excessive speed is one of the main causes of accidents. The faster you drive, the longer your braking distance and the less time you have to react to other road users. At too high a speed, you can be carried out of the bend by centrifugal force. On slippery and wet roads, you lose traction and control of the car at high speed.",At crossroads and junctions,At pedestrian crossings,On bends,,,,,,,
1.1.05-002,en,tr,Where is fast driving particularly dangerous?,"In blind bends, fast driving is particularly dangerous because suddenly appearing obstacles are seen too late. High speed can also be dangerous at road narrowings, as there is not always enough braking distance available. Also, do not underestimate the risk of skidding due to uneven road surfaces at level crossings.",At blind corners,At road narrowings,At level crossings,,,,,,,
1.1.05-003,en,tr,How do you take tight bends?,"You should reduce your speed before entering a tight bend and only accelerate again when entering the straight, if visibility permits. Be aware that abrupt braking in a bend can cause your vehicle to skid.",Reduce speed before reaching the bend,Only accelerate again when the road straightens out,Reduce speed only when you reach the centre of the bend,,,,,,,
1.1.05-103,en,tr,What must you be aware of?,You may only pass a bus at a bus stop with its hazard lights on at walking speed and with increased attention. Passengers may step out into the road in front of the bus or rush to catch it. They often do not pay attention to the traffic.,Pedestrians could cross the road,I may drive past the bus at walking speed,I may not drive past the bus,,,,,,,
1.1.05-105,en,tr,What do you have to be aware of in this situation?,"If a bus stops at a bus stop, you must always approach carefully. You have to stop behind the bus and you are only allowed to go past it at walking pace when you are sure you're not endangering anyone. The set hazard warning lights show: The stop is dangerous. This way, school buses warn from children who are getting off. They could suddenly come out in front of the bus and cross the lane or run to the bus to catch it.",I look out for people who could walk onto the road,I may only pass the bus at walking speed,I may not drive past the bus,,,,,,,
1.1.05-107-M,en,tr,What must you be aware of here?,"They are crossing a residential area. The road is wide and tempts them to drive fast. But be careful: playing children can suddenly jump onto the road. If you drive too fast, you will not be able to react and brake in time. You may also overlook crossroads or junctions. In residential areas, ""right before left"" often applies: you must give way to vehicles coming from the right.",Of vehicles speeding,That junctions will not be noticed,That children may run onto the road,,,,,,,
1.1.06-002,en,tr,Is it irresponsible to overtake a truck and trailer a short distance before a crossroads?,Under no circumstances should you start an overtaking manoeuvre just before a crossing. There is an increased risk of accidents. This applies especially to overtaking trucks. You may not be able to see cross-traffic or traffic signs.,"Yes, because the truck and trailer can obscure the view of important traffic signs","Yes, because the truck and trailer can obscure the view of the crossing traffic","No, because trucks and trailers mostly drive at low speed",,,,,,,
1.1.06-005-M,en,tr,Why are you not allowed to overtake now?,You are not allowed to overtake because the cyclist could turn and the oncoming traffic is not detected in time.,Because [the cyclist] could turn off to the left,Because I am not able to see possible oncoming traffic in good enough time,Because of the very poor condition of the left-side road surface,,,,,,,
1.1.06-103,en,tr,What mistakes make overtaking dangerous even on clear and straight roads?,"Overtaking maneuvers are dangerous even on straight and open roads. This is especially true if oncoming traffic approaches you. The speed of oncoming vehicles is difficult to assess. Often the duration of the overtaking maneuver is underestimated. If you take too long, dangerous situations for you and for others can arise. Before you start overtaking another vehicle, make sure that the opposite lane is clear and you can finish the overtaking maneuver quickly. Otherwise you wait.",The distance of an oncoming vehicle is overestimated,You underestimate your overtaking distance,You overestimate your overtaking distance,,,,,,,
1.1.06-104,en,tr,When are you in danger when overtaking?,"If you notice that the vehicle behind you wants to overtake you, do not increase your own speed under any circumstances. This prolongs the overtaking manoeuvre and can lead to dangerous situations. Before you start to overtake, make sure that the vehicle behind you is not about to overtake you. Otherwise they will have to brake heavily.",- suddenly accelerates,- swerves out to overtake,- reduces his speed considerably,,,,,,,
1.1.06-105,en,tr,In which cases must you abandon overtaking?,"Sudden oncoming traffic requires that an overtaking manoeuvre be stopped immediately. The same applies if the vehicle to be overtaken accelerates. This means that you can no longer estimate the overtaking distance and endanger oncoming traffic if you continue. If the vehicle being overtaken reduces its speed, there is no danger.",When the road user being overtaken suddenly accelerates,When there is danger from unexpected oncoming traffic,When the road user being overtaken considerably reduces his speed,,,,,,,
1.1.06-106,en,tr,When is overtaking forbidden?,"If you encounter an unclear traffic situation, overtaking is prohibited. This applies in particular:
- On bends
- On unclear stretches of road
- Immediately before and at junctions where the right of way is unclear
- When the traffic situation is unclear
- If you cannot judge exactly what the vehicle in front is doing.
- If it would take you too long to overtake because your vehicle is not fast enough.
Before overtaking, make sure that you do not endanger other road users and oncoming traffic.",If you are unable to drive considerably faster than the road user being overtaken,If you do not have a clear view of the road ahead,If the traffic situation is not clear,,,,,,,
1.1.06-111,en,tr,"Why can it be dangerous to overtake even on clearly visible, straight roads?","On a straight stretch of road, you may be able to see oncoming traffic from a distance, but often underestimate their speed. If an overtaking manoeuvre takes too long, dangerous situations can arise. If there is oncoming traffic, it is better to wait until the road is clear before overtaking.",- oncoming traffic is travelling faster than first thought,- the overtaking distance is longer than first thought,- oncoming traffic is travelling slower than first thought,,,,,,,
1.1.06-113,en,tr,What should you do in this situation?,"You must not overtake the cyclist: you must not cross the continuous centre line under any circumstances, not even partially. Likewise, you must not use a horn here.",I remain behind the cyclist,I overtake the cyclist,"I sound my horn, so that the cyclist makes way",,,,,,,
1.1.06-114,en,tr,What should you do?,"You just want to start overtaking the cyclist, when the blue car suddenly drives out of its parking space. Apparently, he has not noticed the cyclist yet. It might happen that the cyclist now moves to the left, without looking back. Immediately stop the overtaking maneuver to avoid endangering the cyclist.",I abort the overtaking manoeuvre,I perform the overtaking manoeuvre quickly,I perform the overtaking manoeuvre cautiously,,,,,,,
1.1.06-121-M,en,tr,What must you anticipate in this situation?,Your lane is blocked by a stopped vehicle. You must swerve into the oncoming lane to get around it. Pay particular attention to oncoming traffic. The cyclist in front of you will also go around the obstacle and may not indicate this by hand signals.,The cyclist will drive past to the left of the parked car,Oncoming traffic,The cyclist will dismount to allow me to pass,,,,,,,
1.1.06-122,en,tr,"What should you anticipate, if you want to overtake?","On snow-covered roads, the braking and stopping distance is longer and there is also an increased risk of slipping. Cyclists in particular have difficulty riding safely. Their risk of falling is significantly increased. Keep a greater distance from the cyclist, also because his stopping distance is very long.",With the unsafe riding manner of the cyclist,With an extended stopping distance,With the risk of skidding,,,,,,,
1.1.06-123,en,tr,You want to overtake. What should you prepare yourself for?,"A cyclist might shake as one-handed driving and the heavy load on the rack make his bike unstable. If the front cyclist turns around, it will likely make him swing to the left and take up more space than usual. You should only drive past the cyclists with a safe distance of at least two meters.",The cyclist will come to a sudden stop right in front of me,The cyclist farther in front will swerve to the left,Oncoming traffic will appear suddenly,,,,,,,
1.1.06-124,en,tr,You want to overtake cyclists on a narrow road. The width of the road means that the maximum possible space between them and the car is 50 cm. What should you do?,"To avoid danger, as a vehicle driver you must always keep a sufficient safety distance of at least 1.50 metres when overtaking cyclists. If it is not possible to pass the cyclist at such a distance, you must not overtake him under any circumstances.",I refrain from overtaking,I give a short warning signal before overtaking,I overtake at a moderate speed,,,,,,,
1.1.06-125,en,tr,You want to overtake cyclists. What should be noted when selecting the distance between the cyclists and the car?,"If you want to overtake a cyclist, you must consider the following with regard to the lateral distance: The side distance must be at least 1.5 m, more if the cyclist's behaviour is conspicuous. The reasons for this are possible oscillating movements of the cyclist, but also the possible suction effect of your vehicle at higher speed. Honking as well as overtaking at a lower lateral distance are considered gross negligence.",How the cyclists are acting,The speed of my vehicle,1.0 m between the cyclist and the car is always sufficient,,,,,,,
