questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.04-002,en,tr,You are driving in urban traffic on a dry roadway in a stream of traffic travelling at a speed of 50 km/h. What is the minimum safe distance you must keep from the vehicle in front?,"In urban areas, as well as in city traffic, shorter distances are justified according to jurisdiction than out of town. The general ""two-second distance"" may be reduced to one second with attentive driving and favorable road conditions. At 50 km/h, this is about 15 meters. That's about three car lengths.",15 m or approximately 3 car lengths,10 m or approximately 2 car lengths,5 m or approximately 1 car length,,,,,,,
2.2.04-003,en,tr,What is the minimum distance that should normally be maintained from the vehicle in front outside built-up areas?,"Outside built-up areas, the distance to the vehicle in front must be at least half the mileage in meters, that means at 100 km/h the distance should be about 50 meters. Even the so-called 'two-second distance' was legally recognized.",1/2 the speedometer reading in metres,1/5 the speedometer reading in metres,,,,,,,,
2.2.04-005,en,tr,"When driving outside of a built-up area, what minimum safety distance should you maintain between you and the vehicle ahead?","Outside of closed towns, the StVO prescribes a safety distance of 2 seconds. This then corresponds again to the ""half speedometer"" rule of thumb.
Attention: These rules only apply to dry roads. In the case of rain, snow and black ice, the safety distance should be at least twice as large.",One half of the speedometer reading in metres,One third of the speedometer reading in metres,One fifth of the speedometer reading in metres,,,,,,,
2.2.04-101,en,tr,You are driving your car and caravan trailer (length of combination of vehicles exceeding 7 m) outside built-up areas on a road with only one marked lane in each direction. What must you remember?,"Trains which are longer than 7 meters must keep a distance from the vehicle in front outside of built-up areas which has to be at least half the speed in meters. For cars with trailers, a maximum speed of 80 km/h applies outside the city. That would correspond to a distance of 40 m. This way, overtaking vehicles can go back into lane.","As a rule, the distance from a car in front must be great enough to allow an overtaking car to pull in",The distance from the car in front must not be greater than the length of your combination of vehicles in order to make best use of traffic space,You may not drive faster than 60 km/h,,,,,,,
2.2.04-103,en,tr,You are driving on the motorway in a truck with a gross vehicle weight rating above 3.5 t. Your speed is more than 50 km/h. Why do you have to maintain a minimum distance of 50 m to the vehicle ahead?,"If the road users strongly brakes in front of you, you have more time to react and can
thereby reducing the risk of a collision. The minimum distance is not used to be to do with the goal.",- am reducing the risk of a rear-end collision,- then have more time to respond,- will reach my destination quicker,,,,,,,
2.2.04-104,en,tr,Your are driving a coach at a speed in excess of 50 km/h on the motorway. Why do you have to maintain a minimum distance of 50 m to the vehicle ahead?,Coming soon...,- am reducing the risk of a rear-end collision,- then have more time to respond,- will reach my destination quicker,,,,,,,
2.2.04-105-M,en,tr,You are driving a car with a caravan in tow. What is true regarding your distance to the vehicle ahead?,"As a rule, the distance to the vehicle in front must be large enough for the overtaking vehicle to be able to overtake. After the overtaking, the distance to the vehicle in front should be adjusted again, as the distance should not be bigger than your vehicle length.",- is appropriate because the overtaking vehicle can pull back into lane in front of me,- to the overtaking vehicle must be re-established once it has pulled back into lane,- is too large because it exceeds the length of my combination vehicle many times over,,,,,,,
2.2.04-106,en,tr,You are driving a heavily loaded car. Why should you maintain a greater safety distance to the vehicle ahead?,"The additional weight changes the driving characteristics of the car. The brakes are under more load. This can reduce the braking power, which increases the braking distance.",- the braking distance may be extended,- the handling of the car may vary,- my reaction time may become longer,,,,,,,
2.2.04-204,en,tr,You are driving a bus outside built-up areas on a road with only one lane for each direction. Which distance must you keep as a rule from a vehicle travelling in front?,Coming soon...,The distance must be sufficient to allow an overtaking vehicle to pull in,The distance must not be greater than 10 m in order to make best use of the traffic space,,,,,,,,
2.2.04-207-M,en,tr,What is true here regarding the distance between you and the vehicle ahead?,"The distance is appropriate because the overtaking car can insert in front of you. As soon as the overtaking car is freezing in front of you, you have to make a sufficient distance from it.",- truck is reasonable because the [yellow] car could pull back into the lane in front of me,- [yellow] car must be restored once it has pulled back into lane,"- truck to too large, because it exceeds the length of my bus multiple times over",,,,,,,
2.2.04-302,en,tr,"You are driving a vehicle with a gross vehicle weight rating of 7 t at 60 km/h outside of a built-up area. When do you have to maintain such a great distance, that an overtaking vehicle can pull back into lane?","If only one lane is available in your direction, you should keep a distance so great that an overtaking vehicle may cut.",If there is only one lane in my direction of travel,If overtaking is prohibited,If there is more than one lane in my direction of travel,,,,,,,
2.2.04-303,en,tr,You are driving a truck (12 t gross vehicle weight rating) at 80 km/h on a motorway. What must you ensure?,"With your truck (12 t permissible total weight) should be at a speed on the highway at 80 km / h, the minimum distance is 50 m. Please make sure also that the rate does not increase your vehicle.",- the distance between me and the vehicle ahead is at least 50 m,- the speed of my vehicle does not increase,- the distance between me and the vehicle ahead equal half the speedometer reading in metres,,,,,,,
