questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.23-020,en,tr,Where are you allowed to store luggage on motorcycles?,"You can store luggage in the tank-top bag, panniers (equally distributed on the right and left), luggage rack, handlebars.",In panniers or on the luggage rack,In the tank-top bag,Evenly distributed on the right and left of the handlebars,,,,,,,
2.2.23-021,en,tr,How must you protect yourself from serious head injuries?,An officially approved protective helmet is required to protect your head against injuries,- an officially approved protective helmet,- a steel helmet,- a tested protective work helmet,,,,,,,
2.2.23-026,en,tr,What applies to the installation and use of rear-view mirrors on motorcycles?,"In order to be able to use your rearview mirror, you must ensure that they are well fixed, adjusted, and work (are not cracked, blind)",They must be fixed and adjusted properly,They must neither be cracked nor blind,A mirror on the right replaces the look over your shoulder,,,,,,,
2.2.23-027,en,tr,What is required when the motor liability insurance of your vehicle has expired?,"It is required to have an insurance for your vehicle, without one you are not allowed to drive it",- may no longer be used in road traffic,- must be submitted to the technical test centre,,,,,,,,
2.2.23-031,en,tr,What can prevent you from hearing warning signals?,"Other sounds, such as a loud radio or a loud exhaust, can prevent car drivers from perceiving important warning signals. Also, the use of headphones usually limits the ability to hear. This often means that warning signals are ignored by drivers. Make sure that you can always hear warning signals.",Having the radio on too loud,Using headphones,The exhaust being too loud,,,,,,,
2.2.23-033,en,tr,You have sold your vehicle which is still registered. The buyer has paid. What must you do?,"If you have sold your licensed vehicle and received the payment, proceed as follows: 1. You hand over all vehicle documents to the new vehicle owner in exchange for a confirmation of receipt. 2. You report the name and address of the vehicle buyer to the admission office. This way, you protect yourself from unjustified claims that could be caused by traffic violations on the part of the new owner. 3. The inspection plate remains on the vehicle.",Inform the registration centre immediately of the buyer's name and address,Hand over the vehicle registration certificate (Fahrzeugschein) and vehicle registration book (Fahrzeugbrief) or permit for use (Betriebserlaubnis) to the buyer against receipt,Remove the test stamp from the official registration plate,,,,,,,
2.2.23-034,en,tr,What is important with regard to the official registration plates?,"For license numbers, it is important that they are placed in the required place. In addition, they must be easy to read and illuminated in the dark.",They must be securely attached at the appropriate places,They must always be easily legible,The rear registration plates must be lit up in darkness,,,,,,,
2.2.23-035,en,tr,What is required when your vehicle is no longer covered by motor liability insurance?,"Without a valid liability insurance, a car is not ready to drive and therefore may not participate in public transport. The liability insurance serves to regulate damage that you may be able to inflict on other vehicles. Irrespective of the financial circumstances of the injuring party, compensation for the injured party is thus guaranteed. If there is no liability insurance, the holder must deregister the car at the admission office. Failure to comply with this rule will result in a penalty.",- may no longer be used in road traffic,- must be de-registered at the registration centre,- must be submitted to the registration centre,,,,,,,
2.2.23-036,en,tr,What are you allowed to change on the official registration plate?,"A license number is an official document, which may not be altered in any way. Therefore, do not attach any foils or stickers to your license plate.",Nothing,Attach a protective foil for the lettering,Attach coloured stickers,,,,,,,
2.2.23-038,en,tr,"As a cyclist, what must you check before commencing your journey?","Before starting your trip, make sure that your lights and tires are in good condition and work properly.",Condition of tyres,Lighting,First-aid material,,,,,,,
2.2.23-039,en,tr,"What do we mean by the term ""blind spot""?","In blind spots you can not see other road users. Areas around the vehicle that can not be seen even with the vehicle mirrors, count as such. The other two answers are wrong.",Areas around the vehicle not visible even with the vehicle's mirrors,Areas in inner cities not accessible to vehicles due to the restrictions on visibility,Areas of the roadway which cannot be driven over due to the wide turning circle of my vehicle,,,,,,,
2.2.23-040,en,tr,"While you are driving a car you get a call on your mobile phone. What must you be aware of here, if you do not have a hands-free set?","You must keep the cellphone ringing. Taking or holding the phone is generally prohibited for motorists and can lead to high fines. If necessary, stop at the nearest convenient location. First turn off the engine. Only now you are allowed to take your phone into your hands.",The journey must be interrupted in order to use the telephone,The engine must be switched off in order to use the telephone,A mobile phone may not be used for more than 15 seconds while driving,,,,,,,
2.2.23-042,en,tr,What can be the consequence of your passenger (pillion passenger) on the motorbike not wearing conspicuous clothing?,"If your passenger does not wear highly visible clothes (conspicuous clothes), it will make you less visible for people driving behind you",- more difficult to recognise for the following traffic,- more difficult to recognise for the traffic ahead,- more difficult to recognise for oncoming traffic,,,,,,,
2.2.23-043,en,tr,Why can motorcycles be overseen despite having their dipped headlights switched on?,Motorcycles are easy to miss because they are small and even more so if they are fast and wear clothes that are hard to see,Because they are narrower than cars,"Because if highly accelerated, motorcycles can approach extremely quickly",Because the persons onboard sometimes drive wearing inconspicuous clothing,,,,,,,
2.2.23-044,en,tr,What may be expected if you do not wear conspicuous protective motorcycle clothing when riding a motorbike?,"If you do not wear highly visible clothes (conspicuous clothes), you will be less visible to other drivers, people on the road and will thus have a higher risk of accidents",I am more difficult to see,I have an increased risk of having an accident,I may anticipate no negative effects,,,,,,,
2.2.23-045,en,tr,Why is it extremely advisable to wear protective motorcycle clothing during the journey?,Protective motorcycle clothes will protect you against injuries in case of an accident. It does not reduce aquaplaning nor protect the motorcycle.,Injuries may be reduced in the event of a fall,Aquaplaning can be prevented during rainy conditions,"In the event of accidents, the motorbike will be protected from damage",,,,,,,
2.2.23-046,en,tr,"What statements apply to the term ""blind spot""?","In the blind spot you can not see by means of mirrors. Especially for bikers, this is particularly dangerous. The navigability of the Tropic has nothing to do with it and is wrong.",- is particularly dangerous for cyclists,- is not visible even with mirrors,- cannot be driven over due to the turning circle,,,,,,,
