questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.23-020,en,ru,Where are you allowed to store luggage on motorcycles?,"You can store luggage in the tank-top bag, panniers (equally distributed on the right and left), luggage rack, handlebars.",In panniers or on the luggage rack,In the tank-top bag,Evenly distributed on the right and left of the handlebars,,Где разрешается размещать багаж на мотоцикле?,"Багаж можно размещать в сумке на баке, в боковых кофрах (равномерно справа и слева), на багажнике и на руле, если это предусмотрено и не мешает управлению.",В боковых кофрах или на багажнике,В сумке на баке,Равномерно справа и слева на руле,
2.2.23-021,en,ru,How must you protect yourself from serious head injuries?,An officially approved protective helmet is required to protect your head against injuries,- an officially approved protective helmet,- a steel helmet,- a tested protective work helmet,,Как Вы должны защитить себя от серьёзных травм головы?,Для защиты головы от травм необходимо использовать официально разрешённый защитный шлем.,официально разрешённый защитный шлем,стальной шлем,проверенный защитный рабочий шлем,
2.2.23-026,en,ru,What applies to the installation and use of rear-view mirrors on motorcycles?,"In order to be able to use your rearview mirror, you must ensure that they are well fixed, adjusted, and work (are not cracked, blind)",They must be fixed and adjusted properly,They must neither be cracked nor blind,A mirror on the right replaces the look over your shoulder,,Что относится к установке и использованию зеркал заднего вида на мотоциклах?,"Чтобы пользоваться зеркалами заднего вида, нужно убедиться, что они надёжно закреплены, правильно отрегулированы и исправны: не треснуты и не помутнели.",Они должны быть правильно закреплены и отрегулированы,Они не должны быть треснутыми или помутневшими,Зеркало справа заменяет взгляд через плечо,
2.2.23-027,en,ru,What is required when the motor liability insurance of your vehicle has expired?,"It is required to have an insurance for your vehicle, without one you are not allowed to drive it",- may no longer be used in road traffic,- must be submitted to the technical test centre,,,"Что требуется, если срок действия страхования гражданской ответственности Вашего транспортного средства истёк?",Для транспортного средства обязательно наличие страхования. Без него Вам нельзя участвовать в дорожном движении.,больше не может использоваться в дорожном движении,должно быть представлено в пункт технического осмотра,,
2.2.23-031,en,ru,What can prevent you from hearing warning signals?,"Other sounds, such as a loud radio or a loud exhaust, can prevent car drivers from perceiving important warning signals. Also, the use of headphones usually limits the ability to hear. This often means that warning signals are ignored by drivers. Make sure that you can always hear warning signals.",Having the radio on too loud,Using headphones,The exhaust being too loud,,Что может помешать Вам услышать предупредительные сигналы?,"Посторонние звуки, например слишком громкое радио или громкий выхлоп, могут помешать водителю услышать важные предупредительные сигналы. Использование наушников также обычно ограничивает слух. Из-за этого водители часто не воспринимают предупреждения. Следите за тем, чтобы Вы всегда могли слышать предупредительные сигналы.",Слишком громко включённое радио,Использование наушников,Слишком громкий выхлоп,
2.2.23-033,en,ru,You have sold your vehicle which is still registered. The buyer has paid. What must you do?,"If you have sold your licensed vehicle and received the payment, proceed as follows: 1. You hand over all vehicle documents to the new vehicle owner in exchange for a confirmation of receipt. 2. You report the name and address of the vehicle buyer to the admission office. This way, you protect yourself from unjustified claims that could be caused by traffic violations on the part of the new owner. 3. The inspection plate remains on the vehicle.",Inform the registration centre immediately of the buyer's name and address,Hand over the vehicle registration certificate (Fahrzeugschein) and vehicle registration book (Fahrzeugbrief) or permit for use (Betriebserlaubnis) to the buyer against receipt,Remove the test stamp from the official registration plate,,"Вы продали своё транспортное средство, которое всё ещё зарегистрировано. Покупатель заплатил. Что Вы должны сделать?","Если Вы продали зарегистрированное транспортное средство и получили оплату, действуйте так: передайте новому владельцу все документы на автомобиль под расписку; сообщите в регистрационный орган имя и адрес покупателя, чтобы защитить себя от необоснованных претензий из-за возможных нарушений нового владельца; контрольная наклейка остаётся на номерном знаке.",Немедленно сообщить в регистрационный орган имя и адрес покупателя,Передать покупателю под расписку свидетельство о регистрации ТС и паспорт ТС либо разрешение на эксплуатацию,Удалить контрольную наклейку с официального номерного знака,
2.2.23-034,en,ru,What is important with regard to the official registration plates?,"For license numbers, it is important that they are placed in the required place. In addition, they must be easy to read and illuminated in the dark.",They must be securely attached at the appropriate places,They must always be easily legible,The rear registration plates must be lit up in darkness,,Что важно в отношении официальных номерных знаков?,"Важно, чтобы номерные знаки были установлены в предусмотренном месте. Кроме того, они должны хорошо читаться и освещаться в темноте.",Они должны быть надёжно закреплены в предусмотренных местах,Они всегда должны быть легко читаемыми,Задние номерные знаки должны освещаться в темноте,
2.2.23-035,en,ru,What is required when your vehicle is no longer covered by motor liability insurance?,"Without a valid liability insurance, a car is not ready to drive and therefore may not participate in public transport. The liability insurance serves to regulate damage that you may be able to inflict on other vehicles. Irrespective of the financial circumstances of the injuring party, compensation for the injured party is thus guaranteed. If there is no liability insurance, the holder must deregister the car at the admission office. Failure to comply with this rule will result in a penalty.",- may no longer be used in road traffic,- must be de-registered at the registration centre,- must be submitted to the registration centre,,"Что требуется, если Ваше транспортное средство больше не покрыто страхованием гражданской ответственности?","Без действующего страхования гражданской ответственности транспортное средство не готово к эксплуатации и не может участвовать в дорожном движении. Эта страховка служит для возмещения ущерба, который Вы можете причинить другим транспортным средствам. Если страхования нет, владелец обязан снять автомобиль с регистрации в регистрационном органе. Несоблюдение этого правила влечёт наказание.",больше не может использоваться в дорожном движении,должно быть снято с регистрации в регистрационном органе,должно быть представлено в регистрационный орган,
2.2.23-036,en,ru,What are you allowed to change on the official registration plate?,"A license number is an official document, which may not be altered in any way. Therefore, do not attach any foils or stickers to your license plate.",Nothing,Attach a protective foil for the lettering,Attach coloured stickers,,Что разрешается изменять на официальном номерном знаке?,"Номерной знак является официальным документом, который нельзя изменять каким-либо образом. Поэтому не прикрепляйте к нему плёнки или наклейки.",Ничего,Наклеить защитную плёнку на надпись,Приклеить цветные наклейки,
2.2.23-038,en,ru,"As a cyclist, what must you check before commencing your journey?","Before starting your trip, make sure that your lights and tires are in good condition and work properly.",Condition of tyres,Lighting,First-aid material,,Что Вы как велосипедист должны проверить перед началом поездки?,"Перед началом поездки убедитесь, что освещение и шины находятся в хорошем состоянии и работают исправно.",Состояние шин,Освещение,Аптечку первой помощи,
2.2.23-039,en,ru,"What do we mean by the term ""blind spot""?","In blind spots you can not see other road users. Areas around the vehicle that can not be seen even with the vehicle mirrors, count as such. The other two answers are wrong.",Areas around the vehicle not visible even with the vehicle's mirrors,Areas in inner cities not accessible to vehicles due to the restrictions on visibility,Areas of the roadway which cannot be driven over due to the wide turning circle of my vehicle,,Что означает термин «слепая зона»?,"В слепых зонах Вы не можете видеть других участников движения. К ним относятся зоны вокруг транспортного средства, которые не видны даже с помощью зеркал. Два других ответа неверны.","Зоны вокруг транспортного средства, которые не видны даже через его зеркала","Зоны в городах, недоступные для транспортных средств из-за ограниченной видимости","Участки проезжей части, по которым нельзя проехать из-за большого радиуса поворота моего транспортного средства",
2.2.23-040,en,ru,"While you are driving a car you get a call on your mobile phone. What must you be aware of here, if you do not have a hands-free set?","You must keep the cellphone ringing. Taking or holding the phone is generally prohibited for motorists and can lead to high fines. If necessary, stop at the nearest convenient location. First turn off the engine. Only now you are allowed to take your phone into your hands.",The journey must be interrupted in order to use the telephone,The engine must be switched off in order to use the telephone,A mobile phone may not be used for more than 15 seconds while driving,,"Во время управления автомобилем Вам звонят на мобильный телефон. Что Вы должны учитывать, если у Вас нет устройства громкой связи?","Вы должны оставить телефон звонить. Брать или держать телефон водителям, как правило, запрещено, за это возможны высокие штрафы. При необходимости остановитесь в ближайшем подходящем месте. Сначала выключите двигатель. Только после этого Вам разрешено взять телефон в руки.",Для использования телефона необходимо прервать поездку,Для использования телефона двигатель должен быть выключен,Во время движения мобильным телефоном можно пользоваться не более 15 секунд,
2.2.23-042,en,ru,What can be the consequence of your passenger (pillion passenger) on the motorbike not wearing conspicuous clothing?,"If your passenger does not wear highly visible clothes (conspicuous clothes), it will make you less visible for people driving behind you",- more difficult to recognise for the following traffic,- more difficult to recognise for the traffic ahead,- more difficult to recognise for oncoming traffic,,"К чему может привести то, что пассажир на мотоцикле не носит заметную одежду?","Если пассажир не носит хорошо заметную одежду, Вас будет хуже видно участникам движения, движущимся позади.","его будет труднее заметить для транспорта, движущегося позади","его будет труднее заметить для транспорта, движущегося впереди",его будет труднее заметить для встречного транспорта,
2.2.23-043,en,ru,Why can motorcycles be overseen despite having their dipped headlights switched on?,Motorcycles are easy to miss because they are small and even more so if they are fast and wear clothes that are hard to see,Because they are narrower than cars,"Because if highly accelerated, motorcycles can approach extremely quickly",Because the persons onboard sometimes drive wearing inconspicuous clothing,,"Почему мотоциклы могут быть не замечены, несмотря на включённый ближний свет?","Мотоциклы легко не заметить, потому что они уже автомобилей; особенно если они быстро приближаются, а водитель или пассажир одеты в малозаметную одежду.","Потому что они уже, чем автомобили",Потому что при сильном ускорении мотоциклы могут приближаться чрезвычайно быстро,Потому что люди на них иногда едут в малозаметной одежде,
2.2.23-044,en,ru,What may be expected if you do not wear conspicuous protective motorcycle clothing when riding a motorbike?,"If you do not wear highly visible clothes (conspicuous clothes), you will be less visible to other drivers, people on the road and will thus have a higher risk of accidents",I am more difficult to see,I have an increased risk of having an accident,I may anticipate no negative effects,,"Чего можно ожидать, если при езде на мотоцикле Вы не носите заметную защитную мотоодежду?","Если Вы не носите хорошо заметную одежду, другие водители и участники движения будут хуже Вас видеть, что повышает риск аварии.",Меня труднее заметить,У меня повышается риск попасть в аварию,Мне не следует ожидать никаких отрицательных последствий,
2.2.23-045,en,ru,Why is it extremely advisable to wear protective motorcycle clothing during the journey?,Protective motorcycle clothes will protect you against injuries in case of an accident. It does not reduce aquaplaning nor protect the motorcycle.,Injuries may be reduced in the event of a fall,Aquaplaning can be prevented during rainy conditions,"In the event of accidents, the motorbike will be protected from damage",,Почему во время поездки настоятельно рекомендуется носить защитную мотоциклетную одежду?,Защитная мотоодежда защищает Вас от травм при аварии. Она не уменьшает аквапланирование и не защищает сам мотоцикл.,При падении травмы могут быть уменьшены,При дожде можно предотвратить аквапланирование,При аварии мотоцикл будет защищён от повреждений,
2.2.23-046,en,ru,"What statements apply to the term ""blind spot""?","In the blind spot you can not see by means of mirrors. Especially for bikers, this is particularly dangerous. The navigability of the Tropic has nothing to do with it and is wrong.",- is particularly dangerous for cyclists,- is not visible even with mirrors,- cannot be driven over due to the turning circle,,Какие утверждения относятся к термину «слепая зона»?,В слепой зоне Вы ничего не видите с помощью зеркал. Это особенно опасно для велосипедистов. Проходимость поворота к этому не относится и является неправильным ответом.,особенно опасна для велосипедистов,не видна даже с помощью зеркал,по ней нельзя проехать из-за радиуса поворота,
2.2.23-047,en,ru,What lighting is permissible so that you can be seen as early as possible in road traffic during day-light?,During the day in order to be visible you are permitted to use dipped headlights and daytime running lights,Dipped headlights,Daytime running lights,Parking light,,"Какое освещение разрешено использовать днём, чтобы Вас как можно раньше заметили в дорожном движении?",Днём для лучшей заметности разрешено использовать ближний свет и дневные ходовые огни.,Ближний свет,Дневные ходовые огни,Стояночные огни,
2.2.23-048,en,ru,You want to exit a parking space and drive onto the road. What must you watch out for in particular?,You should also check on the vehicle especially to children playing. To the possible swiveling out of your vehicle and on the flow of traffic. All three are correct.,For children playing around the vehicle,For moving traffic,For my vehicle swinging out sharply,,Вы хотите выехать с парковочного места на дорогу. На что нужно особенно обратить внимание?,"Вы должны обратить внимание на детей, играющих возле транспортного средства, на возможный вынос Вашего автомобиля при манёвре и на движущийся поток транспорта. Все три ответа правильные.","На детей, играющих вокруг транспортного средства",На движущийся транспорт,На резкий вынос моего транспортного средства,
2.2.23-049,en,ru,Why is it risky to ride without protective motorcycle clothing?,Wearing protective motorcycle clothing will decrease the risk of injury in case of accident and will also protect you against the weather. In case of an accident insurance cover will be reduce if you do not wear protective clothing,- an increased risk of injury,- less protection from weather conditions,- less insurance cover available should a damage event occur,,Почему рискованно ездить без защитной мотоциклетной одежды?,"Защитная мотоодежда снижает риск травм при аварии и защищает от погодных условий. В случае аварии страховое покрытие может быть уменьшено, если Вы не носили защитную одежду.",повышенный риск травм,меньшая защита от погодных условий,в случае ущерба может быть меньше страховое покрытие,
2.2.23-050,en,ru,Why should you wear protective motorcycle clothing with a high-visibility colouring?,Wearing highly visible colours will make you easier to see and will thus reduce the risk of accidents,Because it means others can see me better,Because it reduces the risk of an accident,Because it means I can still drive home if my lights fail,,"Почему следует носить защитную мотоциклетную одежду яркого, хорошо заметного цвета?",Хорошо заметные цвета делают Вас более заметным и тем самым снижают риск аварии.,Потому что так другие лучше видят меня,Потому что это снижает риск аварии,Потому что так я смогу доехать домой даже при отказе освещения,
2.2.23-051,en,ru,As a motorcyclist what should you do to make yourself more visible to others during the daytime?,"In order to be more visible and reduce the risk of accidents during the daytime, you should wear highly visible protective clothes and use either the dipped headlights or daytime running lights",By wearing high-visibility protective motorcycle clothing,By driving with dipped headlight or daytime running lights switched on,By driving with the main beam light on,,"Что Вы как мотоциклист можете сделать днём, чтобы Вас лучше видели другие?","Чтобы днём быть более заметным и снизить риск аварии, следует носить хорошо заметную защитную мотоодежду и использовать ближний свет или дневные ходовые огни.",Носить хорошо заметную защитную мотоциклетную одежду,Ехать с включённым ближним светом или дневными ходовыми огнями,Ехать с включённым дальним светом,
2.2.23-052,en,ru,You want to make a right turn within a built-up area. What risks could arise here?,"3 answers are correct. There is both a danger straight run cyclist to miss, as well as pedestrians and compromising by too wide arc oncoming traffic.",- fail to see cyclists travelling straight ahead,- fail to see pedestrians,- endangering oncoming traffic by following an excessively wide turning circle,,Вы хотите повернуть направо в населённом пункте. Какие риски могут возникнуть?,"Все три ответа правильные. Есть опасность не заметить велосипедистов, едущих прямо, не заметить пешеходов, а также создать опасность встречному транспорту из-за слишком широкой дуги поворота.","не заметить велосипедистов, едущих прямо",не заметить пешеходов,создать опасность встречному транспорту из-за слишком широкой дуги поворота,
