questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.2.19-008,en,ru,"At the entrance to an industrial estate, there is a St. Andrew's Cross with the supplementary sign ""Industrial estate, rail vehicles have precedence"". What must you remember?","Even if there are no barriers and no diagonal crosses at the level crossings in the entire industrial area, motor vehicle drivers must give priority to all rail vehicles. Always expect a train to come, observe the railway lines accurately and approach the tracks only with moderate speed.",Approach level crossings at moderate speed only,Rail vehicles have precedence at all level crossings,Motor vehicles have precedence at level crossings without St. Andrew's Cross,,"У въезда в промышленную зону установлен Андреевский крест с дополнительной табличкой «Промышленная зона, рельсовые транспортные средства имеют преимущество». Что Вы должны помнить?","Даже если на железнодорожных переездах во всей промышленной зоне нет шлагбаумов и Андреевских крестов, водители механических транспортных средств должны уступать всем рельсовым транспортным средствам. Всегда ожидайте появления поезда, внимательно наблюдайте за путями и подъезжайте к ним только с умеренной скоростью.",Подъезжать к железнодорожным переездам только с умеренной скоростью,Рельсовые транспортные средства имеют преимущество на всех железнодорожных переездах,Механические транспортные средства имеют преимущество на переездах без Андреевского креста,
1.2.19-009,en,ru,These level crossing barriers have not moved for some time now. What is the right course of action?,"Apparently there is a fault with the railway barrier. It is therefore not safe to use the railway crossing. Do not cross the railway crossing under any circumstances; if a train is approaching, there is an acute danger to your life and there is also a risk that you will not be able to get through under the barriers and get stuck.
Inform the police about the fault at the railway crossing so that the problem can be fixed.",I do not cross the level crossing,I report the fault to the police,I cross the level crossing taking extra care,,Эти шлагбаумы железнодорожного переезда уже некоторое время не двигаются. Как правильно поступить?,"Очевидно, имеется неисправность железнодорожного шлагбаума. Поэтому пользоваться железнодорожным переездом небезопасно. Ни при каких обстоятельствах не пересекайте переезд; если приближается поезд, существует непосредственная опасность для жизни, а также риск, что Вы не сможете проехать под шлагбаумами и застрянете. Сообщите в полицию о неисправности на железнодорожном переезде, чтобы проблему можно было устранить.",Я не пересекаю железнодорожный переезд,Я сообщаю о неисправности в полицию,Я пересекаю железнодорожный переезд с особой осторожностью,
1.2.19-101,en,ru,You are driving along a forest track and approach a level crossing without St. Andrew's Cross. What do you do?,"Even without the diagonal cross, a car driver must always give priority to a rail vehicle on field and forest paths. Approach the railroad crossing at moderate speed and listen for a train approaching. Observe the track and stop, if necessary, to let the rail vehicle pass.",Proceed at moderate speed and check to see if a rail vehicle is approaching,Listen out in case a rail vehicle signals its approach by whistling or ringing a bell,Proceed without taking any special precautions since rail vehicles are required to wait here,,Вы едете по лесной дороге и приближаетесь к железнодорожному переезду без Андреевского креста. Что Вы делаете?,"Даже без Андреевского креста водитель на полевых и лесных дорогах всегда должен уступать рельсовому транспорту. Подъезжайте к переезду с умеренной скоростью, прислушивайтесь к приближающемуся поезду, наблюдайте за путями и при необходимости остановитесь, чтобы пропустить рельсовое транспортное средство.","Продолжить движение с умеренной скоростью и проверить, не приближается ли рельсовое транспортное средство","Прислушаться, не подаёт ли рельсовое транспортное средство сигнал свистком или звонком","Продолжить движение без особых мер предосторожности, так как здесь рельсовый транспорт обязан ждать",
1.2.19-102,en,ru,What do you do at a level crossing when the barriers are closed?,"At a level crossing with closed gates, all car drivers have to wait in front of the diagonal cross. If there is no traffic sign, a safe distance to the rails must be observed. Be careful not to block intersections or T-junctions when waiting. In the dark, lighting must be switched on, parking light is sufficient.",Wait before the St. Andrew's Cross without obstructing junctions,"If possible, switch on the side lights when it is dark",Use the road area and wait directly in front of the barrier,,"Что Вы делаете на железнодорожном переезде, если шлагбаумы закрыты?","На железнодорожном переезде с закрытыми шлагбаумами все водители должны ждать перед Андреевским крестом. Если дорожного знака нет, необходимо соблюдать безопасное расстояние до рельсов. Следите, чтобы во время ожидания не блокировать перекрёстки или примыкания. В темноте должно быть включено освещение; достаточно габаритных огней.","Ждать перед Андреевским крестом, не блокируя перекрёстки",По возможности включить габаритные огни в темноте,Использовать проезжую часть и ждать непосредственно перед шлагбаумом,
1.2.19-104,en,ru,When are you allowed to cross a level crossing with flashing lights but no barriers after a train has passed?,"You may only cross the level crossing after the red flashing light turns off, as another train could follow. Do not be fooled by oncoming traffic to drive on if the car driver waiting on the opposite site already starts driving too early after the train has passed through.",When the flashing red light goes out,"Immediately after the train has passed, even if the flashing red light is still on","As soon as the oncoming traffic sets off, even if the flashing red light is still on",,"Когда после проезда поезда разрешается пересечь железнодорожный переезд с мигающими огнями, но без шлагбаумов?","Пересекать железнодорожный переезд можно только после того, как красный мигающий сигнал погаснет, так как за первым поездом может следовать другой. Не ориентируйтесь на встречный транспорт, если водитель на противоположной стороне слишком рано начинает движение после проезда поезда.",Когда красный мигающий сигнал погаснет,"Сразу после проезда поезда, даже если красный мигающий сигнал ещё горит","Как только встречный транспорт начнёт движение, даже если красный мигающий сигнал ещё горит",
1.2.19-105,en,ru,You are approaching a level crossing with barriers. Where must you wait if you would have to stop on the rails in case of traffic congestion?,"If you are unable to pass the railroad crossing quickly due to slow traffic, then stop in front of the diagonal cross. Waiting directly in front of the rails or at the level of the barriers is prohibited, because at these positions you may be hit by the dynamic pressure of the train, by the train itself or trapped by the barriers.",In front of the St. Andrew's Cross,Just before the rails,Level with the barrier,,"Вы приближаетесь к железнодорожному переезду со шлагбаумами. Где Вы должны ждать, если из-за пробки Вам пришлось бы остановиться на рельсах?","Если из-за медленного движения Вы не можете быстро пересечь железнодорожный переезд, остановитесь перед Андреевским крестом. Ожидание непосредственно перед рельсами или на уровне шлагбаума запрещено, потому что в этих местах Вас может задеть воздушная волна поезда, сам поезд или Вас могут заблокировать шлагбаумы.",Перед Андреевским крестом,Непосредственно перед рельсами,На уровне шлагбаума,
1.2.19-106-B,en,ru,What do you do here?,"All car drivers and other road users must wait at a safe distance if railway staff guards a low-traffic level crossing with a white-red-white flag. Under no circumstances should you cross the tracks here, as the transition is blocked by the swinging of the flag and trains have priority.",Approach at moderate speed and wait,Proceed as the roadway is only blocked for oncoming traffic,,,Что Вы делаете здесь?,"Все водители и другие участники движения должны ждать на безопасном расстоянии, если работник железной дороги охраняет малозагруженный переезд бело-красно-белым флажком. Ни при каких обстоятельствах нельзя пересекать пути, так как переезд закрыт сигналом флажка, а поезда имеют приоритет.",Подъехать с умеренной скоростью и ждать,"Продолжить движение, так как проезжая часть закрыта только для встречного транспорта",,
1.2.19-107,en,ru,The barrier of a level crossing inside a built-up area is closed. Where must you wait?,Trucks and vehicles with trailers (vehicles over 7.5 t permissible total mass) are only required to wait outside of built-up areas behind the level crossing (80 m) ahead marker. Inside a built-up area they have to wait in front of the diagonal crosses.,In front of the St. Andrew's Cross,Before the last beacon,Before the first beacon,,Шлагбаум железнодорожного переезда в населённом пункте закрыт. Где Вы должны ждать?,"Грузовые автомобили и транспортные средства с прицепом с разрешённой полной массой более 7,5 т обязаны ждать у указателя 80 м до переезда только вне населённых пунктов. В населённом пункте они должны ждать перед Андреевскими крестами.",Перед Андреевским крестом,Перед последним предупредительным указателем,Перед первым предупредительным указателем,
1.2.19-109,en,ru,What does this traffic sign mean?,"The diagonal crosses indicate that rail transport has priority here. As a car driver you need to wait when a rail vehicle is approaching. A lightning bolt in the diagonal cross is an indication of an electrical overhead line, which is important for special transports with a big height.",Indication of existing overhead electrical wires,Rail traffic always has priority,You must always wait when a rail vehicle is approaching,,Что означает этот дорожный знак?,"Андреевские кресты указывают, что рельсовый транспорт имеет здесь преимущество. Водителю нужно ждать, когда приближается рельсовое транспортное средство. Молния в Андреевском кресте указывает на наличие электрической контактной линии, что важно для специальных перевозок большой высоты.",Указание на наличие электрических контактных проводов,Рельсовый транспорт всегда имеет преимущество,"Вы всегда должны ждать, когда приближается рельсовое транспортное средство",
1.2.19-110,en,ru,"A light signal with no level crossing sign is positioned before a level crossing, and in front of a junction with a road to the right. The red light is illuminated. Where must you wait?","In the event of a red light, the car driver must stop in any case. In order not to block the traffic from the road going to the right, the red light is located several meters from the actual railroad crossing. Wait at the stop line or at the light sign if no line is available.",At the stop line,"In front of the light signal, if there is no stop line",I can drive up to the level crossing after watching out for other traffic,,Перед железнодорожным переездом и перед примыканием дороги справа установлен светофор без знака железнодорожного переезда. Горит красный сигнал. Где Вы должны ждать?,"При красном сигнале водитель в любом случае должен остановиться. Чтобы не блокировать движение с дороги справа, красный сигнал установлен в нескольких метрах от самого железнодорожного переезда. Остановитесь у стоп-линии или у светофора, если стоп-линии нет.",У стоп-линии,"Перед светофором, если стоп-линии нет","Я могу подъехать к железнодорожному переезду, наблюдая за другим транспортом",
