questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.21-008,en,ru,To what should you pay attention if you want to take a passenger on the motorbike?,"When increasing the load on your motorcycle, make sure to increase the tire pressure, adjust the chassis/suspension. Your passenger should also wear a helmet and protective gear",The passenger should also be wearing protective motorcycling clothing,The chassis should be adjusted accordingly,The tyre inflation pressure should be adjusted,,"На что следует обратить внимание, если Вы хотите взять пассажира на мотоцикл?",При увеличении нагрузки на мотоцикл необходимо повысить давление в шинах и соответственно отрегулировать ходовую часть/подвеску. Пассажир также должен быть в шлеме и защитной мотоэкипировке.,Пассажир также должен быть в защитной мотоциклетной одежде,Ходовую часть следует соответственно отрегулировать,Давление в шинах следует отрегулировать,
2.2.21-009,en,ru,What must you be aware of if you want to take a pillion rider with you?,"The passenger(s) must be physically and mentally able to ride, and the motorbike must be adequately equipped.",The motorbike must be licensed to carry 2 people,The pillion rider must be capable of riding with you,"A child pillion rider over 7 years of age, must be able to use the existing footrests and hand grips",,"Что Вы должны учитывать, если хотите взять с собой пассажира на заднем сиденье мотоцикла?","Пассажир должен быть физически и психически способен ехать с Вами, а мотоцикл должен быть соответствующим образом оборудован.",Мотоцикл должен быть допущен к перевозке 2 человек,Пассажир должен быть способен ехать с Вами,Ребёнок-пассажир старше 7 лет должен иметь возможность пользоваться имеющимися подножками и ручками,
2.2.21-010,en,ru,How does riding with a pillion rider affect the handling of a motorbike?,The pillion rider's own movement destabilises the motorbike. Riding with a passenger should be practised.,It is more difficult to keep the motorbike stable,Its behaviour changes when braking,There is a reduction in its sensitivity to side winds,,Как поездка с пассажиром влияет на управляемость мотоцикла?,Собственные движения пассажира дестабилизируют мотоцикл. Езду с пассажиром следует заранее потренировать.,Становится труднее удерживать мотоцикл устойчивым,Поведение при торможении изменяется,Чувствительность к боковому ветру уменьшается,
2.2.21-011,en,ru,You want to transport a pillion passenger and luggage on your motorbike. What must you be aware of?,"You must not exceed the permissible total weight for the motorbike. This is made up of the unladen weight and the maximum permitted load. To prevent luggage from flying around, it must be securely fastened. The lighting equipment must be visible at all times and must not be obscured by the loaded luggage.",The maximum authorised mass may not be exceeded,Pieces of luggage must be securely fastened,Lighting systems may not be obscured,,Вы хотите перевозить пассажира и багаж на мотоцикле. Что необходимо учитывать?,"Нельзя превышать разрешённую максимальную массу мотоцикла. Она складывается из собственной массы и максимально допустимой нагрузки. Багаж должен быть надёжно закреплён, чтобы он не мог сместиться или упасть. Световые приборы всегда должны оставаться видимыми и не должны закрываться багажом.",Разрешённая максимальная масса не должна быть превышена,Предметы багажа должны быть надёжно закреплены,Световые приборы не должны быть закрыты,
2.2.21-012,en,ru,You want to transport a pillion passenger. What must you ensure before commencing your journey?,"In principle, when a pillion passenger is carried, the passenger seat, footrests and a holding device must be available on the motorbike. Both rider and pillion passenger must wear a suitable safety helmet while riding. To ensure a safe ride, you must instruct the pillion passenger on the correct behaviour before the ride.",- that my pillion passenger is wearing a suitable helmet,- I have instructed my pillion passenger on how to behave while we are driving on the road,- the bike's technical adjustment settings for carrying a pillion passenger are used,,Вы хотите перевозить пассажира на заднем сиденье. В чём Вы должны убедиться перед началом поездки?,"В принципе, при перевозке пассажира на мотоцикле должны быть предусмотрены пассажирское сиденье, подножки и устройство для удержания. Водитель и пассажир должны ехать в подходящих защитных шлемах. Для безопасной поездки пассажиру перед началом движения нужно объяснить правильное поведение.",- что мой пассажир носит подходящий шлем,- что я проинструктировал пассажира о поведении во время движения по дороге,- что используются технические настройки мотоцикла для перевозки пассажира,
2.2.21-013,en,ru,What should you anticipate if you want to take a pillion passenger with you?,"Be aware that the additional weight of the passenger will make your motorbike more slow and shift the centre of gravity backwards. You will therefore no longer be able to corner quite as dynamically as without a passenger.
You should also be aware that the additional weight can make your overtaking distance noticeably longer.",The vehicle's handling will be different when cornering,The overtaking distance may be longer,The braking distance will be reduced,,"Чего следует ожидать, если Вы хотите взять с собой пассажира?","Дополнительный вес пассажира делает мотоцикл менее динамичным и смещает центр тяжести назад. Поэтому прохождение поворотов будет уже не таким динамичным, как без пассажира. Также следует учитывать, что дополнительный вес может заметно увеличить дистанцию обгона.",Управляемость транспортного средства в поворотах изменится,Дистанция обгона может стать больше,Тормозной путь сократится,
2.2.21-014,en,ru,What conditions must you fulfil to be allowed to carry a five-year-old child on your moped?,"It is required by law that you must be at least 16 years old if you want to take a child under 7 years old with you on the moped. 
Since the child is under 7 years old, you must be able to attach a special child seat to the moped. The child's height and body control are not yet sufficient to hold on to the moped safely and independently. You also need to make sure that the child's feet cannot get caught in the wheels. There are special protective devices for this, such as: B. Footrests.",- be at least 16 years old,- fit the moped with a special child seat,- make sure that the child’s feet cannot get caught in the wheels,,"Какие условия необходимо выполнить, чтобы перевозить пятилетнего ребёнка на мопеде?","По закону, если Вы хотите взять на мопед ребёнка младше 7 лет, Вам должно быть не менее 16 лет. Поскольку ребёнку ещё нет 7 лет, на мопеде должно быть установлено специальное детское сиденье. Рост и способность ребёнка удерживаться ещё недостаточны для безопасной самостоятельной посадки. Кроме того, необходимо исключить попадание ног ребёнка в колёса; для этого существуют специальные защитные устройства, например подножки.",- быть не моложе 16 лет,- оборудовать мопед специальным детским сиденьем,"- убедиться, что ноги ребёнка не могут попасть в колёса",
2.2.21-102,en,ru,You are driving a truck with a trailer and wish to give someone a lift as a favour. Where are you allowed to carry such a passenger?,"For safety reasons, you may only carry people inside the cab of a truck. Taking somebody with you on the load platform is not permitted. Only certain persons may exceptionally ride on the loading platform, if, for example, they are responsible for escorting the load.",In the driver's cab,On the floor of the truck,On the floor of the trailer,,Вы управляете грузовым автомобилем с прицепом и хотите из любезности подвезти человека. Где разрешено перевозить такого пассажира?,"По соображениям безопасности людей в грузовом автомобиле разрешается перевозить только в кабине. Перевозка человека на грузовой платформе запрещена. Исключение возможно только для определённых лиц, например если они сопровождают груз.",В кабине водителя,На полу грузового автомобиля,На полу прицепа,
2.2.21-103,en,ru,What must you ensure before setting off on a journey in your car?,The car driver is responsible for the safety of the passengers and the cargo. He/she must take all necessary measures to prevent or minimize damage. The loading must be carried out in accordance with regulations and must be carefully secured.,That the passengers can put on the existing safety belts,That you have an adequate view to the rear,"That no objects (e.g. first-aid kit, road atlas, camera) are lying loose on the rear parcel shelf",,В чём Вы должны убедиться перед началом поездки на легковом автомобиле?,"Водитель автомобиля отвечает за безопасность пассажиров и груза. Он должен принять все необходимые меры, чтобы предотвратить или уменьшить возможный ущерб. Загрузка должна выполняться по правилам и быть тщательно закреплена.",Что пассажиры могут пристегнуться имеющимися ремнями безопасности,Что у Вас есть достаточный обзор назад,"Что на задней полке не лежат незакреплённые предметы, например аптечка, дорожный атлас, камера",
2.2.21-104,en,ru,How are you allowed to transport a small child in your car?,Toddlers must be specially secured. This is only possible with an age-appropriate restraining device. This is to be mounted on the back seat. Infants are at risk to be suffocated by the airbag in the event of an impact. A baby seat is not secure enough.,In an approved child restraint with test mark,On the lap of an adult,In a baby carrycot on one of the back seats,,Как разрешается перевозить маленького ребёнка в автомобиле?,Маленькие дети должны быть специально закреплены. Это возможно только с помощью подходящего по возрасту удерживающего устройства. Его следует устанавливать на заднем сиденье. При срабатывании подушки безопасности младенцам грозит опасность удушья. Переносная люлька недостаточно безопасна.,В разрешённом детском удерживающем устройстве с контрольным знаком,На коленях у взрослого,В детской люльке на одном из задних сидений,
