questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.7.02-028,en,ru,The noise of the exhaust has suddenly become louder than usual. What do you do?,It is likely that the exhaust system is broken or rusted. A rusted exhaust system can endanger other road users if parts fall off. The exhaust must be checked and repaired. The air filter cannot be the cause of the loud exhaust sound.,Check the exhaust system,Nothing because nobody is endangered,Renew the engine air filter,,Шум выхлопной системы внезапно стал громче обычного. Что Вы должны сделать?,"Вероятно, выхлопная система повреждена или проржавела. Проржавевшая выхлопная система может представлять опасность для других участников дорожного движения, если от неё отвалятся части. Выхлопную систему необходимо проверить и отремонтировать. Воздушный фильтр двигателя не может быть причиной громкого шума выхлопа.",Проверить выхлопную систему,"Ничего, потому что никто не подвергается опасности",Заменить воздушный фильтр двигателя,
2.7.02-029,en,ru,"If the horn does not work, what can be the reason?","If the horn of your vehicle does not work, it may be due to a faulty fuse or a faulty switch. A malfunction on the starter has no effect on the function of the horn.",Blown fuse,The horn's operating device is defective,Defective starter,,"Если звуковой сигнал не работает, в чём может быть причина?","Если звуковой сигнал Вашего автомобиля не работает, причиной может быть неисправный предохранитель или неисправное устройство включения сигнала. Неисправность стартера не влияет на работу звукового сигнала.",Перегоревший предохранитель,Неисправно устройство включения звукового сигнала,Неисправный стартер,
2.7.02-030,en,ru,"When braking, you note that your vehicle pulls to the right. What should you do?","A defective brake system poses a significant risk, which can lead to accidents. The car driver must have the problem remedied in a specialist workshop.",I go to a car workshop,"I do not need to fix the problem, as long as I can compensate by counter-steering",I oil the brake pads,,"При торможении Вы замечаете, что Ваш автомобиль тянет вправо. Что Вы должны сделать?",Неисправная тормозная система представляет серьёзную опасность и может привести к аварии. Водитель должен устранить неисправность в специализированной мастерской.,Я еду в автосервис,"Мне не нужно устранять проблему, пока я могу компенсировать её подруливанием",Я смазываю тормозные колодки,
2.7.02-031,en,ru,What can cause an excessively large brake cylinder stroke?,One cause of an excessive brake cylinder stroke is a worn out bearing of the transmission devices and a failure of the automatic slack adjuster. Too high a reservoir pressure does not affect too much brake cylinder stroke.,A defective automatic slack adjuster,Worn mountings on the transmission system,Excessively high reservoir pressure,,Что может вызвать чрезмерно большой ход тормозного цилиндра?,Причиной чрезмерного хода тормозного цилиндра может быть изношенное крепление передаточного механизма и неисправность автоматического регулятора зазора. Слишком высокое давление в ресивере не вызывает чрезмерный ход тормозного цилиндра.,Неисправный автоматический регулятор зазора,Изношенные крепления в передаточной системе,Чрезмерно высокое давление в ресивере,
2.7.02-033,en,ru,The brake light of your vehicle is not working. What could be the cause of this?,"A functioning brake light is significant for the participation in traffic. If the car driver notices a fault on the vehicle, a direct replacement of the corresponding parts must take place. As a cause defective bulbs and broken fuses come into question.",The relevant fuse is defective,The bulb is defective,The fill level of the brake fluid is too low,,Стоп-сигнал Вашего автомобиля не работает. В чём может быть причина?,"Работающий стоп-сигнал важен для участия в дорожном движении. Если водитель замечает неисправность автомобиля, соответствующие детали необходимо немедленно заменить. Возможными причинами являются неисправные лампы и перегоревшие предохранители.",Соответствующий предохранитель неисправен,Лампа неисправна,Уровень тормозной жидкости слишком низкий,
2.7.02-034,en,ru,What must you do if the oil pressure warning light fails to switch off after starting the engine?,"To avoid damage to the engine, stop the engine immediately and check the engine oil level.",I shut down the engine immediately,I check the engine oil level,I continue driving until the next oil change,,"Что Вы должны сделать, если контрольная лампа давления масла не гаснет после запуска двигателя?","Чтобы избежать повреждения двигателя, немедленно выключите двигатель и проверьте уровень моторного масла.",Я немедленно выключаю двигатель,Я проверяю уровень моторного масла,Я продолжаю движение до следующей замены масла,
2.7.02-035,en,ru,When it is necessary to check the braking system of your motorcycle immediately?,"The brake indicator light warns of a defective brake system; if it lights up while driving, you should have the vehicle checked immediately. If the brakes are applied on one side, the vehicle cannot keep to the lane. Have the brake system checked.",If the brake fluid level in the reservoir has dropped considerably,If no pressure point is felt when pulling the brake lever,If the brake control light illuminates while you are driving,,Когда необходимо немедленно проверить тормозную систему Вашего мотоцикла?,"Контрольная лампа тормозной системы предупреждает о неисправности тормозной системы; если она загорается во время движения, необходимо немедленно проверить транспортное средство. Если тормоза действуют односторонне, транспортное средство не может удерживать полосу движения. Проверьте тормозную систему.",Если уровень тормозной жидкости в бачке значительно снизился,Если при нажатии на рычаг тормоза не ощущается точка давления,Если контрольная лампа тормозной системы загорается во время движения,
2.7.02-036,en,ru,How do you properly perform a visual check to ensure the brake lights are working?,"To make sure that both the hand and foot brake lights are working, operate and check them one after the other. If you apply both brakes at the same time, you cannot be sure that both brakes activate the brake light",- the hand and footbrake one after the other,- the hand and footbrake simultaneously,- either the handbrake or the footbrake,,Как правильно выполнить визуальную проверку работы стоп-сигналов?,"Чтобы убедиться, что стоп-сигналы ручного и ножного тормоза работают, приводите их в действие и проверяйте по очереди. Если нажать оба тормоза одновременно, нельзя быть уверенным, что оба тормоза включают стоп-сигнал.",Ручной и ножной тормоз по очереди,Ручной и ножной тормоз одновременно,"Либо ручной тормоз, либо ножной тормоз",
2.7.02-037,en,ru,One of your wheels has collided heavily against a kerb. What should you note?,"If you have hit a hard obstacle, you should immediately have the tyre and rim checked for possible damage to ensure safe driving.
If the wheel has been damaged in the collision, it could have a negative effect on the vehicle's handling. If the tyre is only slightly or not obviously damaged, it could still lose air gradually.",The vehicle should be checked in a garage,The handling of the vehicle could be negatively affected,The tyre could have a slow puncture,,Одно из Ваших колёс сильно ударилось о бордюр. Что следует учитывать?,"Если Вы сильно ударились о твёрдое препятствие, необходимо немедленно проверить шину и диск на возможные повреждения, чтобы обеспечить безопасность движения. Если колесо было повреждено при столкновении, это может отрицательно повлиять на управляемость автомобиля. Даже если шина повреждена незначительно или повреждение не видно, она всё равно может постепенно терять воздух.",Автомобиль следует проверить в мастерской,Управляемость автомобиля может ухудшиться,В шине может быть медленная утечка воздуха,
2.7.02-038,en,ru,The tail light of your vehicle is not working. What could be the cause of this?,A blown fuse or a defective bulb can be the cause of a tail light failure.,The relevant fuse is faulty,The bulb is defective,The main beam light switch is faulty,,Задний габаритный фонарь Вашего автомобиля не работает. В чём может быть причина?,Причиной отказа заднего габаритного фонаря может быть перегоревший предохранитель или неисправная лампа.,Соответствующий предохранитель неисправен,Лампа неисправна,Неисправен выключатель дальнего света,
2.7.02-039,en,ru,How can you detect that a disc brake system has worn brake pads?,"The wear markings on the brake pad serve to check the wear state of the brake pads and to draw your attention to the fact that an exchange of the brake pads is required. Likewise, a low level in the brake fluid container can indicate high wear of the brake pad. Since a lot of brake fluid is directed into the brake cylinder when brake pads are worn.",By the wear marks on the brake pad,By a very low fill level in the brake fluid reservoir,By an unusually large amount of looseness in the handbrake lever,,"Как можно определить, что в дисковой тормозной системе изношены тормозные колодки?","Индикаторы износа на тормозной колодке служат для проверки состояния износа колодок и указывают на необходимость их замены. Низкий уровень тормозной жидкости в бачке также может указывать на сильный износ тормозных колодок, поскольку при изношенных колодках больше тормозной жидкости поступает в тормозной цилиндр.",По меткам износа на тормозной колодке,По очень низкому уровню тормозной жидкости в бачке,По необычно большому люфту рычага ручного тормоза,
2.7.02-040,en,ru,Your vehicle’s brake light is not working. What is the right course of action?,"If the lamp is defective, the vehicle's brake light does not work, you should fix it immediately. If only the lamp is defective, you can exchange it yourself or have it replaced by a workshop.",I arrange for a garage to repair the vehicle,I attempt to determine the cause and repair the fault myself,I arrange for the brake fluid to be changed,,Стоп-сигнал Вашего автомобиля не работает. Как правильно поступить?,"Если лампа неисправна и стоп-сигнал автомобиля не работает, неисправность нужно устранить немедленно. Если неисправна только лампа, Вы можете заменить её самостоятельно или поручить замену мастерской.",Я поручаю мастерской отремонтировать автомобиль,Я пытаюсь определить причину и устранить неисправность самостоятельно,Я поручаю заменить тормозную жидкость,
