questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.2.37-011-M,en,ru,Where must you wait?,"A traffic light in operation has priority over traffic signs, which regulate the right of way. Also, if there is a stop line, stop there and wait until you are allowed to continue.",At the stop line,At the point where you can see along the intersecting road (sight line),Level with the traffic lights,,Где Вы должны ждать?,"Работающий светофор имеет приоритет перед дорожными знаками, регулирующими преимущество проезда. Кроме того, если есть стоп-линия, остановитесь у неё и ждите, пока Вам не будет разрешено продолжить движение.",У стоп-линии,"В месте, откуда можно видеть пересекающую дорогу (линия видимости)",На уровне светофора,
1.2.37-012-M,en,ru,What is correct in this situation?,"If a traffic light turns red, car drivers who want to drive straight ahead or to the left must stop and wait. If there is an additional traffic light with a glowing green arrow pointing to the right, it is allowed to continue driving and to turn right. A traffic light without additional traffic lights or arrows, however, is valid for all directions.",Traffic turning right may proceed,Traffic continuing ahead may proceed,Traffic turning left may proceed,,Что правильно в этой ситуации?,"Если светофор переключается на красный, водители, которые хотят ехать прямо или налево, должны остановиться и ждать. Если есть дополнительный светофор с горящей зелёной стрелкой направо, разрешается продолжить движение и повернуть направо. Однако светофор без дополнительных секций или стрелок действует для всех направлений.","Транспорт, поворачивающий направо, может продолжить движение","Транспорт, движущийся прямо, может продолжить движение","Транспорт, поворачивающий налево, может продолжить движение",
1.2.37-013,en,ru,What should you do?,"The traffic light switches from green to yellow directly in front of you. Your speed is 45 km/h. So, you're too fast in order to slow down and stop in front of the traffic light. There is also a truck behind you, which could hit you while doing an abrupt braking maneuver. Drive on briskly.",Continue driving,Slow down,,,Что Вы должны сделать?,"Светофор прямо перед Вами переключается с зелёного на жёлтый. Ваша скорость 45 км/ч, поэтому Вы едете слишком быстро, чтобы безопасно затормозить и остановиться перед светофором. Кроме того, позади Вас грузовик, который может столкнуться с Вами при резком торможении. Продолжайте движение без промедления.",Продолжить движение,Снизить скорость,,
1.2.37-015,en,ru,What is correct in this situation?,"Basically, when turning left, you as a car driver have to grant the oncoming traffic right of way. Since in this situation, the green arrow lights on the opposite street corner, you can assume that the traffic light for the oncoming traffic is red. So, you can turn.",I may turn unimpeded,I must allow the oncoming traffic to pass through,I have to wait in the centre of the junction,,Что правильно в этой ситуации?,"Как правило, при повороте налево водитель автомобиля должен уступить дорогу встречному транспорту. Поскольку в этой ситуации на противоположном углу улицы горит зелёная стрелка, можно исходить из того, что для встречного транспорта горит красный сигнал. Поэтому Вы можете повернуть.",Я могу повернуть беспрепятственно,Я должен пропустить встречный транспорт,Я должен ждать в центре перекрёстка,
1.2.37-016,en,ru,You want to turn right at these traffic lights with a green arrow sign. What is the right course of action?,"Thanks to the green arrow sign, you can turn at this traffic light even when it's red. To do this, merge right and come to a brief stop in front of the traffic light. Afterwards, make sure that you do not obstruct or endanger other road users. Also note that cross traffic still has priority.",I stop before the junction,I have to ensure that other road users are not impeded,I may turn right into any lane,,Вы хотите повернуть направо на этом светофоре с табличкой зелёной стрелки. Как правильно действовать?,"Благодаря табличке с зелёной стрелкой Вы можете повернуть на этом светофоре даже при красном сигнале. Для этого займите правое положение и ненадолго остановитесь перед светофором. Затем убедитесь, что Вы не создаёте помех или опасности другим участникам движения. Также учитывайте, что поперечный транспорт всё ещё имеет преимущество.",Я останавливаюсь перед перекрёстком,"Я должен убедиться, что другим участникам движения не создаются помехи",Я могу повернуть направо на любую полосу,
1.2.37-017,en,ru,What should you do?,"In front of you you see a traffic light changing from green to yellow. You drive at 40 km/h. Since you are still far enough from the traffic lights, you have to slow down.",Slow down,Continue driving,,,Что Вы должны сделать?,"Перед Вами светофор переключается с зелёного на жёлтый. Вы едете со скоростью 40 км/ч. Поскольку Вы ещё достаточно далеко от светофора, Вы должны снизить скорость.",Снизить скорость,Продолжить движение,,
1.2.37-018,en,ru,What is the right course of action now?,"If the yellow traffic light flashes, the traffic light system is out of operation. Then the general right of way applies. You are not on a priority road; therefore, possible cross traffic has the right of way.",I allow any cross traffic the right of way,I wait at the stop line for the next set of green lights,"I drive through the junction quickly, because ""yellow"" is displayed",,Как сейчас правильно действовать?,"Если жёлтый сигнал светофора мигает, светофорная система не работает. Тогда действуют общие правила преимущества проезда. Вы не находитесь на главной дороге, поэтому возможный поперечный транспорт имеет преимущество.",Я уступаю дорогу любому поперечному транспорту,Я жду у стоп-линии следующего зелёного сигнала,"Я быстро проезжаю перекрёсток, потому что горит «жёлтый»",
1.2.37-019,en,ru,Under what circumstances may you cross a junction during a red light?,You are allowed to run over a red traffic light at an intersection under the following circumstances: If you want to carefully give way to an emergency vehicle with a blue flashing light and an emergency horn or if a police officer is regulating the traffic at the intersection.,To carefully afford space to an emergency vehicle with a blue flashing light and siren sounding,If there is a police officer on the junction directing traffic,Under no circumstances,,При каких обстоятельствах Вы можете пересечь перекрёсток на красный сигнал?,Проехать на красный сигнал светофора на перекрёстке разрешается в следующих случаях: если Вы хотите осторожно освободить дорогу аварийному транспортному средству с синим проблесковым маячком и сиреной или если движение на перекрёстке регулирует полицейский.,Чтобы осторожно освободить место аварийному транспортному средству с синим проблесковым маячком и включённой сиреной,Если на перекрёстке движение регулирует полицейский,Ни при каких обстоятельствах,
1.2.37-020-M,en,ru,You now want to turn right at these traffic lights with a green arrow sign. What is the right course of action?,"If there is a green arrow sign at a traffic light, you are allowed to cross a red light if you have stopped at the stop line first. You may turn if there is no risk of obstructing or endangering other road users.",I initially halt at the stop line,I ensure that other road users are not impeded,"Without stopping, I take the turn at walking speed",,Вы хотите повернуть направо на этом светофоре с табличкой зелёной стрелки. Как правильно действовать?,"Если на светофоре есть табличка с зелёной стрелкой, Вам разрешается проехать на красный сигнал, если Вы сначала остановились у стоп-линии. Поворачивать можно только в том случае, если нет риска создать помеху или опасность другим участникам движения.",Сначала я останавливаюсь у стоп-линии,"Я убеждаюсь, что другим участникам движения не создаются помехи","Не останавливаясь, я поворачиваю со скоростью пешехода",
1.2.37-021,en,ru,What is the rule at this traffic-light-controlled junction with additional signage?,"On traffic lights with this additional sign, only cyclists, even at red, can turn to the right.","- cyclists are permitted to turn right, even when the light is showing red","- motor vehicles are permitted to turn right, even when the light is showing red",- cyclists must turn right,,Какое правило действует на этом перекрёстке со светофором и дополнительным знаком?,На светофорах с таким дополнительным знаком только велосипедистам разрешается поворачивать направо даже при красном сигнале.,- велосипедистам разрешено поворачивать направо даже при красном сигнале,- механическим транспортным средствам разрешено поворачивать направо даже при красном сигнале,- велосипедисты обязаны повернуть направо,
