questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.1.01-006,en,ru,What results in specific risks to motorcyclists?,"If you ride with the visor open, an insect can fly into it at any time. This can be very painful and distracting. If the road surface changes, there is a risk of falling down because the grip level is different. In heavy rain, motorbikes are more likely to aquaplane than cars.",Riding with the visor open,Riding in heavy rain,Changes in the road surfacing,,Что создаёт особые риски для мотоциклистов?,"При движении с открытым визором в него в любой момент может попасть насекомое. Это может быть очень болезненно и отвлечь водителя. При изменении дорожного покрытия возникает риск падения из-за другого уровня сцепления. При сильном дожде мотоциклы чаще подвержены аквапланированию, чем автомобили.",Езда с открытым визором,Езда под сильным дождём,Изменения дорожного покрытия,
2.1.01-007-M,en,ru,What should you do now?,"The overtaking vehicle will probably not be able to complete its overtaking manoeuvre as planned. To prevent an accident, you should let the overtaking vehicle get into the lane.",I reduce my speed so that the overtaking vehicle can pull in ahead of me,I accelerate so that the overtaking vehicle can pull in behind me,I maintain my speed because there is sufficient safety distance,,Что Вы должны сделать сейчас?,"Обгоняющий автомобиль, вероятно, не сможет завершить манёвр обгона как планировалось. Чтобы предотвратить аварию, нужно позволить ему вернуться в полосу.","Я снижаю скорость, чтобы обгоняющий автомобиль мог перестроиться передо мной","Я ускоряюсь, чтобы обгоняющий автомобиль мог перестроиться позади меня","Я сохраняю скорость, потому что безопасная дистанция достаточна",
2.1.01-008-M,en,ru,Why should you allow the truck to change lane?,"If you are in the dead corner of the truck and the truck suddenly exhaust yourself, a dangerous situation can occur and you would have to slow down. Since there is enough space between the vehicle in front, you should take the truck into account and enable it to change lanes.",Because the driver of the truck may fail to see me,Because I should show due consideration to the truck,Because the alternate merging procedure applies here,,Почему Вы должны позволить грузовику перестроиться?,"Если Вы находитесь в мёртвой зоне грузовика и он внезапно начнёт перестраиваться, может возникнуть опасная ситуация, и Вам придётся тормозить. Поскольку перед Вами достаточно места, следует проявить внимательность к грузовику и дать ему возможность сменить полосу.",Потому что водитель грузовика может меня не заметить,Потому что я должен проявить должное внимание к грузовику,Потому что здесь действует правило поочерёдного перестроения,
2.1.01-009,en,ru,"As a motorcyclist , why is it important that you adopt an anticipatory driving style especially on very winding stretches of road?","By riding with foresight, you can recognise the behaviour of oncoming traffic and potentially dangerous situations, such as dirt on the road or a change in cornering radius, in good time and adapt your riding behaviour accordingly.",Because the turning radius can reduce as the road continues,Because otherwise I will not be able to see dirt on the roadway in time,Because it means I am able to adjust myself in good time to the actions of oncoming traffic,,Почему мотоциклисту особенно важно ехать предусмотрительно на очень извилистых участках дороги?,"При предусмотрительной езде Вы можете своевременно распознать поведение встречного транспорта и потенциально опасные ситуации, например грязь на дороге или изменение радиуса поворота, и соответствующим образом адаптировать своё движение.",Потому что радиус поворота дальше по дороге может уменьшиться,Потому что иначе я не смогу вовремя заметить грязь на проезжей части,Потому что так я могу своевременно подстроиться под действия встречного транспорта,
2.1.01-010,en,ru,"As a motorcyclist, you can easily go unnoticed by other vehicle drivers. How can you reduce this risk?","Try to put yourself in the shoes of the drivers involved so that you can better understand what they might do next. This way, you may be able to recognise a potential hazard and react to it in good time.
If you are driving in a vehicle's side blind spot, the driver will not be able to see you. If possible, drive in such a way that you are not in the blind spot for an unnecessarily long time. You should also try to make eye contact with the drivers involved before turning to ensure that they can see you.",I avoid remaining for too long in the blind spot to the side of other vehicles,I try to see the road situation from the perspective of other vehicle drivers,"Before taking a turn, I try to establish eye-contact with other drivers in my vicinity",,"Как мотоциклист, Вы можете легко остаться незамеченным другими водителями. Как снизить этот риск?","Старайтесь поставить себя на место других водителей, чтобы лучше понять, что они могут сделать дальше. Так Вы сможете своевременно распознать возможную опасность и отреагировать. Если Вы движетесь в боковой мёртвой зоне транспортного средства, водитель не сможет Вас видеть. По возможности не оставайтесь в мёртвой зоне дольше необходимого. Перед поворотом также старайтесь установить зрительный контакт с другими водителями, чтобы убедиться, что они Вас видят.",Я избегаю длительного нахождения в боковой мёртвой зоне других транспортных средств,Я пытаюсь оценивать дорожную ситуацию с точки зрения других водителей,Перед поворотом я стараюсь установить зрительный контакт с водителями рядом со мной,
2.1.01-101,en,ru,What can cause a dangerous situation?,"If a foot brake has a strong one-sided effect, the vehicle may swing off laterally during braking. The car may skid and overturn. Therefore, unequal braking forces are extremely dangerous. Excessive steering can also lead to skidding at high speeds because you can no longer keep the lane properly. A disturbed traffic radio is not a technically dangerous defect.",Brakes which engage heavily on one side,Too much steering-wheel play,Disturbed reception of traffic information on the radio,,Что может создать опасную ситуацию?,"Если рабочий тормоз сильно действует только с одной стороны, при торможении автомобиль может увести в сторону. Он может занестись и перевернуться. Поэтому неравномерное тормозное усилие крайне опасно. Чрезмерный люфт рулевого управления также может привести к заносу на высокой скорости, потому что автомобиль уже невозможно точно удерживать в полосе. Помехи при приёме дорожной информации по радио не являются технически опасной неисправностью.","Тормоза, сильно срабатывающие с одной стороны",Слишком большой люфт рулевого колеса,Нарушенный приём дорожной информации по радио,
2.1.01-102,en,ru,What are the effects of listening to loud music - especially with an extremely loud bass volume - in the car?,"Loud music in the car leads to two negative effects: The driver is distracted by the music and he cannot concentrate on the road. Deep basses in particular lead to strong uncertainty in blind road users. These can lose their orientation, especially with low-frequency music.",Blind people lose their orientation when they are near the car,The driver’s attention is significantly impaired,It makes it easier for blind people to recognise where the road is,,"Какое влияние оказывает громкая музыка, особенно с очень сильными басами, в автомобиле?",Громкая музыка в автомобиле имеет два отрицательных эффекта: водитель отвлекается и хуже концентрируется на дороге. Особенно глубокие басы сильно дезориентируют слепых участников дорожного движения. Из-за низкочастотной музыки они могут потерять ориентацию.,Слепые люди рядом с автомобилем теряют ориентацию,Внимание водителя значительно ухудшается,"Слепым людям становится легче определить, где находится дорога",
2.1.01-103,en,ru,What can create a hazard when driving?,"If the dipped headlights are not working, you will see poorly on the one hand and you will be seen worse on the other. If the service brake is too one-sided, the vehicle could swerve or have a longer braking distance. If there is too much play in the steering, the steering command will not be carried out.",A service brake that responds heavily on one side,An excessive amount of play in the steering,A faulty dipped headlight,,Что может создать опасность во время движения?,"Если ближний свет неисправен, Вы, с одной стороны, хуже видите, а с другой — Вас хуже видят. Если рабочий тормоз действует слишком односторонне, автомобиль может увести в сторону или тормозной путь увеличится. При слишком большом люфте рулевого управления команда руления выполняется неточно.","Рабочий тормоз, сильно срабатывающий с одной стороны",Слишком большой люфт рулевого управления,Неисправная фара ближнего света,
2.1.02-002,en,ru,You are driving on a narrow road. About 20 m ahead of you a child suddenly runs onto the roadway. When is a collision unavoidable despite emergency braking?,"For this question, you must first calculate the thinking distance and the hazard braking distance. At 50 km/h, the thinking distance is 50/10 x 3 = 15. So, there are 15 meters of thinking distance. The hazard braking distance is determined by the following calculation: [(50/10 x 50/10) / 2] = 12.5. 50 km/h is the right answer.",50 km/h,30 km/h,20 km/h,,"Вы едете по узкой дороге. Примерно в 20 м перед Вами ребёнок внезапно выбегает на проезжую часть. При какой скорости столкновение неизбежно, несмотря на экстренное торможение?","Для этого вопроса нужно сначала рассчитать путь реакции и путь экстренного торможения. При 50 км/ч путь реакции равен 50/10 × 3 = 15, то есть 15 метров. Путь экстренного торможения рассчитывается так: [(50/10 × 50/10) / 2] = 12,5. Правильный ответ — 50 км/ч.",50 км/ч,30 км/ч,20 км/ч,
2.1.02-003,en,ru,Why do you have to brake?,You have to expect the person standing in front of the stationary truck to move to the left. Braking serves to protect the person.,Because someone is walking onto the road,Because passengers are exiting the tram,Because the truck is switching into my lane,,Почему Вы должны тормозить?,"Следует ожидать, что человек, стоящий перед остановившимся грузовиком, пойдёт влево. Торможение необходимо для защиты этого человека.",Потому что кто-то выходит на дорогу,Потому что пассажиры выходят из трамвая,Потому что грузовик перестраивается в мою полосу,
2.1.02-004,en,ru,What is the right course of action now?,"When turning right, you must always be aware of pedestrians and cyclists approaching. They may cross the road in front of you.",I stop,I continue driving as before,I accelerate,,Как правильно поступить сейчас?,"При повороте направо всегда нужно учитывать пешеходов и велосипедистов, которые могут приближаться. Они могут пересечь дорогу перед Вами.",Я останавливаюсь,Я продолжаю движение как прежде,Я ускоряюсь,
2.1.02-005-M,en,ru,What must you anticipate in this situation?,"The road sign signals increased caution against children who could walk across the road between the vehicles.
In addition, you have to expect that people get off to the side of the road.",Children walking out onto the road,People exiting their vehicles via the side nearest the road,There is a pedestrian crossing up ahead,,Чего Вы должны ожидать в этой ситуации?,"Дорожный знак предупреждает о необходимости повышенного внимания: дети могут выйти на дорогу между автомобилями. Кроме того, следует ожидать, что люди могут выходить из автомобилей со стороны проезжей части.",Дети могут выйти на дорогу,Люди могут выходить из автомобилей со стороны дороги,Впереди находится пешеходный переход,
2.1.02-006-M,en,ru,What is the right course of action now?,"Since a person wants to cross the intersection, you have to stop and have the person crossed the traffic light.",I stop,I continue driving as before,I accelerate,,Как правильно поступить сейчас?,"Поскольку человек хочет пересечь перекрёсток, Вы должны остановиться и дать ему пройти на разрешающий сигнал светофора.",Я останавливаюсь,Я продолжаю движение как прежде,Я ускоряюсь,
2.1.03-001,en,ru,What must you reckon with when you are driving in the left-hand lane of an autobahn at high speed?,"At high speed, motorcycles are very sensitive to wind from the side. Small fast motorcycles are hard to see, other vehicles might therefore not see you.",Motorists in front of you may suddenly pull out to overtake,"Even a slight, unexpected side wind can effect road stability","If you have full beam switched on, vehicles travelling in front of you will not pull out to overtake",,"Чего Вы должны ожидать, если едете по левой полосе автобана на высокой скорости?","На высокой скорости мотоциклы очень чувствительны к боковому ветру. Небольшие быстрые мотоциклы трудно заметить, поэтому другие водители могут Вас не увидеть.",Водители впереди могут внезапно выехать на обгон,Даже небольшой неожиданный боковой ветер может повлиять на устойчивость на дороге,"Если включён дальний свет, автомобили впереди не будут выезжать на обгон",
2.1.03-002,en,ru,When is there a danger of a motorcycle veering sideways at high speed?,"Sudden side wind increases the risk of a motorcycle to veer sideways. Sudden side wind can occur when exiting under a bridge, out of a tunnel, or when overtaking a truck.",When you overtake a truck,When driving under a bridge at high speed in a strong side wind,When the braking effect is different on both sides of the front disc brake,,"Когда существует опасность, что мотоцикл на высокой скорости сместится в сторону?","Внезапный боковой ветер повышает риск бокового смещения мотоцикла. Он может возникать при выезде из-под моста, из туннеля или при обгоне грузовика.",При обгоне грузовика,При проезде под мостом на высокой скорости при сильном боковом ветре,Когда тормозной эффект на обеих сторонах переднего дискового тормоза различается,
2.1.03-003,en,ru,What must you reckon with when it starts raining after a longer period of dry weather?,"Rain clean up part of the dirt on the road. If the weather was dry for a long period of time, the road will accumulate a lot of dirt. With the addition of water, it will create a film on the road that will make the surface more slippery and increase the braking distance. You can also expect poor visibility on your helmet or goggles.",A dangerous greasy film on the surface of the road,Bad visibility through helmet visor or goggles,Shorter braking distance,,"Чего Вы должны ожидать, когда после длительного сухого периода начинается дождь?","Дождь смывает часть грязи с дороги. Если долго было сухо, на дороге накапливается много грязи. При добавлении воды образуется плёнка, которая делает поверхность более скользкой и увеличивает тормозной путь. Также следует ожидать ухудшения видимости через визор шлема или очки.",Опасная скользкая плёнка на поверхности дороги,Плохая видимость через визор шлема или очки,Более короткий тормозной путь,
2.1.03-004,en,ru,You come unexpectedly upon a stretch of road with loose chippings. What do you do?,Coming soon...,Avoid braking if possible,Hold your course if possible,Brake hard using the handbrake,,Вы неожиданно попадаете на участок дороги с рыхлым щебнем. Что Вы делаете?,Скоро будет...,По возможности избегаю торможения,По возможности сохраняю траекторию движения,Резко торможу ручным тормозом,
2.1.03-005,en,ru,What can happen if you drive around a left-hand bend near the marked central line?,"When turning left, being near the central line is dangerous. Due to the inclination left, you could be hit by a vehicle going in the opposite direction. Road markings such as the central line are slippery, if your motorcycle run on it, it could slip resulting in a fall","Because of the inclined position, the upper part of your body could be hit by oncoming traffic",The motorcycle could catch the central line and slip from under you,There is no danger as long as the tyres are new,,"Что может произойти, если Вы проходите левый поворот рядом с разметкой центральной линии?","При повороте налево движение рядом с центральной линией опасно. Из-за наклона влево Вас может задеть транспортное средство, движущееся навстречу. Дорожная разметка, такая как центральная линия, скользкая; если мотоцикл наедет на неё, он может поскользнуться и Вы можете упасть.",Из-за наклона верхняя часть тела может быть задета встречным транспортом,Мотоцикл может попасть на центральную линию и выскользнуть из-под Вас,"Опасности нет, если шины новые",
2.1.03-007,en,ru,What are the dangers on wet cobblestones?,Cobblestones are slippery and will therefore increase the risk of falling or tires to lose adhesion to the road and spin when accelerating as well as a tendency of breaks to lock,Increased tendency for the brakes to lock,Increased danger of falling,Spinning and skidding of the rear wheel when accelerating,,Какие опасности существуют на мокрой брусчатке?,"Брусчатка скользкая, поэтому она повышает риск падения или потери сцепления шин с дорогой и пробуксовки при ускорении, а также увеличивает склонность тормозов к блокировке.",Повышенная склонность тормозов к блокировке,Повышенная опасность падения,Пробуксовка и занос заднего колеса при ускорении,
2.1.03-009,en,ru,What should you particularly remember when it is raining?,Rain reduces visibility. The road surface is less visible when wet. The visibility can also be lowered by water particles coming from other vehicles. Your visor will also accumulate water droplets and further diminish your visibility.,Visibility through goggles or helmet visor gets considerably worse,Road surface damage is less noticeable when the road is wet,Visibility is further reduced by water sprayed up by other vehicles,,О чём особенно нужно помнить во время дождя?,"Дождь ухудшает видимость. Мокрое дорожное покрытие хуже видно. Видимость также может ухудшаться из-за воды, разбрызгиваемой другими транспортными средствами. На визоре накапливаются капли воды, что ещё больше снижает видимость.",Видимость через очки или визор шлема значительно ухудшается,Повреждения дорожного покрытия хуже заметны на мокрой дороге,"Видимость дополнительно ухудшается из-за воды, разбрызгиваемой другими транспортными средствами",
