questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.14-010,en,ru,What should be noted when using the prop stand?,"If the side stand is still folded out and you engage a gear, the side stand switch will automatically switch off the engine. The side stand switch is a safety measure that prevents you from riding off with the side stand folded out.
The side stand is designed for parking a motorbike. Try to avoid slopes when parking. Always make sure that your motorbike is stable and that the side stand is fully extended to avoid danger and damage.","Where possible, the motorbike should not be parked on a slope",The prop stand should be fully extended,The prop stand switch can prevent you driving off with the prop stand extended,,Что нужно учитывать при использовании боковой подножки?,"Если боковая подножка всё ещё откинута и вы включаете передачу, выключатель боковой подножки автоматически заглушит двигатель. Выключатель боковой подножки — это мера безопасности, которая предотвращает начало движения с откинутой подножкой.
Боковая подножка предназначена для парковки мотоцикла. По возможности избегайте парковки на уклонах. Всегда убедитесь, что мотоцикл стоит устойчиво, а боковая подножка полностью выдвинута, чтобы избежать опасности и повреждений.",По возможности мотоцикл не следует парковать на уклоне,Боковая подножка должна быть полностью выдвинута,Выключатель боковой подножки может предотвратить начало движения с выдвинутой подножкой,
2.2.14-101,en,ru,How must you safeguard your vehicle against theft?,"To secure the car against theft, you must first close all the windows and doors. The ignition key must be removed in any case. Snap the steering wheel lock into place to additionally secure the car.","By removing the ignition key, engaging the steering wheel lock and closing the windows",By locking the doors and boot,By activating the differential lock,,Как необходимо защитить транспортное средство от угона?,"Чтобы защитить автомобиль от угона, сначала необходимо закрыть все окна и двери. Ключ зажигания обязательно нужно вынуть. Дополнительно заблокируйте рулевое колесо, защёлкнув замок руля.","Вынуть ключ зажигания, включить замок рулевого колеса и закрыть окна",Запереть двери и багажник,Активировать блокировку дифференциала,
2.2.14-102,en,ru,What must you do when leaving your car?,"Before leaving the vehicle, you have to protect it against rolling away uncontrolled, for example on a downhill slope. Before exiting you have to make sure not to endanger other road users. This also applies to your passengers. Opening doors carelessly when getting out is a common cause of accidents. The vehicle must also be protected against unauthorized use.","Before opening the door, look out for traffic behind",Secure the vehicle against rolling away,Secure the vehicle against unauthorized use,,"Что необходимо сделать, покидая автомобиль?","Перед тем как покинуть транспортное средство, необходимо защитить его от самопроизвольного скатывания, например на спуске. Перед выходом убедитесь, что вы не создаёте опасности для других участников движения. Это относится и к вашим пассажирам. Небрежное открывание дверей при выходе часто становится причиной аварий. Автомобиль также должен быть защищён от несанкционированного использования.",Перед открыванием двери обратить внимание на движение сзади,Защитить автомобиль от скатывания,Защитить автомобиль от несанкционированного использования,
2.2.14-104,en,ru,Your car is standing on the edge of the roadway. What should you do when getting into the car?,"When entering and exiting, you must take care not to endanger the other road users. The entry from the right - from the sidewalk - is safer, but not without any danger. Before you open the doors, make sure that the traffic situation permits that. Make sure that there are no pedestrians or cyclists on the sidewalk at this time.","Let passengers get into the car, if possible, from the pavement",Open the doors on the roadway side only when traffic permits,The doors on the right-hand side can always be opened without danger,,Ваш автомобиль стоит у края проезжей части. Что следует делать при посадке в автомобиль?,"При посадке и выходе необходимо следить за тем, чтобы не создавать опасности для других участников движения. Посадка справа — со стороны тротуара — безопаснее, но тоже не полностью лишена опасности. Перед открыванием дверей убедитесь, что дорожная обстановка это позволяет. Проверьте, нет ли в этот момент на тротуаре пешеходов или велосипедистов.",По возможности позволить пассажирам садиться в автомобиль со стороны тротуара,"Открывать двери со стороны проезжей части только тогда, когда это позволяет движение",Двери с правой стороны всегда можно открывать без опасности,
2.2.14-105,en,ru,What is important when children are getting in and out of a car?,"As a car driver, you should make sure that children get on and off directly on the sidewalk. If the situation does not allow this, they should only get in or out on the side of the road under the supervision of an adult. Children are seen worse and are unpredictable in their behavior.","Let the children in or out, if possible, on the pavement side",Let the children in or out on the roadway side only under supervision,Children are not allowed to get in or out of a car on public roads,,"Что важно, когда дети садятся в автомобиль или выходят из него?","Как водитель автомобиля, вы должны следить за тем, чтобы дети садились и выходили непосредственно со стороны тротуара. Если ситуация этого не позволяет, они должны садиться или выходить со стороны проезжей части только под присмотром взрослого. Детей хуже видно, и их поведение непредсказуемо.",По возможности позволять детям садиться или выходить со стороны тротуара,Позволять детям садиться или выходить со стороны проезжей части только под присмотром,Детям запрещено садиться в автомобиль или выходить из него на дорогах общего пользования,
2.2.14-106,en,ru,What should you call the attention of your passengers to before exiting?,As a car driver you must take the necessary measures to avoid accidents or traffic disruptions when passengers leave the vehicle. Point that out to passengers when they get off on a bike path. Cyclists are not required to wait on bike paths. Anyone entering or leaving the car may not endanger other road users.,- they should heed the traffic flowing on the left-side,- they should heed the pedestrians walking on the right-side,- cyclists are required to wait on cycle paths,,На что нужно обратить внимание пассажиров перед выходом из автомобиля?,"Как водитель автомобиля, вы должны принять необходимые меры, чтобы при выходе пассажиров из транспортного средства не возникло аварий или помех движению. Обратите на это внимание пассажиров, если они выходят на велосипедную дорожку. Велосипедисты не обязаны ждать на велосипедных дорожках. Тот, кто садится в автомобиль или выходит из него, не должен создавать опасности для других участников движения.",- они должны обращать внимание на движение слева,- они должны обращать внимание на пешеходов справа,- велосипедисты обязаны ждать на велосипедных дорожках,
2.2.14-107-M,en,ru,Why may you not exit now?,"Anyone getting in or out of the car must behave in such a way as to avoid endangering other road users. An approaching cyclist can be seen in your left-hand side mirror, you must let him pass first.",Because [of the cyclist],Because of the motorbike,Because [of the pedestrian],,Почему сейчас нельзя выходить?,"Каждый, кто садится в автомобиль или выходит из него, должен вести себя так, чтобы не создавать опасности для других участников движения. В левом боковом зеркале виден приближающийся велосипедист, поэтому сначала необходимо дать ему проехать.",Из-за [велосипедиста],Из-за мотоцикла,Из-за [пешехода],
2.2.14-108-M,en,ru,You have stopped in a parking strip and now want to exit your vehicle. What must you do in this situation?,"Before you open the door and leave the vehicle, check in the left-hand mirror that no one is coming from behind. You must also look to your left to make sure that there are no other vehicles in your blind spot.",- by looking in my left-hand exterior rear-view mirror before opening the door,- by glancing over my left shoulder before opening the door,- just by looking through the slightly opened door,,Вы остановились на парковочной полосе и теперь хотите выйти из автомобиля. Что необходимо сделать в этой ситуации?,"Перед тем как открыть дверь и выйти из автомобиля, проверьте в левом зеркале, что сзади никто не приближается. Также необходимо посмотреть налево, чтобы убедиться, что в «слепой зоне» нет других транспортных средств.",- посмотреть в левое наружное зеркало заднего вида перед открыванием двери,- бросить взгляд через левое плечо перед открыванием двери,- только посмотреть через слегка приоткрытую дверь,
2.2.14-109,en,ru,"When leaving your car, how do you secure it against unauthorised use?","You have to make sure that no unauthorised persons use your car. Therefore, remove the key from the starter and make sure that all windows and doors are closed.",I lock the doors,I close the windows,I activate the child-safety lock,,"Как защитить автомобиль от несанкционированного использования, когда вы его покидаете?","Вы должны убедиться, что посторонние лица не смогут воспользоваться вашим автомобилем. Поэтому выньте ключ из замка зажигания и убедитесь, что все окна и двери закрыты.",Я запираю двери,Я закрываю окна,Я включаю детский замок безопасности,
2.2.14-110,en,ru,You want to let a child out of your car. What should you be aware of when doing so?,"As a car driver, you should make sure that children get on and off directly on the pavement side. If the situation does not allow this, they should only get in or out of the vehicle on the carriageway side under supervision and with prior warning of possible dangers. Children are harder to see and their behaviour is unpredictable, so you should make sure that they no longer have to cross the road.",- exit the car on the same side as the footpath,- not have to cross over the carriageway,- be warned of possible dangers when getting out of the car,,Вы хотите высадить ребёнка из автомобиля. На что при этом следует обратить внимание?,"Как водитель автомобиля, вы должны следить за тем, чтобы дети садились и выходили непосредственно со стороны тротуара. Если ситуация этого не позволяет, они должны выходить со стороны проезжей части только под присмотром и после предупреждения о возможных опасностях. Детей труднее заметить, а их поведение непредсказуемо, поэтому нужно убедиться, что им больше не придётся переходить дорогу.",- выйти из автомобиля со стороны тротуара,- не должен переходить через проезжую часть,- должен быть предупреждён о возможных опасностях при выходе из автомобиля,
