questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.6.07-221,en,ru,Why do the driving and rest periods have to be taken into account in the route planning?,to be considered for route planning on driving and rest periods is important because it ensures that you can comply with the prescribed breaks and impairments of driving should be avoided.,- ensures that the driver is able to observe the prescribed rest times,- is intended to avoid impairments to the driving style,- it reduces the length of the driving distance,,Почему при планировании маршрута нужно учитывать периоды управления транспортным средством и отдыха?,"Учитывать периоды управления и отдыха при планировании маршрута важно, потому что это позволяет соблюдать предписанные перерывы и избегать ухудшения способности управлять транспортным средством.",- обеспечивает водителю возможность соблюдать предписанное время отдыха,- помогает избежать ухудшения манеры вождения,- сокращает длину маршрута,
2.6.07-222,en,ru,What should be taken into account with the route planning?,"You should take into account the driving and rest times for your route planning, the holidays of the individual states and also in cross-border traffic, the provisions of that other State.",The driving and rest periods,The public holidays of the specific federal states,The legal provisions of the other country in the case of cross-border transport,,Что следует учитывать при планировании маршрута?,"При планировании маршрута следует учитывать периоды управления и отдыха, праздничные дни в отдельных федеральных землях, а также при международных перевозках — правила соответствующей другой страны.",Периоды управления и отдыха,Праздничные дни соответствующих федеральных земель,Правовые нормы другой страны при трансграничной перевозке,
2.6.07-223,en,ru,What must be observed when using an electronic navigation device?,please check if a map update was carried out at regular intervals and the goal should be entered when the vehicle is stationary.,The card should be updated at regular intervals,The destination should be entered when the vehicle is stationary,The instructions on the navigation device should be followed at all times,,Что необходимо учитывать при использовании электронного навигационного устройства?,"Проверяйте, регулярно ли обновляются карты, а пункт назначения вводите только при неподвижном транспортном средстве.",Карту следует регулярно обновлять,"Пункт назначения следует вводить, когда транспортное средство стоит",Указания навигационного устройства следует выполнять всегда,
2.6.07-224,en,ru,What should you factor in when planning your route?,"When planning the route, you should consider all 3 answers. The driving and rest times, the public holidays of the individual federal states and the provisions of the other state for cross-border traffic.",The driving and rest periods,The public holidays of the individual federal states,The rules of other countries when undertaking cross-border journeys,,Что следует учитывать при планировании маршрута?,"При планировании маршрута следует учитывать все три пункта: периоды управления и отдыха, праздничные дни отдельных федеральных земель и правила другой страны при трансграничном движении.",Периоды управления и отдыха,Праздничные дни отдельных федеральных земель,Правила других стран при поездках через границу,
2.6.07-225,en,ru,What should you factor in when planning your route?,"When planning your route, you should take into account the driving and rest times and the regulations of the other country in the case of cross-border traffic.",The driving and rest periods,The rules of other countries when undertaking cross-border journeys,The prohibition on driving on the public holidays of the individual federal states,,Что следует учитывать при планировании маршрута?,"При планировании маршрута следует учитывать периоды управления и отдыха, а также правила другой страны при трансграничном движении.",Периоды управления и отдыха,Правила других стран при поездках через границу,Запрет движения в праздничные дни отдельных федеральных земель,
2.6.07-226,en,ru,What should be observed in relation to route planning?,"When planning your route, you should be aware of possible traffic obstructions due to road works, the holiday travel regulations and driving and rest times. All answers are correct.",The rules contained in the German summer holiday traffic regulations,The regulations on driving and rest periods,Possible obstructions of traffic caused by roadworks,,Что следует учитывать при планировании маршрута?,"При планировании маршрута нужно учитывать возможные затруднения движения из-за дорожных работ, правила движения в период летних отпусков и периоды управления и отдыха. Все ответы правильные.","Правила, содержащиеся в немецком положении о движении в период летних отпусков",Правила о периодах управления и отдыха,Возможные затруднения движения из-за дорожных работ,
2.6.07-227,en,ru,You are transporting general cargo. What should be noted in relation to route planning?,"When transporting general cargo, you should consider all 3 answers. The order of loading and unloading points, the time required for loading and unloading (save time), and the application of driving and rest times in connection with the Working Hours Act. (rest and recharge your batteries)",The sequence of the points for loading and unloading,The time required for loading and unloading,The application of the rules on driving and rest periods in conjunction with the German Working Time Act,,Вы перевозите сборный груз. Что следует учитывать при планировании маршрута?,"При перевозке сборного груза следует учитывать все три пункта: последовательность пунктов загрузки и разгрузки, время, необходимое на загрузку и разгрузку, а также применение правил о периодах управления и отдыха вместе с Законом о рабочем времени.",Последовательность пунктов загрузки и разгрузки,"Время, необходимое для загрузки и разгрузки",Применение правил о периодах управления и отдыха в сочетании с немецким Законом о рабочем времени,
2.6.07-228,en,ru,What should you note when using your navigation system?,,You must consider the vehicle dimensions on the proposed route,Mounted mobile navigation systems may not impede the forward view,The arrival time calculated at the start of the journey takes account of mandatory driving and rest periods,,Что следует учитывать при использовании навигационной системы?,,Необходимо учитывать габариты транспортного средства на предложенном маршруте,Установленные мобильные навигационные устройства не должны ограничивать обзор вперёд,"Время прибытия, рассчитанное в начале поездки, учитывает обязательные периоды управления и отдыха",
2.6.07-229,en,ru,What must you note when driving in other European countries in winter?,,- minimum tread depth of tyres,- obligation to fit your vehicle with winter tyres,- obligation to carry snow chains in your vehicle,,Что необходимо учитывать при движении в других европейских странах зимой?,,- минимальную глубину протектора шин,- обязанность оснащать транспортное средство зимними шинами,- обязанность иметь в транспортном средстве цепи противоскольжения,
2.7.01-008,en,ru,Your motorcycle is fully loaded. How do you drive down a long mountain pass road?,"When driving down over a long period of time, your brakes are at risk to overheat. To avoid this, try to use the braking effect of the engine on a low gear and limit the acceleration/deceleration in between turns.",Utilize the braking effect of the engine by changing to a lower gear,Do not drive too fast between bends in order to avoid overheating the brakes,Use the front wheel brake only,,Ваш мотоцикл полностью загружен. Как следует ехать вниз по длинному горному перевалу?,"При длительном движении вниз существует риск перегрева тормозов. Чтобы избежать этого, используйте тормозящее действие двигателя на низкой передаче и избегайте частого разгона и торможения между поворотами.","Использовать тормозящее действие двигателя, переключившись на более низкую передачу","Не ехать слишком быстро между поворотами, чтобы избежать перегрева тормозов",Использовать только тормоз переднего колеса,
