questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.4.40-131,en,ru,What does this traffic sign indicate?,"The traffic sign is a distance beacon. This traffic sign is always placed on both sides of the road. It belongs to the group of danger signs.
The traffic sign shown is a one-lane distance beacon. The single red stripe means that there is a level crossing 80 meters away.",A level crossing approximately 80 m ahead,A level crossing approximately 160 m ahead,A level crossing approximately 240 m ahead,,Что обозначает этот дорожный знак?,"Этот дорожный знак является предупреждающим указателем расстояния до железнодорожного переезда. Он всегда устанавливается по обеим сторонам дороги и относится к группе предупреждающих знаков. Показанный знак с одной красной полосой означает, что железнодорожный переезд находится примерно через 80 м.",Железнодорожный переезд примерно через 80 м,Железнодорожный переезд примерно через 160 м,Железнодорожный переезд примерно через 240 м,
1.4.40-132,en,ru,What does this traffic sign combination indicate?,About 240 meters in front of you there is a railroad crossing. The level crossing ahead marker warns from this danger. Each line represents a distance of 80 m.,- at a distance of approximately 240 m,- at a distance of approximately 80 m,- at a distance of approximately 160 m,,Что обозначает эта комбинация дорожных знаков?,Примерно через 240 м перед вами находится железнодорожный переезд. Предупредительный указатель перед переездом сообщает об этой опасности. Каждая полоса соответствует расстоянию 80 м.,- на расстоянии примерно 240 м,- на расстоянии примерно 80 м,- на расстоянии примерно 160 м,
1.4.40-133,en,ru,What does this traffic sign combination indicate?,Pay attention to sudden snow or ice in this area. Individual road sections can be unexpectedly slippery. Adjust your speed to the prevailing weather conditions.,Icy conditions,Snowy conditions,Avalanches,,Что обозначает эта комбинация дорожных знаков?,Будьте готовы к внезапному появлению снега или гололёда на этом участке. Отдельные участки дороги могут неожиданно стать скользкими. Выберите скорость с учётом погодных условий.,Гололёд,Снежный накат,Лавины,
1.4.40-134,en,ru,What must you anticipate with this road sign combination?,"This combination of traffic signs indicates cattle drive, as the animals are polluting the road when passing it. For wild animals crossing there's another traffic sign.",A dirt covered roadway,Farm livestock on the roadway,Wild animals crossing,,Чего следует ожидать при такой комбинации дорожных знаков?,"Эта комбинация дорожных знаков указывает на перегон скота, так как животные при переходе могут загрязнять проезжую часть. Для перехода диких животных существует другой дорожный знак.",Загрязнённой проезжей части,Сельскохозяйственных животных на проезжей части,Перехода диких животных,
1.4.40-135,en,ru,What do you have to be aware of when you see this traffic sign combination?,The traffic signs warn you of a railroad crossing 240 meters away. From the three-lined level crossing ahead marker to the danger zone including the intersection overtaking other motor vehicles is prohibited. An overtaking maneuver in this area could endanger you and other road users.,A rail crossing at a distance of 240 m,No overtaking of vehicles permitted,A rail crossing at a distance of 120 m,,На что нужно обратить внимание при такой комбинации дорожных знаков?,"Знаки предупреждают о железнодорожном переезде через 240 м. От трёхполосного указателя расстояния до опасного места, включая сам переезд, обгон других механических транспортных средств запрещён. Обгон в этой зоне может создать опасность для вас и других участников движения.",Железнодорожный переезд на расстоянии 240 м,Обгон транспортных средств запрещён,Железнодорожный переезд на расстоянии 120 м,
1.4.40-136,en,ru,What awaits you with this traffic sign combination?,The traffic sign warns you of a construction site in a distance of 100 meters. Pay close attention to the danger zone and be ready to brake in case of traffic congestion.,"A work site, commencing at a distance of approximately 100 m","A work site, ending at a distance of approximately 100 m",A work site that is approximately 100 m in length,,Что ожидает вас при такой комбинации дорожных знаков?,Знак предупреждает о строительном участке примерно через 100 м. Будьте особенно внимательны в опасной зоне и будьте готовы к торможению при заторе.,Строительный участок начинается примерно через 100 м,Строительный участок заканчивается примерно через 100 м,Строительный участок длиной примерно 100 м,
1.4.40-137,en,ru,You pass by this traffic sign combination at an outside temperature of +3 °C. What should you do?,"The combination of these traffic signs warns of sudden ice formation on this section. This often happens on bridges. Snow and ice extend the braking distance. Therefore, reduce the speed and increase the distance to the vehicle in front of you.",I reduce my speed,"I continue driving as before, because there is nothing to indicate slippery ice",I immediately reduce the distance between me and the vehicle in front,,Вы проезжаете эту комбинацию знаков при наружной температуре +3 °C. Что следует сделать?,Эта комбинация знаков предупреждает о возможном внезапном образовании льда на данном участке. Такое часто происходит на мостах. Снег и лёд увеличивают тормозной путь. Поэтому снизьте скорость и увеличьте дистанцию до движущегося впереди транспортного средства.,Я снижаю скорость,"Я продолжаю движение как раньше, потому что нет признаков гололёда",Я сразу уменьшаю дистанцию до транспортного средства впереди,
1.4.40-138,en,ru,What should you avoid when you see this danger sign?,"The combination of these traffic signs warns of loose chippings or gravel on this section of the route. Stones and chippings can be whirled up. Therefore, avoid strong acceleration and heavy steering movements. Keep a safe distance from the vehicle in front of you.",Accelerating heavily,Sudden steering manoeuvres,Driving close to the vehicle in front,,Чего следует избегать при виде этого предупреждающего знака?,Эта комбинация знаков предупреждает о рыхлой щебёнке или гравии на данном участке дороги. Камни и щебень могут вылетать из-под колёс. Поэтому избегайте резкого ускорения и резких движений рулём. Держите безопасную дистанцию до транспортного средства впереди.,Резкого ускорения,Резких манёвров рулём,Движения вплотную за транспортным средством впереди,
1.4.40-139,en,ru,What does this traffic sign combination indicate?,"In this combination, the traffic signs warn you of a moving bridge. Watch out for passing ships, for which the bridge can be tilted up or moved.",A moveable bridge,A ferry,Drainage works,,Что обозначает эта комбинация дорожных знаков?,"Эта комбинация знаков предупреждает о разводном мосте. Следите за проходящими судами, для которых мост может подниматься или перемещаться.",Разводной мост,Паром,Дренажные работы,
1.4.40-140,en,ru,What must you be aware of when you see this traffic sign combination?,"The combination of these traffic signs informs the car driver that the road leads to a shore. In poor visibility conditions such as fog or darkness, the water surface can be confused with a roadway.",The road leads to the bank of a waterway,There is a risk of confusing the water surface and roadway in darkness or in poor visibility,An entrance exit point must be kept clear for amphibian vehicles,,На что нужно обратить внимание при такой комбинации дорожных знаков?,"Эта комбинация знаков сообщает водителю, что дорога ведёт к берегу. При плохой видимости, например в тумане или темноте, водную поверхность можно спутать с проезжей частью.",Дорога ведёт к берегу водоёма,В темноте или при плохой видимости есть риск спутать водную поверхность с проезжей частью,Необходимо держать свободным въезд и выезд для амфибийных транспортных средств,
1.4.40-141,en,ru,What must you be aware of when you see this traffic sign combination?,"The combination of these traffic signs warns of falling or fallen rocks, meaning stones may fall on the road or are already on the road. It is to be expected that vehicles driving ahead will brake suddenly to avoid falling rocks. In your own interest, you should not stop or park in these areas.",Avoid stopping and parking,Stones may be lying on the roadway,Vehicles in front may break suddenly,,На что нужно обратить внимание при такой комбинации дорожных знаков?,"Эта комбинация знаков предупреждает о падающих или уже упавших камнях: камни могут падать на дорогу или уже находиться на ней. Нужно ожидать, что движущиеся впереди транспортные средства могут внезапно затормозить, чтобы избежать камней. В ваших интересах не останавливаться и не парковаться в таких местах.",Избегать остановки и стоянки,На проезжей части могут лежать камни,Транспортные средства впереди могут резко затормозить,
1.4.40-142,en,ru,What does this traffic sign combination indicate?,This traffic sign indicates that you will shortly be crossing a railroad crossing. A train station or underpass does not have to be present.,A rail crossing,A rail underpass,A train station,,Что обозначает эта комбинация дорожных знаков?,"Этот знак указывает, что вскоре вы будете пересекать железнодорожный переезд. Наличие железнодорожной станции или подземного проезда не обязательно.",Железнодорожный переезд,Железнодорожный подземный проезд,Железнодорожная станция,
1.4.40-143,en,ru,What must you anticipate with this road sign?,This traffic sign warns of a sharp right turn. You should be aware that oncoming vehicles could cut the curve and reach into your lane. It is also to be expected that vehicles driving ahead will brake sharply.,You are nearing a hard right-hand bend,Oncoming traffic might cut the corner,Vehicles in front of me might slow down sharply,,Чего следует ожидать при этом дорожном знаке?,"Этот знак предупреждает о резком повороте направо. Следует учитывать, что встречные транспортные средства могут срезать поворот и выехать на вашу полосу. Также нужно ожидать, что транспортные средства впереди могут резко затормозить.",Вы приближаетесь к резкому правому повороту,Встречный транспорт может срезать угол,Транспортные средства впереди могут резко снизить скорость,
1.4.40-144,en,ru,What must you anticipate with this road sign?,"This traffic sign warns that cyclists can cross the road and could get into your lane, for example when a bike path ends and leads to the road.",With cyclists who may cross the carriageway,With an underpass for cyclists,"With a ""cyclists prohibited"" zone",,Чего следует ожидать при этом дорожном знаке?,"Этот знак предупреждает, что велосипедисты могут пересекать проезжую часть и выезжать на вашу полосу, например если велосипедная дорожка заканчивается и выходит на дорогу.","Велосипедистов, которые могут пересекать проезжую часть",Подземного перехода для велосипедистов,Зоны «движение велосипедистов запрещено»,
1.4.40-145,en,ru,What must you anticipate with this road sign combination?,This traffic sign informs about flying over the road. Sudden aircraft noise can scare a driver. Road users may be distracted by the aircraft and get distracted.,Suddenly occurring noise from aeroplanes,Other road users becoming distracted,An entrance to or exit from an aerodrome,,Чего следует ожидать при такой комбинации дорожных знаков?,Этот знак информирует о пролёте самолётов над дорогой. Внезапный шум самолёта может испугать водителя. Другие участники движения также могут отвлечься на самолёт.,Внезапного шума самолётов,Другие участники движения могут отвлечься,Въезда на аэродром или выезда с него,
1.4.40-146,en,ru,What does this traffic sign combination indicate?,"This combination of road signs indicates a pedestrian crossing. At a pedestrian crossing, pedestrians have priority. The car driver has to allow them to cross the road.",A pedestrian crossing,An underpass for pedestrians,An overpass for pedestrians,,Что обозначает эта комбинация дорожных знаков?,Эта комбинация знаков указывает на пешеходный переход. На пешеходном переходе пешеходы имеют преимущество. Водитель обязан дать им возможность перейти дорогу.,Пешеходный переход,Подземный переход для пешеходов,Надземный переход для пешеходов,
1.4.40-147,en,ru,What does this traffic sign indicate?,This sign (triangular) indicates a danger zone in connection with horses.,Danger in connection with horses,That people on horseback have priority over motor vehicles,No through-traffic because of a bridle path,,Что обозначает этот дорожный знак?,"Этот треугольный знак предупреждает об опасности, связанной с лошадьми.","Опасность, связанная с лошадьми",Что всадники имеют преимущество перед механическими транспортными средствами,Сквозное движение запрещено из-за конной тропы,
1.4.40-148,en,ru,What does this traffic sign indicate?,This traffic sign indicates that it is slippery with snow and icy roads.,Icy conditions,Packed snow,Avalanches,,Что обозначает этот дорожный знак?,Этот знак указывает на скользкую дорогу из-за снега и гололёда.,Гололёд,Снежный накат,Лавины,
1.4.40-149,en,ru,What must you anticipate with this road sign?,This sign indicates that the road is very dirty and that you must watch out for grazing animals on the road.,A dirt-covered roadway,Farm livestock on the roadway,Wild animals crossing,,Чего следует ожидать при этом дорожном знаке?,"Этот знак указывает, что дорога сильно загрязнена и нужно быть готовым к появлению пасущихся животных на проезжей части.",Загрязнённой проезжей части,Сельскохозяйственных животных на проезжей части,Перехода диких животных,
1.4.40-150,en,ru,How should you act at a point of danger indicated by this sign?,"You should keep as much distance as possible from the vehicle in front, avoid sudden steering movements and avoid strong acceleration as there is gravel and grit on this road.",- avoid rapid acceleration,- avoid sudden manoeuvres,- maintain the greatest possible distance to the vehicle ahead,,"Как следует действовать в опасном месте, обозначенном этим знаком?","Следует держать как можно большую дистанцию до транспортного средства впереди, избегать резких движений рулём и сильного ускорения, так как на дороге находится гравий или щебень.",- избегать резкого ускорения,- избегать резких манёвров,- сохранять максимально возможную дистанцию до транспортного средства впереди,
1.4.40-151,en,ru,What does this traffic sign indicate?,This sign indicates a movable bridge.,A moveable bridge,A ferry,Drainage works,,Что обозначает этот дорожный знак?,Этот знак обозначает разводной мост.,Разводной мост,Паром,Дренажные работы,
1.4.40-152,en,ru,What must you be aware of when you see this road traffic sign?,The shape of the sign indicates caution and the picture on the sign indicates what to look out for. This road leads to a shore. Water surfaces are difficult to distinguish from the actual roadway in darkness or poor visibility.,The road leads to the bank of a waterway,"When it is dark or visibility is poor, areas of water are difficult to distinguish from the road",The entrance and exit point must be kept clear for amphibious vehicles,,На что нужно обратить внимание при виде этого дорожного знака?,"Форма знака указывает на необходимость осторожности, а изображение показывает, на что обратить внимание. Дорога ведёт к берегу. В темноте или при плохой видимости водную поверхность трудно отличить от проезжей части.",Дорога ведёт к берегу водоёма,В темноте или при плохой видимости водную поверхность трудно отличить от дороги,Въезд и выезд для амфибийных транспортных средств должны оставаться свободными,
1.4.40-153,en,ru,What must you be aware of when you see this road traffic sign?,Please watch out for stones that might be lying on the roadway. Avoid stopping and parking. Vehicles in front may suddenly slow down due to falling stones.,Avoid stopping and parking,Stones may be lying on the roadway,Vehicles in front may brake suddenly,,На что нужно обратить внимание при виде этого дорожного знака?,"Остерегайтесь камней, которые могут лежать на проезжей части. Избегайте остановки и стоянки. Транспортные средства впереди могут внезапно снизить скорость из-за падающих камней.",Избегать остановки и стоянки,На проезжей части могут лежать камни,Транспортные средства впереди могут внезапно затормозить,
