questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.5.01-111,en,ru,How can you reduce noise?,"Driving in the high-speed range causes more noise than a low-speed driving style. In built-up areas you should drive in the highest possible gear, so that the engine causes the least possible noise. Avoid a high-speed start with squeaky tires.",By driving in 4th or 5th gear in built-up areas,By driving at high engine revolutions,By driving at high speed,,Как можно уменьшить шум?,"Движение на высоких оборотах вызывает больше шума, чем спокойная езда на низких оборотах. В населённых пунктах следует ехать на максимально высокой передаче, чтобы двигатель создавал как можно меньше шума. Избегайте резкого старта с визгом шин.",Ехать в населённых пунктах на 4-й или 5-й передаче,Ехать на высоких оборотах двигателя,Ехать с высокой скоростью,
2.5.01-112,en,ru,"What does ""power sound"" in the car result in?","""Power sound"" in the car causes over-stimulation. This over-stimulation may distract the car driver so that he/she may miss important other signals. Bear in mind that other road users are also bothered by the noise.",Signals from other traffic - in particular sirens - are not heard,There is noise pollution for others even when the windows are closed,Driving errors due to the driver being diverted,,К чему приводит «мощный звук» в автомобиле?,"Громкий «мощный звук» в автомобиле вызывает чрезмерное раздражение и может отвлекать водителя, из-за чего он может не заметить важные сигналы. Кроме того, такой шум мешает другим участникам дорожного движения.","Сигналы других участников движения, особенно сирены, не слышны",Возникает шумовое загрязнение для окружающих даже при закрытых окнах,Ошибки в управлении из-за отвлечения водителя,
2.5.01-113,en,ru,By which percentage does the fuel consumption (l/100 km) of a middle-class car driving at 160 km/h in general increase compared to driving at the recommended speed of 130 km/h?,"Compared to driving at the advisory speed limit of 130 km/h, the fuel consumption at a speed of 160 km/h usually increases very much. For example, the consumption of a mid-range car can rise by up to 35%.",By up to 35 %,By up to 5 %,By up to 10 %,,На сколько процентов обычно увеличивается расход топлива (л/100 км) у автомобиля среднего класса при движении со скоростью 160 км/ч по сравнению с рекомендуемой скоростью 130 км/ч?,"По сравнению с движением с рекомендуемой скоростью 130 км/ч расход топлива при 160 км/ч обычно значительно увеличивается. Например, у автомобиля среднего класса он может вырасти до 35%.",До 35 %,До 5 %,До 10 %,
2.5.01-116,en,ru,When are you allowed to enter an environmental zone?,"You may only drive into an environmental zone as a car driver if a valid badge is visibly attached to your vehicle that at least corresponds to the qualifying plate (red, yellow, green). Excluded from this rule are exclusively vehicles with special rights, for example historic motor vehicles.",When your vehicle has a corresponding emissions sticker,When your vehicle enjoys special rights,When you have a low-emission vehicle,,Когда Вам разрешено въезжать в экологическую зону?,"В экологическую зону на автомобиле можно въезжать только при наличии действующей экологической наклейки, хорошо видимой на автомобиле и соответствующей указанному классу допуска (красная, жёлтая, зелёная). Исключения действуют только для транспортных средств со специальными правами, например исторических автомобилей.",Если на Вашем автомобиле есть соответствующая экологическая наклейка,Если Ваш автомобиль имеет специальные права,Если у Вас автомобиль с низким уровнем выбросов,
2.5.01-117,en,ru,Where do you have to place the emissions sticker for identifying lowemission vehicles?,"As a car driver, you must ensure that the carbon emission sticker is affixed to the inside of the windshield of your vehicle so that it clearly identifies your low-emission vehicle.",Clearly visible on the inside of the windscreen,Clearly visible on the outside of the windscreen,Clearly visible on the inside of the rear window,,Где нужно разместить экологическую наклейку для обозначения автомобиля с низким уровнем выбросов?,"Водитель должен прикрепить экологическую наклейку с внутренней стороны лобового стекла так, чтобы она была хорошо видна и однозначно идентифицировала автомобиль как транспортное средство с низким уровнем выбросов.",Хорошо видимой с внутренней стороны лобового стекла,Хорошо видимой с внешней стороны лобового стекла,Хорошо видимой с внутренней стороны заднего стекла,
2.5.01-118,en,ru,"If your car has a petrol engine but does not have an emissions sticker, are you allowed to enter an environmental zone which is sign-posted as follows?","Without visibly attached carbon emission sticker, motor vehicle drivers are not allowed to drive into an environmental zone with a gasoline engine. The badge on the vehicle must be valid and correspond at least to the qualifying plate (red, yellow, green).","No, because my car does not have an emissions sticker","Yes, because I am driving a car with catalytic converter with lambda control","Yes, because this prohibition only applies to diesel vehicles",,"Если у Вашего автомобиля бензиновый двигатель, но нет экологической наклейки, разрешено ли Вам въехать в экологическую зону, обозначенную таким знаком?","Без хорошо видимой экологической наклейки водителям автомобилей с бензиновым двигателем запрещено въезжать в экологическую зону. Наклейка на автомобиле должна быть действительной и соответствовать указанному классу допуска (красная, жёлтая, зелёная).","Нет, потому что на моём автомобиле нет экологической наклейки","Да, потому что я еду на автомобиле с катализатором и лямбда-регулированием","Да, потому что этот запрет относится только к дизельным автомобилям",
2.5.01-119,en,ru,Where can you stow your baggage so that you do not increase your fuel consumption unnecessarily?,"If possible, you should only store the luggage in the trunk of your vehicle. The use of a roof rack to carry luggage results in greatly increased aerodynamic drag, often resulting in a significant increase in fuel consumption.",In the boot,Behind the front seats,On the roof-rack,,"Где можно разместить багаж, чтобы без необходимости не увеличивать расход топлива?",По возможности багаж следует размещать только в багажнике автомобиля. Использование багажника на крыше значительно увеличивает аэродинамическое сопротивление и часто приводит к заметному росту расхода топлива.,В багажнике,За передними сиденьями,На багажнике на крыше,
2.5.01-120,en,ru,Tyre wear negatively impacts the environment. How can you reduce this impact?,"To reduce tyre wear (i.e. the wear on the tyres), you can drive with foresight and significantly minimise the load by regularly checking the tyre pressure in accordance with the manufacturer's specifications. Less wear = less load.",By employing an anticipatory driving style,By regularly checking the tyre inflation pressure in accordance with the manufacturer's guidelines,By using winter tyres in summer,,Износ шин отрицательно влияет на окружающую среду. Как можно уменьшить это влияние?,"Чтобы уменьшить износ шин, следует ездить предусмотрительно и регулярно проверять давление в шинах в соответствии с указаниями производителя. Меньший износ означает меньшую нагрузку на окружающую среду.",Использовать предусмотрительный стиль вождения,Регулярно проверять давление в шинах согласно указаниям производителя,Использовать зимние шины летом,
2.5.01-121,en,ru,What can contribute to environmentally-friendly driving?,"If possible, carpool to reduce the number of vehicles on the road. Training can help you to adopt a fuel-efficient driving style. Electric vehicles do not emit any pollutants, so they are particularly environmentally friendly when driving.",Attending a practical driving training session for a fuel-efficient driving style,Using vehicles with an electric drive,Forming car pools,,Что может способствовать экологичному вождению?,"По возможности объединяйтесь в совместные поездки, чтобы уменьшить количество автомобилей на дорогах. Практическое обучение может помочь освоить экономичный стиль вождения. Электромобили во время движения не выбрасывают загрязняющие вещества, поэтому они особенно экологичны.",Участие в практическом тренинге по экономичному стилю вождения,Использование автомобилей с электрическим приводом,Организация совместных поездок,
2.5.01-122,en,ru,How can you save fuel if you drive a car with an automatic gearbox?,Unnecessary acceleration leads to high fuel consumption. Drive in eco mode if available. The car adapts its acceleration behaviour to reduce fuel consumption.,Do not press down hard on the accelerator when moving off,Use the eco mode when driving,Switch off the engine when driving down a gradient,,"Как можно экономить топливо, если Вы управляете автомобилем с автоматической коробкой передач?","Ненужное резкое ускорение приводит к высокому расходу топлива. Используйте режим eco, если он есть. Автомобиль адаптирует разгон, чтобы снизить расход топлива.",Не нажимать резко на педаль газа при трогании,Использовать режим eco во время движения,Выключать двигатель при движении под уклон,
