questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.1.06-002,en,uz,"Why can it be dangerous if you, as the last in a queue, immediately overtake as soon as the oncoming traffic is past?","If a convoy has formed, drivers should basically overtake one after the other. The last of a convoy has the longest overtaking path and must also expect other vehicles starting to overtake in front of him.",Because you must reckon with others in the queue swinging out to overtake,Because the distance needed to overtake might not be sufficient,"Because if you perhaps need to push back into the queue, this could lead to an accident",,,,,,,
2.1.06-003-B,en,uz,What must you remember if you want to overtake?,"In an overtaking maneuver you should make sure that the oncoming lane is free. Be sure that there are no bends or gates as well and you only overtake a car. Watch out for more road users, especially trucks.",The van could start to overtake the vehicle travelling in front of it,Oncoming traffic could appear,"As no oncoming traffic is in sight, you may overtake without hesitation",,,,,,,
2.1.06-004-B,en,uz,Are you allowed to overtake the black car on this autobahn on the right?,"The black car may not be overtaken on the right in this example. On freeways and highways, you may only overtake on the right as an exception. This is the case, for example, when a vehicle queue has formed on the left.","No, because there is no queue of vehicles in the left lane","Yes, if you do not drive faster than 80 km/h","Yes, because there is enough space to overtake",,,,,,,
2.1.06-005-B,en,uz,Both cars are travelling at about 30 km/h. Are you allowed to overtake both before the bend?,"You may go over the broken line. An overtaking process would still be too dangerous here, because the manageable distance to overtake before the turn is too short. You also have to expect that the driver of the light car will start to overtake.",- the distance you need to overtake would be too great,- the light-coloured car could pull out to overtake,- you are not allowed to cross the broken line,,,,,,,
2.1.06-006-B,en,uz,The driver of the overtaking car has evidently made a miscalculation. What must you do?,"The car driver should reduce the speed. Otherwise an accident could occur. If this is not enough, you could additionally fall back on the grass verge on the right.",Brake immediately and veer to the right,Proceed as before,,,,,,,,
2.1.06-007-M,en,uz,You want to overtake. What is the right course of action now?,"As the vehicle behind you has already started the overtaking process, you should refrain from overtaking.",I refrain from overtaking,I accelerate,I maintain my speed,,,,,,,
2.1.06-008-M,en,uz,You want to overtake. What should you do?,Here you can overtake if you can see over the required distance and if there is no oncoming vehicle (limited visibility).,- only if I have a clear view over the necessary stretch of road,- only if there is no oncoming vehicle,"- at the same time, as the [blue car]",,,,,,,
2.1.06-009,en,uz,Why are you not allowed to overtake here?,"In general, you must not overtake if the entire overtaking distance is not visible or the side clearance to other road users cannot be met. Both negative factors are given in the present situation: The assessable track is too short for a safe overtaking maneuver. The minimum distance to the cyclists of 1.5 m cannot be met with oncoming traffic.",Because the visible stretch is not sufficient,Because I would not be able to maintain an adequate distance to the side in the event of oncoming traffic,Because I am not permitted to cross the central line,,,,,,,
2.1.06-010,en,uz,You are being overtaken and the oncoming traffic is getting dangerously close. Despite this the other vehicle continues with the overtaking manoeuvre. What should you do?,"You have to slow down and drive to the right, so that the overtaking vehicle driver can go back into lane on time. In no case should you increase the speed if you are overtaken.",- reduce my speed,- maintain my speed,- increase my speed,,,,,,,
2.1.06-011,en,uz,Why should you brake hard now?,"Since the blue passenger car will most likely get on your lane, you have to slow down immediately and keep to the right.",Because of the car,Because of the truck,Because of the tractor,,,,,,,
2.1.06-012-M,en,uz,What is the right course of action?,"As the car driver, you do not have to dodge to the middle lane when another car pushes you from behind or uses the flash light. You should overtake the blue car and the red van as usual. To change safely to the middle lane, the overtaking process must be completed. Only then you can change.",I overtake [the blue car] and then move into the middle lane,I overtake [the red van] and then move into the middle lane,I brake slightly to prompt the vehicle behind to keep its distance,,,,,,,
2.1.06-013,en,uz,You want to overtake. What is the right course of action now?,"You already indicated and want to overtake the truck. In the rearview mirror you can see a red car approaching on the left lane at high speed. You need to stop the overtaking process immediately and stay behind the truck. If you continue, you force the red car to brake suddenly. He could drive against your car.",I cease the overtaking manoeuvre and remain behind the truck,I accelerate and quickly continue the overtaking manoeuvre,I maintain my speed and continue the overtaking manoeuvre,,,,,,,
2.1.06-014,en,uz,What is the right course of action?,"While overtaking a truck, you observe a fast approaching car in the rearview mirror. It is too late to complete the overtaking process. Accelerate and complete the overtaking process quickly but safely. Basically, subsequent vehicles do not have priority; even not on the freeway.",I quickly continue the overtaking manoeuvre,"I cease the overtaking manoeuvre, and pull back into the right-hand lane","I brake, but continue the overtaking manoeuvre",,,,,,,
2.1.06-015,en,uz,What is the right course of action?,A driver drives dangerously close to you on the left-hand lane and signals his/her overtaking intent with his flash light. You should still overtake the transporter on the mid-lane and then get back into the lane in front of it to defuse the situation.,I overtake the van and then move into the middle lane,I move immediately into the lane to the right,I brake slightly to prompt the vehicle behind to keep its distance,,,,,,,
2.1.06-016-M,en,uz,What should you do now?,"As a vehicle is approaching from the front and want to overtake a car behind you (red), you should slow down and extremely drive far right.",I slow down,I drive as far to the right-side as possible,I accelerate,,,,,,,
2.1.06-017-M,en,uz,Why must you slow down here?,"The oncoming car overtakes despite opposing traffic about 250 m in front of you. You have to reduce your speed and drive to the far right. So, you defuse the situation and give the overtaking car more time and space to complete the overtaking process. The tractor moves away from the intersection and poses no danger.",Because of the overtaking car,Because the maximum permitted speed is 80 km/h,Because of the tractor,,,,,,,
2.1.06-018-M,en,uz,What should you do now?,"If a car overtakes you despite oncoming traffic, you should delay and try to drive to the right as far as possible. This gives the other vehicle enough space to safely complete the overtaking process.",I slow down,I drive as far to the right-side as possible,I accelerate,,,,,,,
2.1.06-019-M,en,uz,Why are you not allowed to overtake in this situation?,You are not allowed to overtake because of the motorbike coming at a fast speed behind you that will overtake you. Also the distance required to overtake is too long in this situation,Because the motorbike wants to overtake me,Because my overtaking distance is too long,Because this is a no-overtaking zone,,,,,,,
