questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.7.05-002,en,uz,When should you check the tyre pressure?,You should check the tyre pressure regularly when the tyres are cold and immediately after each tyre change. It is not necessary to check after every journey.,Regularly when the tyres are cool,Directly after a tyre change,Directly after every journey,,Shina bosimini qachon tekshirishingiz kerak?,"Shina bosimini muntazam, shinalar sovuq bo‘lganda va har bir shina almashtirilgandan keyin darhol tekshirish kerak. Har safardan keyin tekshirish shart emas.","Muntazam, shinalar sovuq bo‘lganda",Shina almashtirilgandan darhol keyin,Har safardan darhol keyin,
2.7.05-004,en,uz,What can be the consequences of having too much or too little air pressure in the tyres of the motorcycle?,The tyre closure increases due to greater friction. The tyre deforms and thus worsens the driving behaviour.,The motorcycle’s handling will be poorer,Tyre wear is increased,The reaction distance is lengthened,,"Mototsikl shinalarida havo bosimi juda ko‘p yoki juda kam bo‘lsa, oqibatlari qanday bo‘lishi mumkin?","Noto‘g‘ri shina bosimi shinaning deformatsiyasiga, ko‘proq yeyilishiga va haydash xususiyatining yomonlashishiga olib keladi.",Mototsiklning boshqaruvi yomonlashadi,Shina yeyilishi ortadi,Reaksiya masofasi uzayadi,
2.7.05-005,en,uz,Your tyre inflation pressure is clearly too low while you driving on public roads. What is the consequence of this?,"A low tyre pressure results that a larger area of the tyre lies on the asphalt while driving. In addition, the tyre no longer has a round shape and can no longer roll cleanly. If the tyre pressure is significantly too low, the driving stability in curves decreases dangerously and the steering behaviour deteriorates.",There will be a considerable deterioration in the vehicle’s manoeuvrability,The vehicle’s stability will be dangerously reduced when cornering,The level of tyre wear will decrease greatly,,Jamoat yo‘llarida ketayotganingizda shina bosimi aniq juda past. Buning oqibati nima?,"Juda past shina bosimi shinaning yo‘lga tegish yuzasini o‘zgartiradi, burilishlarda barqarorlikni xavfli darajada kamaytiradi va boshqaruvni yomonlashtiradi.",Transport vositasining boshqaruvchanligi sezilarli yomonlashadi,Burilishlarda transport vositasi barqarorligi xavfli darajada kamayadi,Shina yeyilishi juda kamayadi,
2.7.05-006,en,uz,What must you check when regularly inspecting your vehicle’s tyres?,"You should check your tires at regular intervals. It is important that you control the external state of the tires, make sure that the tires have no external damage and that the legally required minimum profile depth of 1.6 mm is not undercut.
Especially in front of longer journeys or with a higher load, you should make sure to check the tire pressure beforehand.",The air pressure,The tread depth,For external damage,,Transport vositangiz shinalarini muntazam tekshirganda nimani tekshirishingiz kerak?,"Shinalarni muntazam tekshirganda havo bosimi, protektor chuqurligi va tashqi shikastlanishlarga e’tibor berish kerak.",Havo bosimini,Protektor chuqurligini,Tashqi shikastlanishlarni,
2.7.05-007,en,uz,A tyre’s adhesion to the road surface depends on what?,"The liability of a tire on the road is heavily dependent on the road conditions and the weather conditions. It is best to liability a tire on a dry road. However, wetness, snow, ice, bumps or dirt can severely affect tire liability. The tire temperature also plays an important role in liability because it influences the properties of the rubber compound. Summer tires could become harder at low temperatures and reduce their liability, while winter tires could wear out faster at high temperatures.",On the tyre temperature,On the road conditions,On the weather conditions,,Shinaning yo‘l yuzasiga ilashishi nimaga bog‘liq?,"Shinaning ilashishi shina harorati, yo‘l holati va ob-havo sharoitlariga bog‘liq. Namlik, qor, muz, notekislik yoki kir ilashishni kamaytiradi.",Shina haroratiga,Yo‘l holatiga,Ob-havo sharoitlariga,
2.7.05-008,en,uz,What can cause a gradual loss in tyre inflation pressure?,"Damage to the tire by e.g. a nail or similar foreign bodies can lead to the loss of tire filling pressure. By driving with high speeds on highways, the tire heats up and the tire pressure becomes higher. This can escape air creeping if the valve cap is missing.",Driving on the motorway with a missing valve cap,A foreign body in the tyre,Accelerating quickly and frequently,,Shina bosimining asta-sekin yo‘qolishiga nima sabab bo‘lishi mumkin?,Shinaga kirgan begona jism yoki ventil qalpoqchasi yo‘qligi sabab havo asta-sekin chiqishi mumkin. Tez-tez keskin tezlanish bunga odatiy sabab emas.,Ventil qalpoqchasi yo‘q holda avtomagistralda haydash,Shinadagi begona jism,Tez-tez keskin tezlanish,
2.7.05-101,en,uz,What should be noted when changing a tyre using a car jack?,"To attach the jack, the vehicle driver must use the mounting points provided by the manufacturer. A safe surface with anti-slip properties is absolutely necessary for this.",The car jack may only be applied at the positioning points specified by the vehicle manufacturer,The ground surface must always be stable and skid-resistant,The car jack must always be placed at the mid-point of the vehicle's length,,Domkrat yordamida shina almashtirganda nimani yodda tutish kerak?,Domkrat faqat ishlab chiqaruvchi ko‘rsatgan joylarga qo‘yilishi kerak. Zamin mustahkam va sirpanmaydigan bo‘lishi shart.,Domkrat faqat transport vositasi ishlab chiqaruvchisi ko‘rsatgan joylarga qo‘yilishi mumkin,Zamin har doim mustahkam va sirpanmaydigan bo‘lishi kerak,Domkrat har doim transport vositasi uzunligining o‘rtasiga qo‘yilishi kerak,
2.7.05-102,en,uz,You have to remove a defective tyre. In what sequence should you proceed?,Secure the vehicle against rolling away unintentionally. Put the jack on. Loosen the wheel nuts while the vehicle is still in contact with the ground. Lift with the help of the jack. Unscrew the wheel nuts.,"Secure the vehicle against rolling away, position the car jack, loosen the wheel nuts, jack up the vehicle, remove the wheel nuts","Secure the vehicle against rolling away, position the car jack, jack up the vehicle, loosen the wheel nuts, remove the wheel nuts","Position the car jack, secure the vehicle against rolling away, loosen the wheel nuts, jack up the vehicle, remove the wheel nuts",,Nosoz shinani yechishingiz kerak. Qaysi ketma-ketlikda harakat qilasiz?,"Avval transport vositasini dumalab ketishdan himoyalang, domkratni qo‘ying, g‘ildirak yerda turgan paytda gaykalarni bo‘shating, keyin ko‘taring va gaykalarni yeching.","Transport vositasini dumalab ketishdan himoyalash, domkratni qo‘yish, g‘ildirak gaykalarini bo‘shatish, transport vositasini ko‘tarish, g‘ildirak gaykalarini yechish","Transport vositasini dumalab ketishdan himoyalash, domkratni qo‘yish, transport vositasini ko‘tarish, g‘ildirak gaykalarini bo‘shatish, g‘ildirak gaykalarini yechish","Domkratni qo‘yish, transport vositasini dumalab ketishdan himoyalash, g‘ildirak gaykalarini bo‘shatish, transport vositasini ko‘tarish, g‘ildirak gaykalarini yechish",
2.7.05-103,en,uz,What does the red symbol on the tyre indicate?,The symbol means that this tyre is suitable for winter weather conditions and supports the driving characteristics even in snow. Snow chains are not required.,- is suitable for wintry weather conditions,- also assists driving performance in snowy conditions,- may only be used in combination with snow chains,,Shinadagi qizil belgi nimani bildiradi?,Bu belgi shina qishki ob-havo sharoitlariga mosligini va qorli sharoitda haydash xususiyatlarini qo‘llab-quvvatlashini bildiradi. Qor zanjirlari majburiy degani emas.,- qishki ob-havo sharoitlariga mos,- qorli sharoitda ham haydash xususiyatlarini qo‘llab-quvvatlaydi,- faqat qor zanjirlari bilan birga ishlatilishi mumkin,
2.7.05-104,en,uz,To what must you pay particular attention when driving with winter tyres?,"With winter tyres, you must ensure that you do not exceed the maximum permitted speed for the tyres. You can check this in the speed index.",- not exceed the permissible maximum speed for these tyres,- not exceed 80 km/h,- only drive as fast as when I am using snow chains,,Qishki shinalar bilan haydaganda nimaga alohida e’tibor berish kerak?,Qishki shinalar uchun ruxsat etilgan maksimal tezlikdan oshmaslik kerak. Buni tezlik indeksidan bilish mumkin.,- bu shinalar uchun ruxsat etilgan maksimal tezlikdan oshmaslik,- 80 km/soatdan oshmaslik,- faqat qor zanjirlari bilan yurgandagi tezlikda haydash,
