questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.1.04-111,en,uz,What should you do in this kind of visibility?,"In poor visibility conditions, you must first reduce your speed. If you are blinded by an oncoming vehicle, you should look to the right-hand side of the road so that you do not leave the road. You must not switch on your high beams here.",I reduce my speed,I keep towards the right-hand edge of the carriageway,I switch on my main beam lights,,Bunday ko‘rinishda nima qilishingiz kerak?,"Ko‘rinish yomon bo‘lganda, avvalo tezlikni kamaytirishingiz kerak. Qarshidan kelayotgan transport vositasi sizni ko‘r qilsa, yo‘ldan chiqib ketmaslik uchun yo‘lning o‘ng chetiga qarang. Bu yerda uzoqni yorituvchi faralarni yoqish mumkin emas.",Tezligimni kamaytiraman,Qatnov qismining o‘ng chetiga yaqin yuraman,Uzoqni yorituvchi faralarni yoqaman,
1.1.05-001,en,uz,Where does driving fast often lead to accidents?,"Excessive speed is one of the main causes of accidents. The faster you drive, the longer your braking distance and the less time you have to react to other road users. At too high a speed, you can be carried out of the bend by centrifugal force. On slippery and wet roads, you lose traction and control of the car at high speed.",At crossroads and junctions,At pedestrian crossings,On bends,,Tez haydash ko‘pincha qayerda avariyaga olib keladi?,"Haddan tashqari tezlik avariyalarning asosiy sabablaridan biridir. Qancha tez yursangiz, tormoz yo‘li shuncha uzayadi va boshqa harakat ishtirokchilariga javob qaytarish uchun vaqt shuncha kamayadi. Juda yuqori tezlikda markazdan qochma kuch sizni burilishdan chiqarib yuborishi mumkin. Sirpanchiq va ho‘l yo‘lda yuqori tezlikda shinalarning ilashishi va avtomobil boshqaruvi yo‘qoladi.",Chorraha va kesishmalarda,Piyodalar o‘tish joylarida,Burilishlarda,
1.1.05-002,en,uz,Where is fast driving particularly dangerous?,"In blind bends, fast driving is particularly dangerous because suddenly appearing obstacles are seen too late. High speed can also be dangerous at road narrowings, as there is not always enough braking distance available. Also, do not underestimate the risk of skidding due to uneven road surfaces at level crossings.",At blind corners,At road narrowings,At level crossings,,Qayerda tez haydash ayniqsa xavfli?,"Ko‘rinishi cheklangan burilishlarda tez haydash ayniqsa xavfli, chunki kutilmaganda paydo bo‘lgan to‘siqlar juda kech ko‘rinadi. Yo‘l toraygan joylarda ham yuqori tezlik xavfli bo‘lishi mumkin, chunki tormoz yo‘li yetarli bo‘lmasligi mumkin. Temiryo‘l kesishmalarida notekis yo‘l sabab sirpanish xavfini ham mensimang.",Ko‘rinishi cheklangan burilishlarda,Yo‘l toraygan joylarda,Temiryo‘l kesishmalarida,
1.1.05-003,en,uz,How do you take tight bends?,"You should reduce your speed before entering a tight bend and only accelerate again when entering the straight, if visibility permits. Be aware that abrupt braking in a bend can cause your vehicle to skid.",Reduce speed before reaching the bend,Only accelerate again when the road straightens out,Reduce speed only when you reach the centre of the bend,,Tor burilishlardan qanday o‘tasiz?,"Tor burilishga kirishdan oldin tezlikni kamaytirishingiz va ko‘rinish ruxsat etsa, yo‘l yana to‘g‘rilanganda qayta tezlashishingiz kerak. Burilish ichida keskin tormozlash avtomobilning sirpanishiga olib kelishi mumkinligini unutmang.",Burilishga yetib borishdan oldin tezlikni kamaytiraman,Yo‘l yana to‘g‘rilanganda qayta tezlashaman,Faqat burilishning o‘rtasiga yetganda tezlikni kamaytiraman,
1.1.05-103,en,uz,What must you be aware of?,You may only pass a bus at a bus stop with its hazard lights on at walking speed and with increased attention. Passengers may step out into the road in front of the bus or rush to catch it. They often do not pay attention to the traffic.,Pedestrians could cross the road,I may drive past the bus at walking speed,I may not drive past the bus,,Nimaga e’tibor berishingiz kerak?,Bekatda avariya chiroqlari yoqilgan avtobusdan faqat piyoda tezligida va yanada kuchli e’tibor bilan o‘tishingiz mumkin. Yo‘lovchilar avtobusning oldidan yo‘lga chiqib qolishi yoki unga ulgurish uchun yugurib kelishi mumkin. Ular ko‘pincha yo‘l harakatiga e’tibor bermaydi.,Piyodalar yo‘lni kesib o‘tishi mumkin,Avtobus yonidan faqat piyoda tezligida o‘tishim mumkin,Avtobus yonidan umuman o‘ta olmayman,
1.1.05-105,en,uz,What do you have to be aware of in this situation?,"If a bus stops at a bus stop, you must always approach carefully. You have to stop behind the bus and you are only allowed to go past it at walking pace when you are sure you're not endangering anyone. The set hazard warning lights show: The stop is dangerous. This way, school buses warn from children who are getting off. They could suddenly come out in front of the bus and cross the lane or run to the bus to catch it.",I look out for people who could walk onto the road,I may only pass the bus at walking speed,I may not drive past the bus,,Bu vaziyatda nimaga e’tibor berishingiz kerak?,"Agar avtobus bekatda to‘xtasa, har doim ehtiyotkorlik bilan yaqinlashing. Avtobus orqasida to‘xtashingiz kerak va faqat hech kimga xavf tug‘dirmasligingizga ishonch hosil qilganingizdan keyingina uni piyoda tezligida chetlab o‘tishingiz mumkin. Yoqilgan avariya chiroqlari bekat xavfli ekanini bildiradi. Shu tariqa, maktab avtobuslari tushayotgan bolalar haqida ogohlantiradi. Ular to‘satdan avtobusning oldidan chiqib, yo‘lni kesib o‘tishi yoki avtobusga yetib olish uchun yugurib kelishi mumkin.",Yo‘lga chiqib qolishi mumkin bo‘lgan odamlarni kuzataman,Avtobus yonidan faqat piyoda tezligida o‘tishim mumkin,Avtobus yonidan o‘ta olmayman,
1.1.05-107-M,en,uz,What must you be aware of here?,"They are crossing a residential area. The road is wide and tempts them to drive fast. But be careful: playing children can suddenly jump onto the road. If you drive too fast, you will not be able to react and brake in time. You may also overlook crossroads or junctions. In residential areas, ""right before left"" often applies: you must give way to vehicles coming from the right.",Of vehicles speeding,That junctions will not be noticed,That children may run onto the road,,Bu yerda nimaga e’tibor berishingiz kerak?,"Siz turar joy hududidan o‘tyapsiz. Yo‘l keng va tez haydashga undaydi. Ammo ehtiyot bo‘ling: o‘ynayotgan bolalar to‘satdan yo‘lga yugurib chiqishi mumkin. Juda tez yursangiz, vaqtida javob berib tormozlay olmaysiz. Shuningdek, chorraha yoki kesishmalarni ko‘zdan qochirishingiz mumkin. Turar joy hududlarida ko‘pincha “o‘ngdan kelganga yo‘l ber” qoidasi amal qiladi: o‘ngdan kelayotgan transport vositalariga yo‘l berishingiz kerak.",Tez kelayotgan transport vositalariga,Kesishmalarni payqamay qolishga,Bolalar yo‘lga yugurib chiqishiga,
1.1.06-002,en,uz,Is it irresponsible to overtake a truck and trailer a short distance before a crossroads?,Under no circumstances should you start an overtaking manoeuvre just before a crossing. There is an increased risk of accidents. This applies especially to overtaking trucks. You may not be able to see cross-traffic or traffic signs.,"Yes, because the truck and trailer can obscure the view of important traffic signs","Yes, because the truck and trailer can obscure the view of the crossing traffic","No, because trucks and trailers mostly drive at low speed",,Chorrahaga ozgina qolganda yuk mashinasi va tirkamasini quvib o‘tish mas’uliyatsizlikmi?,Hech qanday holatda kesishma oldidan quvib o‘tishni boshlamaslik kerak. Avariya xavfi ortadi. Bu ayniqsa yuk mashinalarini quvib o‘tishda to‘g‘ri. Siz yonlama harakatni yoki yo‘l belgilarini ko‘rmay qolishingiz mumkin.,"Ha, chunki yuk mashinasi va tirkama muhim yo‘l belgilarini to‘sib qo‘yishi mumkin","Ha, chunki yuk mashinasi va tirkama kesishayotgan transport oqimini to‘sib qo‘yishi mumkin","Yo‘q, chunki yuk mashinalari va tirkamalar odatda past tezlikda yuradi",
1.1.06-005-M,en,uz,Why are you not allowed to overtake now?,You are not allowed to overtake because the cyclist could turn and the oncoming traffic is not detected in time.,Because [the cyclist] could turn off to the left,Because I am not able to see possible oncoming traffic in good enough time,Because of the very poor condition of the left-side road surface,,Nega hozir quvib o‘tish mumkin emas?,"Quvib o‘tish mumkin emas, chunki velosipedchi burilib ketishi mumkin va qarama-qarshi harakatni vaqtida ko‘rib bo‘lmaydi.",Chunki [velosipedchi] chapga burilib ketishi mumkin,Chunki qarshidan kelayotgan ehtimoliy transportni vaqtida ko‘ra olmayman,Chunki yo‘lning chap tomondagi qoplamasi juda yomon,
1.1.06-103,en,uz,What mistakes make overtaking dangerous even on clear and straight roads?,"Overtaking maneuvers are dangerous even on straight and open roads. This is especially true if oncoming traffic approaches you. The speed of oncoming vehicles is difficult to assess. Often the duration of the overtaking maneuver is underestimated. If you take too long, dangerous situations for you and for others can arise. Before you start overtaking another vehicle, make sure that the opposite lane is clear and you can finish the overtaking maneuver quickly. Otherwise you wait.",The distance of an oncoming vehicle is overestimated,You underestimate your overtaking distance,You overestimate your overtaking distance,,Aniq va to‘g‘ri yo‘llarda ham quvib o‘tishni xavfli qiladigan xatolar qaysilar?,"Quvib o‘tish to‘g‘ri va yaxshi ko‘rinadigan yo‘llarda ham xavfli. Ayniqsa, qarshidan transport yaqinlashganda. Qarshidan kelayotgan transport tezligini baholash qiyin. Ko‘pincha quvib o‘tish davomiyligi kam baholanadi. Agar bu juda uzoq cho‘zilsa, siz va boshqalar uchun xavfli vaziyat yuzaga keladi. Quvib o‘tishni boshlashdan oldin qarshi yo‘lak bo‘sh ekaniga va manevrni tez yakunlay olishingizga ishonch hosil qiling. Aks holda kuting.",Qarshidan kelayotgan transportgacha bo‘lgan masofa ortiqcha baholanadi,Siz quvib o‘tish masofangizni kam baholaysiz,Siz quvib o‘tish masofangizni ortiqcha baholaysiz,
