questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.32-204,en,uz,What do you have to do when exiting a construction site in your vehicle?,When leaving a construction site you should ensure that no charge can fall down and clean the tires and lighting equipment. Also remove jammed stones between the dual tires. All three answers are correct.,- clean the tyres and the lighting systems,- remove any stones jammed into between twin tyres,- ensure that none of the load can fall off,,,,,,,
2.2.32-205,en,uz,How should you behave when you leave a construction site with your vehicle?,"When leaving a construction site, it is important to clean the lighting equipment to ensure that you are clearly visible to other road users and that road safety is not compromised. Removing stones trapped between the twin tires prevents them from being thrown out while driving, causing damage to other vehicles or causing accidents. In addition, loaded bulk material must be adequately covered to prevent material from falling onto the road while driving and thus posing a danger to following traffic. These measures serve to protect all road users and help prevent pollution and hazards in road traffic.",- clean the lighting equipment,- remove stones stuck between the twin tyres,- ensure that loaded bulk material is adequately covered,,,,,,,
2.2.32-401,en,uz,What must you do to avoid soiling the roadway?,Coming soon...,Remove loose earth from the tyres before leaving the field,Clean working equipment before leaving the field,"When it rains, only use truck tractors with twin tyres",,,,,,,
2.2.32-402,en,uz,"When driving your agricultural vehicle, you could not avoid soiling the roadway. What must you do?",Coming soon...,Take immediate measures to clean up the soiled area,Adequately mark the dangerous spot until the soilage is removed,Secure the dangerous spot by a warning triangle until the rain has washed the dirt away,,,,,,,
2.2.32-403,en,uz,You have dirtied the public highway with your agricultural vehicle. This is endangering or impeding traffic. What do you have to do?,Clean up the area and mark it visibly to eliminate a hazard.,- remove such dirt without delay,- adequately indicate the dirty area until the dirt can be removed,- always notifiy the office of public order of such soiling,,,,,,,
2.2.34-001-M,en,uz,What is the right course of action in this situation?,"It can be seen that the accident scene has already been adequately secured. For this reason, you should not brake sharply as this is unnecessary in this situation. A strong deceleration would only increase the risk of further accidents (especially rear-end collisions), since subsequent motorists do not expect a braking maneuver. While driving, photographing the accident is prohibited.",I continue driving as before,I brake hard immediately,I take a photograph of the scene of the accident,,,,,,,
2.2.34-002-M,en,uz,What is the right course of action now?,"On the right lane there was an accident and you drive towards the still unsecured accident site. Since the situation is not completely clear to you, you must reduce your speed. Drive as far to the left as possible to keep enough distance to the right-hand vehicles.",I reduce my speed,I continue driving as far to the left as possible,I continue driving as before,,,,,,,
2.2.34-003-M,en,uz,What is the right course of action now?,"In the event of an accident, you should always play it safe and increase the safe distance as well as reduce your speed in case someone runs into the lane.",I reduce my speed further,I drive as far to the left as possible,I continue driving just as before,,,,,,,
2.2.34-101,en,uz,Your vehicle has collided with a wild animal. What is the right course of action here?,"After a deer accident, you should switch on the hazard warning lights, put on a high-visibility waistcoat and set up a warning triangle to secure the accident site. You should notify the police, describe your accident and give your exact location.",I secure the scene of the accident,I notify the police,I load the animal into my vehicle,,,,,,,
2.2.34-102,en,uz,Why should you always carry the European accident report form with you on your journey?,"The European Accident Report should be carried at all times, because it makes it easier to record accidents with people involved in the accident who speak other languages, and it enables the accident to be recorded independently.",- makes it easier to document the accident with foreign-speaking parties involved in the accident,- enables the parties involved to independently document the accident,- unambiguously clarifies the issue of liability at the scene of the accident,,,,,,,
2.2.34-103,en,uz,How does an eCall system work in the event of a serious accident?,"In the event of severe car accidents, for which, for example, airbags trigger, the ECALL system automatically sets a 112 emergency call. He transmits the accident clock time and the exact location.
Alternatively, vehicle occupants can also trigger an SOS signal manually-for example with a heart attack by the passenger.",- the position of the motor vehicle,- the time of the accident,- the severity of the injuries of the persons in the motor vehicle,,,,,,,
2.2.34-104,en,uz,In what situation is the eCall system designed to be triggered manually?,"The emergency call system can also be triggered manually in the event of an urgent medical problem, e.g. with a heart attack of the moving, passing or as a helping, in a serious accident.",If I am witness to a serious accident,If a passenger suffers a medical emergency,If my vehicle sustains a puncture,,,,,,,
2.2.34-201,en,uz,You have an accident on the autobahn with your truck. In which order do you proceed?,"In an accident with your truck on a highway, you should immediately stop, secure traffic and make out about the accident and potential injuries to help.","Stop immediately, ensure traffic safety, check the effects of the accident and help any injured persons","Stop immediately, find witnesses, ensure traffic safety and help injured persons","Stop, call the police, switch on your hazard warning lights and wait",,,,,,,
2.2.34-203,en,uz,"While you are travelling on the autobahn, your passengers tell you there is smoke in the bus. What must you do?",Coming soon...,Stop immediately on the hard shoulder and secure the vehicle at a sufficient distance,Direct your passengers to a location at a safe distance away from the bus and autobahn,Drive on to the next petrol station to get help,,,,,,,
