questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.7.02-028,en,uz,The noise of the exhaust has suddenly become louder than usual. What do you do?,It is likely that the exhaust system is broken or rusted. A rusted exhaust system can endanger other road users if parts fall off. The exhaust must be checked and repaired. The air filter cannot be the cause of the loud exhaust sound.,Check the exhaust system,Nothing because nobody is endangered,Renew the engine air filter,,Chiqindi tizimi shovqini to‘satdan odatdagidan balandroq bo‘ldi. Nima qilasiz?,"Chiqindi tizimi nosoz bo‘lsa, shovqin ortadi va qismlar qatnov qismiga tushib ketishi mumkin. Nosozlikni darhol ta’mirlattirish kerak.",Chiqindi tizimini darhol ta’mirlattirish,Shovqinga e’tibor bermay davom etish,Faqat sekin haydash,
2.7.02-029,en,uz,"If the horn does not work, what can be the reason?","If the horn of your vehicle does not work, it may be due to a faulty fuse or a faulty switch. A malfunction on the starter has no effect on the function of the horn.",Blown fuse,The horn's operating device is defective,Defective starter,,"Signal ishlamasa, bunga nima sabab bo‘lishi mumkin?","Signal ishlamasligiga sug‘urta kuyishi, signal qurilmasi yoki elektr ulanishidagi nosozlik sabab bo‘lishi mumkin.",Sug‘urta kuygan,Signal qurilmasi nosoz,Elektr ulanishida nosozlik bor,
2.7.02-030,en,uz,"When braking, you note that your vehicle pulls to the right. What should you do?","A defective brake system poses a significant risk, which can lead to accidents. The car driver must have the problem remedied in a specialist workshop.",I go to a car workshop,"I do not need to fix the problem, as long as I can compensate by counter-steering",I oil the brake pads,,Tormozlaganda transport vositangiz o‘ngga tortayotganini sezdingiz. Nima qilishingiz kerak?,"Tormozlar bir tomonlama ishlasa, transport vositasi yo‘ldan chiqib ketishi mumkin. Tormoz tizimini darhol ustaxonada tekshirtiring.",Tormoz tizimini darhol tekshirtirish,Faqat past tezlikda davom etish,Faqat parkovka tormozidan foydalanish,
2.7.02-031,en,uz,What can cause an excessively large brake cylinder stroke?,One cause of an excessive brake cylinder stroke is a worn out bearing of the transmission devices and a failure of the automatic slack adjuster. Too high a reservoir pressure does not affect too much brake cylinder stroke.,A defective automatic slack adjuster,Worn mountings on the transmission system,Excessively high reservoir pressure,,Tormoz silindri yurishi haddan tashqari katta bo‘lishiga nima sabab bo‘lishi mumkin?,"Tormoz silindri yurishining ortishi tormoz sozlamasi noto‘g‘ri, tormoz kolodkalari yeyilgan yoki tormoz mexanizmida nosozlik borligini bildirishi mumkin.",Tormoz sozlamasi noto‘g‘ri,Tormoz kolodkalari yeyilgan,Tormoz mexanizmi nosoz,
2.7.02-033,en,uz,The brake light of your vehicle is not working. What could be the cause of this?,"A functioning brake light is significant for the participation in traffic. If the car driver notices a fault on the vehicle, a direct replacement of the corresponding parts must take place. As a cause defective bulbs and broken fuses come into question.",The relevant fuse is defective,The bulb is defective,The fill level of the brake fluid is too low,,Transport vositangizning tormoz chirog‘i ishlamayapti. Bunga nima sabab bo‘lishi mumkin?,"Tormoz chirog‘i ishlamasligiga lampochka nosozligi, sug‘urta kuyishi yoki tormoz chirog‘i kaliti nosozligi sabab bo‘lishi mumkin.",Lampochka nosoz,Sug‘urta kuygan,Tormoz chirog‘i kaliti nosoz,
2.7.02-034,en,uz,What must you do if the oil pressure warning light fails to switch off after starting the engine?,"To avoid damage to the engine, stop the engine immediately and check the engine oil level.",I shut down the engine immediately,I check the engine oil level,I continue driving until the next oil change,,Shinalar juda tez yeyilayotganini sezdingiz. Bunga nima sabab bo‘lishi mumkin?,"Tez shina yeyilishiga noto‘g‘ri havo bosimi, g‘ildirak sozlamasi noto‘g‘ri yoki osma qismlaridagi nosozlik sabab bo‘lishi mumkin.",Shina bosimi noto‘g‘ri,G‘ildirak sozlamasi noto‘g‘ri,Osma qismlari nosoz,
2.7.02-035,en,uz,When it is necessary to check the braking system of your motorcycle immediately?,"The brake indicator light warns of a defective brake system; if it lights up while driving, you should have the vehicle checked immediately. If the brakes are applied on one side, the vehicle cannot keep to the lane. Have the brake system checked.",If the brake fluid level in the reservoir has dropped considerably,If no pressure point is felt when pulling the brake lever,If the brake control light illuminates while you are driving,,"Transport vositangizning chiroqlari ishlamasa, bunga nima sabab bo‘lishi mumkin?","Chiroqlar ishlamasligiga lampochka kuyishi, sug‘urta nosozligi yoki elektr ulanishidagi uzilish sabab bo‘lishi mumkin.",Lampochka nosoz,Sug‘urta kuygan,Elektr ulanishida nosozlik bor,
2.7.02-036,en,uz,How do you properly perform a visual check to ensure the brake lights are working?,"To make sure that both the hand and foot brake lights are working, operate and check them one after the other. If you apply both brakes at the same time, you cannot be sure that both brakes activate the brake light",- the hand and footbrake one after the other,- the hand and footbrake simultaneously,- either the handbrake or the footbrake,,"Faralar noto‘g‘ri sozlangan bo‘lsa, oqibati qanday bo‘lishi mumkin?",Noto‘g‘ri sozlangan faralar qarama-qarshi transportni qamashtirishi yoki yo‘lni yetarlicha yoritmasligi mumkin.,Qarama-qarshi transportni qamashtirishi mumkin,Yo‘l yetarli yoritilmasligi mumkin,Yoqilg‘i sarfi kamayadi,
2.7.02-037,en,uz,One of your wheels has collided heavily against a kerb. What should you note?,"If you have hit a hard obstacle, you should immediately have the tyre and rim checked for possible damage to ensure safe driving.
If the wheel has been damaged in the collision, it could have a negative effect on the vehicle's handling. If the tyre is only slightly or not obviously damaged, it could still lose air gradually.",The vehicle should be checked in a garage,The handling of the vehicle could be negatively affected,The tyre could have a slow puncture,,"Old oyna tozalagichlar yomon ishlasa, nima qilishingiz kerak?","Oyna tozalagichlar oynani toza artmasa, ko‘rinish yomonlashadi. Tozalagich rezinalarini tekshiring va zarur bo‘lsa almashtiring.",Tozalagich rezinalarini tekshirish,Zarur bo‘lsa almashtirish,Yomg‘irda tezroq haydash,
2.7.02-038,en,uz,The tail light of your vehicle is not working. What could be the cause of this?,A blown fuse or a defective bulb can be the cause of a tail light failure.,The relevant fuse is faulty,The bulb is defective,The main beam light switch is faulty,,"Tormoz pedalining qarshiligi odatdagidan yumshoq bo‘lsa, nima qilishingiz kerak?",Tormoz pedalining yumshashi tormoz tizimida havo yoki suyuqlik yo‘qotilishi borligini bildirishi mumkin. Safarni davom ettirmasdan tizimni ta’mirlattiring.,Safarni davom ettirmaslik,Tormoz tizimini ta’mirlattirish,Faqat tormoz suyuqligini to‘ldirib davom etish,
