questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.2.09-017,en,uz,Two vehicles approach one another at an intersection. Both vehicles want to turn left. In what exceptional case do they have to turn one after the other?,"Always turn in front of each other. If the traffic situation or the design of the intersection, e.g. lane markings, requires it, you must turn one behind the other.",If the road traffic situation demands it,If the layout of the intersection demands it,If the vehicles are crossing over an equal priority intersection,,Ikki transport vositasi chorrahada bir-biriga yaqinlashmoqda. Ikkalasi ham chapga burilmoqchi. Qaysi istisno holatda ular bir-birining ortidan burilishi kerak?,"Odatda har doim bir-birining oldidan buriladi. Agar yo‘l harakati vaziyati yoki chorrahaning tuzilishi, masalan yo‘lak chiziqlari, talab qilsa, bir-birining ortidan burilish kerak.",Agar yo‘l harakati vaziyati shuni talab qilsa,Agar chorrahaning tuzilishi shuni talab qilsa,Agar transport vositalari teng ustunlikdagi chorrahadan o‘tayotgan bo‘lsa,
1.2.09-018,en,uz,Two vehicles approach one another at an intersection. Both vehicles want to turn left. What must both drivers do in the normal case?,"If two left-turning vehicles come towards each other, they turn in front of each other (tangentially).",- turn in front of one another,- turn behind one another,- communicate with one another to agree the mode of turning,,Ikki transport vositasi chorrahada bir-biriga yaqinlashmoqda. Ikkalasi ham chapga burilmoqchi. Odatdagi holatda ikkala haydovchi nima qilishi kerak?,"Agar chapga burilmoqchi bo‘lgan ikki transport vositasi bir-biriga qarab kelsa, ular bir-birining oldidan, ya’ni tangensial tarzda buriladi.",- bir-birining oldidan burilish,- bir-birining ortidan burilish,- burilish tartibini kelishish uchun bir-biri bilan aloqa qilish,
1.2.09-019-M,en,uz,You want to turn left. What driving line should you maintain?,Use the right-hand driving line. The left-hand driving line is intended for oncoming traffic.,The right driving line,The left driving line,Both driving lines are possible,,Siz chapga burilmoqchisiz. Qaysi harakat chizig‘ini saqlashingiz kerak?,O‘ng tomondagi harakat chizig‘idan foydalaning. Chap tomondagi harakat chizig‘i qarama-qarshi transport uchun mo‘ljallangan.,O‘ng harakat chizig‘i,Chap harakat chizig‘i,Ikkala harakat chizig‘i ham mumkin,
1.2.09-020-M,en,uz,To which road user must you give way here?,"When turning, you must give priority to oncoming traffic and cross traffic - in this case cyclists and pedestrians.
Although your traffic lights are green, you must wait until the pedestrian has crossed the road. Pedestrians have priority over turning vehicles.",[The pedestrian],[The cyclist],The bus,,Bu yerda qaysi yo‘l harakati ishtirokchisiga yo‘l berishingiz kerak?,"Burilayotganda siz qarama-qarshi va kesishuvchi harakatga — bu holatda velosipedchilar va piyodalarga — ustunlik berishingiz kerak. Svetoforingiz yashil bo‘lsa ham, piyoda yo‘lni kesib o‘tguncha kutishingiz kerak. Piyodalar burilayotgan transport vositalaridan ustunlikka ega.",[Piyoda]ga,[Velosipedchi]ga,Avtobusga,
1.2.09-021-M,en,uz,You want to leave the roundabout at this exit. What is the right thing to do?,"When leaving the roundabout, crossing walkers and cyclists have priority.
You must therefore allow cyclists and walkers to cross the carriageway.",I must allow [the pedestrian] to cross the road,I must allow [the cyclist] to cross the road,I have priority over the road users crossing the road,,Siz aylanma yo‘ldan shu chiqishda chiqmoqchisiz. To‘g‘ri harakat qanday?,Aylanma yo‘ldan chiqayotganda yo‘lni kesib o‘tayotgan piyodalar va velosipedchilar ustunlikka ega. Shuning uchun velosipedchilar va piyodalarga qatnov qismini kesib o‘tishga imkon berishingiz kerak.,[Piyoda]ga yo‘lni kesib o‘tishga imkon berishim kerak,[Velosipedchi]ga yo‘lni kesib o‘tishga imkon berishim kerak,Yo‘lni kesib o‘tayotgan harakat ishtirokchilaridan men ustunman,
1.2.09-022-M,en,uz,You want to turn right here. What is correct?,You must let both pedestrians cross the road. They do not change their direction of movement and therefore have priority over you.,I have to let both [pedestrians] cross the road,I only have to let [the oncoming pedestrian] cross the road,I have right of way over both [pedestrians],,Siz bu yerda o‘ngga burilmoqchisiz. Qaysi javob to‘g‘ri?,Ikkala piyodani ham yo‘lni kesib o‘tishga qo‘yib yuborishingiz kerak. Ular o‘z harakat yo‘nalishini o‘zgartirmaydi va shu sabab sizdan ustunlikka ega.,Ikkala [piyoda]ga ham yo‘lni kesib o‘tishga imkon berishim kerak,Faqat [qarshidan kelayotgan piyoda]ga yo‘lni kesib o‘tishga imkon berishim kerak,Ikkala [piyoda]dan ham men ustunman,
1.2.09-101,en,uz,What can give rise to particularly dangerous situations where several lanes turn off?,Drive at moderate speed into multi-lane turns. At too fast a pace you could get out of your lane and get into the lane of parallel driving vehicles. Avoid a lane change within this turning situation. There is a risk that a vehicle is directly behind you in your blind spot.,Driving too fast,Changing lanes while performing the turn,Keeping exactly to your lane,,Bir nechta yo‘lak buriladigan joylarda ayniqsa xavfli vaziyatlarga nima sabab bo‘lishi mumkin?,"Ko‘p yo‘lakli burilishlarga o‘rtacha tezlikda kiring. Juda yuqori tezlikda o‘z yo‘lagizdan chiqib ketib, parallel harakatlanayotgan transport vositalari yo‘lagiga kirib qolishingiz mumkin. Burilish jarayonida yo‘lak almashtirishdan saqlaning. Ko‘r nuqtangizda transport vositasi bevosita ortingizda bo‘lishi xavfi bor.",Juda tez haydash,Burilish vaqtida yo‘lak almashtirish,O‘z yo‘lagiga aniq rioya qilish,
1.2.09-103-B,en,uz,All three vehicles want to turn left. Which is in the correct lane?,"Only the yellow car merged into the lane correctly. He passed right, as it says on the road sign on the safety island, in order to then get in proper lane as left as possible to prepare his turn to the left. The green car is completely wrong on the rails; In this situation, the truck may only drive straight ahead or turn right.",The yellow car,The truck,The green car,,Uchala transport vositasi ham chapga burilmoqchi. Qaysi biri to‘g‘ri yo‘lakda?,"Faqat sariq avtomobil yo‘lakka to‘g‘ri joylashgan. U xavfsizlik orolchasidagi yo‘l belgisiga muvofiq o‘ngdan o‘tib, chapga burilishga tayyorlanish uchun imkon qadar chapga to‘g‘ri joylashgan. Yashil avtomobil relslar ustida mutlaqo noto‘g‘ri joylashgan; bu vaziyatda yuk mashinasi faqat to‘g‘ri yurishi yoki o‘ngga burilishi mumkin.",Sariq avtomobil,Yuk mashinasi,Yashil avtomobil,
1.2.09-104-B,en,uz,"After turning left, you want to turn immediately right. How should you position your vehicle?","If you want to turn right again immediately after turning left, you get in proper lane on the right, if there are two lanes for turning left. Otherwise, keep as far to the right as possible. This is the only way you can turn right after a left turn without hindering other road users.",- the red car,- the green car,- the blue car,,Chapga burilgandan keyin darhol o‘ngga burilmoqchisiz. Transport vositangizni qanday joylashtirishingiz kerak?,"Agar chapga burilgandan keyin darhol yana o‘ngga burilmoqchi bo‘lsangiz va chapga burilish uchun ikki yo‘lak bo‘lsa, o‘ng yo‘lakka joylashasiz. Aks holda, imkon qadar o‘ng tomonda yuring. Faqat shunda chap burilishdan keyin boshqa yo‘l ishtirokchilariga xalaqit bermasdan o‘ngga burila olasiz.",- qizil avtomobil,- yashil avtomobil,- ko‘k avtomobil,
1.2.09-107-B,en,uz,Who must signal a change of direction here?,"The change of direction must indicate who changes it. This is true regardless of the importance of the road. So, the motorcyclist who follows the course of the turning priority road has to indicate. You continue straight ahead and do not indicate.",The motorcycle,I myself,No one,,Bu yerda kim yo‘nalish o‘zgarishini signal bilan bildirishi kerak?,Yo‘nalishini o‘zgartirayotgan shaxs buni signal bilan bildirishi kerak. Bu yo‘lning ahamiyatidan qat’i nazar amal qiladi. Shuning uchun buriluvchi ustun yo‘l bo‘ylab ketayotgan mototsiklchi signal berishi kerak. Siz to‘g‘ri yurishda davom etasiz va signal bermaysiz.,Mototsikl,Men o‘zim,Hech kim,
