questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.21-008,en,uz,To what should you pay attention if you want to take a passenger on the motorbike?,"When increasing the load on your motorcycle, make sure to increase the tire pressure, adjust the chassis/suspension. Your passenger should also wear a helmet and protective gear",The passenger should also be wearing protective motorcycling clothing,The chassis should be adjusted accordingly,The tyre inflation pressure should be adjusted,,"Mototsiklda yo‘lovchi olib ketmoqchi bo‘lsangiz, nimaga e’tibor berishingiz kerak?","Yo‘lovchi uchun ruxsat etilgan o‘rindiq, oyoq tayanchlari va mos himoya dubulg‘asi bo‘lishi kerak. Yo‘lovchi xavfsiz o‘tirishi va haydash uslubingizni o‘zgargan og‘irlikka moslashtirishingiz kerak.",Yo‘lovchi mos himoya dubulg‘asi kiyishi kerak,Yo‘lovchi uchun o‘rindiq va oyoq tayanchlari bo‘lishi kerak,Haydash xususiyatlari o‘zgarishini hisobga olish kerak,
2.2.21-009,en,uz,What must you be aware of if you want to take a pillion rider with you?,"The passenger(s) must be physically and mentally able to ride, and the motorbike must be adequately equipped.",The motorbike must be licensed to carry 2 people,The pillion rider must be capable of riding with you,"A child pillion rider over 7 years of age, must be able to use the existing footrests and hand grips",,"Orqada yo‘lovchi olib ketmoqchi bo‘lsangiz, nimani yodda tutishingiz kerak?","Orqadagi yo‘lovchi transport vositasining og‘irlik markazini o‘zgartiradi. Tormoz yo‘li, tezlanish va burilishdagi xatti-harakat o‘zgarishi mumkin. Yo‘lovchi mos himoya kiyimi va dubulg‘a kiyishi kerak.",Haydash xususiyatlari o‘zgaradi,Yo‘lovchi mos himoya dubulg‘asi kiyishi kerak,Tormoz yo‘li doim qisqaradi,
2.2.21-010,en,uz,How does riding with a pillion rider affect the handling of a motorbike?,The pillion rider's own movement destabilises the motorbike. Riding with a passenger should be practised.,It is more difficult to keep the motorbike stable,Its behaviour changes when braking,There is a reduction in its sensitivity to side winds,,Orqada yo‘lovchi bilan yurish mototsikl boshqaruviga qanday ta’sir qiladi?,"Yo‘lovchi mototsiklning og‘irlik markazini o‘zgartiradi. Tezlanish kamayadi, tormoz yo‘li uzayishi va burilishdagi harakat o‘zgarishi mumkin.",Tezlanish qobiliyati kamayishi mumkin,Tormoz yo‘li uzayishi mumkin,Mototsikl boshqaruvi o‘zgarmaydi,
2.2.21-011,en,uz,You want to transport a pillion passenger and luggage on your motorbike. What must you be aware of?,"You must not exceed the permissible total weight for the motorbike. This is made up of the unladen weight and the maximum permitted load. To prevent luggage from flying around, it must be securely fastened. The lighting equipment must be visible at all times and must not be obscured by the loaded luggage.",The maximum authorised mass may not be exceeded,Pieces of luggage must be securely fastened,Lighting systems may not be obscured,,Mototsiklda orqada yo‘lovchi va yuk tashimoqchisiz. Nimani yodda tutishingiz kerak?,"Yo‘lovchi va yuk ruxsat etilgan umumiy massadan oshmasligi kerak. Yuk bir tekis taqsimlanishi va mahkamlanishi, yo‘lovchi esa xavfsiz o‘tirishi kerak.",Ruxsat etilgan umumiy massa oshmasligi kerak,Yuk mahkamlangan va bir tekis taqsimlangan bo‘lishi kerak,Yo‘lovchi yukni qo‘li bilan ushlab turishi kifoya,
2.2.21-012,en,uz,You want to transport a pillion passenger. What must you ensure before commencing your journey?,"In principle, when a pillion passenger is carried, the passenger seat, footrests and a holding device must be available on the motorbike. Both rider and pillion passenger must wear a suitable safety helmet while riding. To ensure a safe ride, you must instruct the pillion passenger on the correct behaviour before the ride.",- that my pillion passenger is wearing a suitable helmet,- I have instructed my pillion passenger on how to behave while we are driving on the road,- the bike's technical adjustment settings for carrying a pillion passenger are used,,Orqada yo‘lovchi olib ketmoqchisiz. Safarni boshlashdan oldin nimani ta’minlashingiz kerak?,"Safardan oldin yo‘lovchi to‘g‘ri o‘tirganiga, oyoqlari oyoq tayanchlarida ekaniga va mos himoya dubulg‘asi kiyganiga ishonch hosil qiling.",Yo‘lovchi mos himoya dubulg‘asi kiygan bo‘lishi kerak,Yo‘lovchi oyoqlarini oyoq tayanchlariga qo‘ygan bo‘lishi kerak,Yo‘lovchi yon tomonga o‘tirishi mumkin,
2.2.21-013,en,uz,What should you anticipate if you want to take a pillion passenger with you?,"Be aware that the additional weight of the passenger will make your motorbike more slow and shift the centre of gravity backwards. You will therefore no longer be able to corner quite as dynamically as without a passenger.
You should also be aware that the additional weight can make your overtaking distance noticeably longer.",The vehicle's handling will be different when cornering,The overtaking distance may be longer,The braking distance will be reduced,,"Orqada yo‘lovchi olib ketmoqchi bo‘lsangiz, nimani kutishingiz kerak?","Yo‘lovchi sabab mototsikl og‘irlashadi va harakat xususiyatlari o‘zgaradi. Tezlanish, tormozlash va burilishlarda ehtiyotkor bo‘lishingiz kerak.",Tormoz yo‘li uzayishi mumkin,Mototsikl burilishlarda boshqacha harakat qiladi,Tezlanish qobiliyati ortadi,
2.2.21-014,en,uz,What conditions must you fulfil to be allowed to carry a five-year-old child on your moped?,"It is required by law that you must be at least 16 years old if you want to take a child under 7 years old with you on the moped. 
Since the child is under 7 years old, you must be able to attach a special child seat to the moped. The child's height and body control are not yet sufficient to hold on to the moped safely and independently. You also need to make sure that the child's feet cannot get caught in the wheels. There are special protective devices for this, such as: B. Footrests.",- be at least 16 years old,- fit the moped with a special child seat,- make sure that the child’s feet cannot get caught in the wheels,,Mopedingizda besh yoshli bolani olib ketish uchun qanday shartlarni bajarishingiz kerak?,"Bolani faqat mos va xavfsiz bolalar o‘rindig‘i, oyoq himoyasi yoki tayanchi hamda mos himoya dubulg‘asi bilan olib ketish mumkin.",Mos bolalar o‘rindig‘i bo‘lishi kerak,Bola mos himoya dubulg‘asi kiyishi kerak,Bola haydovchining oldida tik turishi mumkin,
2.2.21-102,en,uz,You are driving a truck with a trailer and wish to give someone a lift as a favour. Where are you allowed to carry such a passenger?,"For safety reasons, you may only carry people inside the cab of a truck. Taking somebody with you on the load platform is not permitted. Only certain persons may exceptionally ride on the loading platform, if, for example, they are responsible for escorting the load.",In the driver's cab,On the floor of the truck,On the floor of the trailer,,Siz tirkamali yuk mashinasini boshqaryapsiz va birovni iltifot tariqasida olib ketmoqchisiz. Bunday yo‘lovchini qayerda olib ketishingiz mumkin?,Yo‘lovchilar faqat bunga mo‘ljallangan va ruxsat etilgan o‘rindiqlarda tashilishi mumkin. Yuk maydonida yoki tirkamada oddiy yo‘lovchi tashish mumkin emas.,Kabina ichidagi ruxsat etilgan o‘rindiqda,Yuk maydonida,Tirkamada,
2.2.21-103,en,uz,What must you ensure before setting off on a journey in your car?,The car driver is responsible for the safety of the passengers and the cargo. He/she must take all necessary measures to prevent or minimize damage. The loading must be carried out in accordance with regulations and must be carefully secured.,That the passengers can put on the existing safety belts,That you have an adequate view to the rear,"That no objects (e.g. first-aid kit, road atlas, camera) are lying loose on the rear parcel shelf",,Avtomobilda safarga chiqishdan oldin nimani ta’minlashingiz kerak?,"Safarni boshlashdan oldin barcha yo‘lovchilar xavfsizlik kamarini taqqaniga, bolalar mos bolalar o‘rindig‘ida ekaniga va ko‘zgular to‘g‘ri sozlanganiga ishonch hosil qiling.",Barcha yo‘lovchilar xavfsizlik kamarini taqqan bo‘lishi kerak,Bolalar mos tarzda himoyalangan bo‘lishi kerak,Ko‘zgular to‘g‘ri sozlangan bo‘lishi kerak,
2.2.21-104,en,uz,How are you allowed to transport a small child in your car?,Toddlers must be specially secured. This is only possible with an age-appropriate restraining device. This is to be mounted on the back seat. Infants are at risk to be suffocated by the airbag in the event of an impact. A baby seat is not secure enough.,In an approved child restraint with test mark,On the lap of an adult,In a baby carrycot on one of the back seats,,Kichik bolani avtomobilda qanday tashishingiz mumkin?,"Kichik bola faqat uning yoshi, bo‘yi va vazniga mos tasdiqlangan bolalar himoya tizimida tashilishi mumkin.",Mos bolalar o‘rindig‘ida,Katta odamning tizzasida,"Oddiy xavfsizlik kamari bilan, o‘rindiqsiz",
