questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.6.02-414,en,uz,What is the period of validity of the authorisation for occasional passenger services (national) with coaches or buses?,Coming soon...,Maximum 10 years,Maximum 5 years,Maximum 2 years,,,,,,,
2.6.02-416,en,uz,What proofs may be necessary for cross-border road haulage services?,"3 answers are correct. As evidence for cross-border freight ECMT license, the bilateral authorization and the Community license shall apply.",- ECMT permit,- bilateral authorisation,- Community licence,,,,,,,
2.6.03-001,en,uz,"What is the correct response if, when reversing a combination vehicle the view to the rear is impeded?","If you drive backwards with a vehicle combination and your view is restricted to the rear, you must make sure that you do not endanger other road users. You should therefore be advised into traffic. This also applies to factory premises.","If the line-of-sight is broken to the person directing, the vehicle must be stopped",A person directing is only required when driving into a priority road,A person directing is not needed when on a factory premises,,,,,,,
2.6.03-002,en,uz,What is the period of validity of the authorisation for other occasional passenger services (national) with motor vehicles?,Coming soon...,Maximum 5 years,Maximum 10 years,Maximum 2 years,,,,,,,
2.6.03-102,en,uz,"You are driving on a road with potholes and your trailer starts ""jumping"". What must you do?",You should not accelerate any further as this would cause the trailer to build up vibrations. Brake slightly instead. A reduced speed brings the trailer back under control.,Reduce speed in order to avoid skidding,Accelerate to keep the combination of vehicles straight,Proceed at the same speed and avoid potholes,,,,,,,
2.6.03-105,en,uz,What must you remember when you want to use a trailer with overrun brakes behind your car?,"Make sure that the breakaway cable is properly fastened. It has the effect that, in case of detachment, the trailer brake will automatically tighten and bring the trailer to a halt. The overrun brake has nothing to do with the maximum permissible speed.",The actual total mass of the trailer must not exceed the towed load permitted for the car,The breakaway cable is connected to the towing vehicle,"The permissible maximum speed for this combination of vehicles is 60 km/h, including on autobahns",,,,,,,
2.6.03-106,en,uz,What is designated as towed load?,"Only the actually dragged load is called trailer load, in other words the weight of the trailer. The manufacturer sets this value for carrying a trailer.",The actual load being towed,The permissible total mass of the trailer,The useful load of the trailer,,,,,,,
2.6.03-111,en,uz,You want to pull a trailer. When do additional rear-view mirrors have be to attached to your motor vehicle?,"As a car driver you are responsible for a sufficient view of the vehicle. If visibility is compromised by a trailer and the prescribed mirrors are no longer sufficient, you will need to install additional mirrors.",If it is not possible to observe all relevant road traffic situations without additional rear-view mirrors,If the load platform of the trailer exceeds a width of 1.5 m and a height of 1 m,If you are pulling a caravan or a trailer used in agriculture and forestry,,,,,,,
2.6.03-112,en,uz,You want to tow a brake-equipped trailer. Where can you find details or guidelines on the permissible towable mass of your car?,The information on how much weight a towing vehicle can tow can be found in the registration certificate (part 1) and in the vehicle owner's manual.,In the registration certificate Part I of my car,In the registration certificate Part I of my trailer,In the insurance certificate,,,,,,,
2.6.03-113,en,uz,You want to couple a trailer to your car. Where will you find details about the maximum permissible vertical loading of your car?,Information about the permissible trailer load can be found in part 1 in the certificate of registration of the car towing vehicle and in its operating instructions.,- operating manual,- registration certificate Part I,- registration certificate Part II,,,,,,,
