questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.6.02-414,en,uz,What is the period of validity of the authorisation for occasional passenger services (national) with coaches or buses?,Coming soon...,Maximum 10 years,Maximum 5 years,Maximum 2 years,,Avtobuslar bilan mamlakat ichidagi tasodifiy yo‘lovchi tashish ruxsatnomasining amal qilish muddati qancha?,Mamlakat ichida avtobuslar bilan tasodifiy yo‘lovchi tashish ruxsatnomasi ko‘pi bilan 10 yil amal qiladi.,Ko‘pi bilan 10 yil,Ko‘pi bilan 5 yil,Ko‘pi bilan 2 yil,
2.6.02-416,en,uz,What proofs may be necessary for cross-border road haulage services?,"3 answers are correct. As evidence for cross-border freight ECMT license, the bilateral authorization and the Community license shall apply.",- ECMT permit,- bilateral authorisation,- Community licence,,Chegaradan o‘tadigan yo‘l yuk tashish xizmatlari uchun qanday dalillar kerak bo‘lishi mumkin?,"Chegaradan o‘tadigan yuk tashishda ECMT ruxsatnomasi, ikki tomonlama ruxsatnoma yoki Hamjamiyat litsenziyasi kerak bo‘lishi mumkin.",- ECMT ruxsatnomasi,- ikki tomonlama ruxsatnoma,- Hamjamiyat litsenziyasi,
2.6.03-001,en,uz,"What is the correct response if, when reversing a combination vehicle the view to the rear is impeded?","If you drive backwards with a vehicle combination and your view is restricted to the rear, you must make sure that you do not endanger other road users. You should therefore be advised into traffic. This also applies to factory premises.","If the line-of-sight is broken to the person directing, the vehicle must be stopped",A person directing is only required when driving into a priority road,A person directing is not needed when on a factory premises,,"Transport birikmasi bilan orqaga yurishda orqa tomonni ko‘rish cheklangan bo‘lsa, to‘g‘ri harakat qanday?","Transport birikmasi bilan orqaga yurganda orqa ko‘rinish cheklangan bo‘lsa, boshqa yo‘l ishtirokchilariga xavf tug‘dirmaslik kerak. Shuning uchun sizni yo‘naltiradigan shaxsdan foydalaning; bu zavod hududida ham amal qiladi.","Yo‘naltiruvchi shaxs bilan ko‘rish aloqasi uzilsa, transport vositasi to‘xtatilishi kerak",Yo‘naltiruvchi shaxs faqat ustunlikka ega yo‘lga chiqishda kerak,Zavod hududida yo‘naltiruvchi shaxs kerak emas,
2.6.03-002,en,uz,What is the period of validity of the authorisation for other occasional passenger services (national) with motor vehicles?,Coming soon...,Maximum 5 years,Maximum 10 years,Maximum 2 years,,Motorli transport vositalari bilan boshqa tasodifiy yo‘lovchi tashish ruxsatnomasining amal qilish muddati qancha?,Boshqa tasodifiy yo‘lovchi tashish ruxsatnomasi ko‘pi bilan 5 yil amal qiladi.,Ko‘pi bilan 5 yil,Ko‘pi bilan 10 yil,Ko‘pi bilan 2 yil,
2.6.03-102,en,uz,"You are driving on a road with potholes and your trailer starts ""jumping"". What must you do?",You should not accelerate any further as this would cause the trailer to build up vibrations. Brake slightly instead. A reduced speed brings the trailer back under control.,Reduce speed in order to avoid skidding,Accelerate to keep the combination of vehicles straight,Proceed at the same speed and avoid potholes,,Chuqurchalari bor yo‘lda ketyapsiz va tirkamangiz “sakray” boshladi. Nima qilishingiz kerak?,"Tezlikni oshirmang, chunki bu tirkama tebranishini kuchaytiradi. Aksincha, tezlikni kamaytiring; kamaytirilgan tezlik tirkamani nazorat ostiga qaytaradi.",Sirpanishning oldini olish uchun tezlikni kamaytirish,Transport birikmasini to‘g‘ri ushlab turish uchun tezlashish,"Shu tezlikda davom etib, chuqurlardan qochish",
2.6.03-105,en,uz,What must you remember when you want to use a trailer with overrun brakes behind your car?,"Make sure that the breakaway cable is properly fastened. It has the effect that, in case of detachment, the trailer brake will automatically tighten and bring the trailer to a halt. The overrun brake has nothing to do with the maximum permissible speed.",The actual total mass of the trailer must not exceed the towed load permitted for the car,The breakaway cable is connected to the towing vehicle,"The permissible maximum speed for this combination of vehicles is 60 km/h, including on autobahns",,"Avtomobilingiz ortida inersiya tormozli tirkamadan foydalanmoqchi bo‘lsangiz, nimani yodda tutishingiz kerak?",Tirkamaning haqiqiy umumiy massasi avtomobil uchun ruxsat etilgan tortiladigan yukdan oshmasligi kerak. Uzilish trosi tortuvchi transport vositasiga to‘g‘ri ulangan bo‘lishi kerak.,Tirkamaning haqiqiy umumiy massasi avtomobil uchun ruxsat etilgan tortiladigan yukdan oshmasligi kerak,Uzilish trosi tortuvchi transport vositasiga ulangan bo‘lishi kerak,Bu transport birikmasi uchun maksimal ruxsat etilgan tezlik avtomagistralda ham 60 km/soat,
2.6.03-106,en,uz,What is designated as towed load?,"Only the actually dragged load is called trailer load, in other words the weight of the trailer. The manufacturer sets this value for carrying a trailer.",The actual load being towed,The permissible total mass of the trailer,The useful load of the trailer,,Tortiladigan yuk deb nima ataladi?,"Tortiladigan yuk — haqiqatda tortilayotgan yuk, ya’ni tirkamaning og‘irligi. Bu qiymat ishlab chiqaruvchi tomonidan belgilanadi.",Haqiqatda tortilayotgan yuk,Tirkamaning ruxsat etilgan umumiy massasi,Tirkamaning foydali yuki,
2.6.03-111,en,uz,You want to pull a trailer. When do additional rear-view mirrors have be to attached to your motor vehicle?,"As a car driver you are responsible for a sufficient view of the vehicle. If visibility is compromised by a trailer and the prescribed mirrors are no longer sufficient, you will need to install additional mirrors.",If it is not possible to observe all relevant road traffic situations without additional rear-view mirrors,If the load platform of the trailer exceeds a width of 1.5 m and a height of 1 m,If you are pulling a caravan or a trailer used in agriculture and forestry,,Tirkama tortmoqchisiz. Motorli transport vositangizga qachon qo‘shimcha orqa ko‘zgular o‘rnatilishi kerak?,"Tirkama sabab tegishli orqa va yon harakatni kuzatish imkoni yetarli bo‘lmasa, qo‘shimcha ko‘zgular o‘rnatilishi kerak.",Qo‘shimcha ko‘zgularsiz barcha muhim yo‘l vaziyatlarini kuzatish mumkin bo‘lmasa,"Tirkama yuk platformasi 1,5 m kenglik va 1 m balandlikdan oshsa",Karavan yoki qishloq/o‘rmon xo‘jaligi tirkamasini tortayotgan bo‘lsangiz,
2.6.03-112,en,uz,You want to tow a brake-equipped trailer. Where can you find details or guidelines on the permissible towable mass of your car?,The information on how much weight a towing vehicle can tow can be found in the registration certificate (part 1) and in the vehicle owner's manual.,In the registration certificate Part I of my car,In the registration certificate Part I of my trailer,In the insurance certificate,,Tormozli tirkamani tortmoqchisiz. Avtomobilingizning ruxsat etilgan tortiladigan massasi haqidagi ma’lumotni qayerdan topasiz?,Avtomobilingiz qancha og‘irlikdagi tirkamani torta olishi haqidagi ma’lumot ro‘yxatdan o‘tkazish guvohnomasi I-qismida va foydalanish qo‘llanmasida bo‘ladi.,Avtomobilimning ro‘yxatdan o‘tkazish guvohnomasi I-qismida,Tirkamamning ro‘yxatdan o‘tkazish guvohnomasi I-qismida,Sug‘urta guvohnomasida,
2.6.03-113,en,uz,You want to couple a trailer to your car. Where will you find details about the maximum permissible vertical loading of your car?,Information about the permissible trailer load can be found in part 1 in the certificate of registration of the car towing vehicle and in its operating instructions.,- operating manual,- registration certificate Part I,- registration certificate Part II,,Avtomobilingizga tirkama ulashmoqchisiz. Avtomobilingizning maksimal ruxsat etilgan vertikal yuklamasi haqidagi ma’lumotni qayerdan topasiz?,Ruxsat etilgan vertikal yuklama haqidagi ma’lumot foydalanish qo‘llanmasida va ro‘yxatdan o‘tkazish guvohnomasi I-qismida bo‘ladi.,- foydalanish qo‘llanmasida,- ro‘yxatdan o‘tkazish guvohnomasi I-qismida,- ro‘yxatdan o‘tkazish guvohnomasi II-qismida,
2.6.03-114,en,uz,You want to pull a trailer. What must you be aware of?,"The manufacturer specifies how high the maximum drawbar load, the payload and the trailer load may be. If the values are not adhered to, it can have an effect on the driving behaviour and thus lead to an accident.",- towable weight of the towing vehicle,- vertical load of the hitch,- load of the trailer,,Tirkama tortmoqchisiz. Nimani yodda tutishingiz kerak?,"Ishlab chiqaruvchi maksimal tortiladigan yuk, ulagichning vertikal yuklamasi va tirkama yuklamasi bo‘yicha chegaralarni belgilaydi. Bu qiymatlarga rioya qilinmasa, haydash xususiyatlari yomonlashib, avariya xavfi ortadi.",- tortuvchi transport vositasining tortiladigan yuki,- ulagichning vertikal yuklamasi,- tirkama yuki,
2.6.03-115,en,uz,You are driving with a trailer on a road with potholes. Your combination vehicle begins to swing up. What must you do now?,"By reducing the speed, you can prevent skidding.",- reduce my speed to avoid skidding,- accelerate to keep the combination vehicle in a straight line,- counter-steer quickly to prevent skidding,,Chuqurchalari bor yo‘lda tirkama bilan ketyapsiz. Transport birikmangiz tebrana boshladi. Endi nima qilishingiz kerak?,Tezlikni kamaytirish orqali sirpanish va tebranish xavfini kamaytirishingiz mumkin.,- sirpanishning oldini olish uchun tezligimni kamaytirish,- transport birikmasini to‘g‘ri chiziqda ushlab turish uchun tezlashish,- sirpanishning oldini olish uchun tezda qarshi rul berish,
2.6.03-117,en,uz,You want to hitch a trailer with a maximum authorised mass over 750 kg to your car. What must you ensure in this situation?,"In order for the trailer to be properly connected, the clutch claw must completely enclose the ball head. If the fuse snaps in, it is guaranteed that the clutch claw cannot dissolve independently. Check this with hand and eye. In addition, trailers with a permissible total mass of over 750 kg must also be secured with a tear -off rope. Check before driving as to whether it is appropriate.
After you have checked all the connections, you must also check the lighting before starting drive.",That the handle of the ball coupling must be visually and mechanically checked,The breakaway cable is properly fitted,"Following coupling, that the proper functioning of the trailer’s lighting system is checked",,Ruxsat etilgan maksimal massasi 750 kg dan ortiq tirkamani avtomobilingizga ulamoqchisiz. Bu vaziyatda nimani ta’minlashingiz kerak?,"Sharikli ulagich dastasini ko‘z bilan va qo‘l bilan tekshiring, uzilish trosi to‘g‘ri o‘rnatilganiga va ulashdan keyin tirkama yoritish tizimi ishlashiga ishonch hosil qiling.",Sharikli ulagich dastasi ko‘z bilan va mexanik tarzda tekshirilishi kerak,Uzilish trosi to‘g‘ri o‘rnatilgan,Ulagandan keyin tirkamaning yoritish tizimi ishlashi tekshiriladi,
2.6.03-118,en,uz,You are driving a car with a fully loaded trailer equipped with overrun braking. What special aspect should be noted here?,"So that the trailer does not roll away when you separate it from the towing vehicle, you should put on the pendant's parking brake. The trailer brake can overheat during longer downhill rides. In this case, you may have to take breaks when you leave.
The brake brake is only activated when the trailer on the towing vehicle. If you drive uphill, this may not be the case when braking, depending on how strong you brake.",Longer downhill drives can cause the trailer brakes to overheat,The overrun brake system is ineffective on a vehicle combination in an uphill stationary position,The trailer’s parking brake must be activated before separating the vehicle combination,,Inersiya tormozli to‘liq yuklangan tirkamali avtomobilni boshqaryapsiz. Bu yerda qanday maxsus jihatga e’tibor berish kerak?,Uzun pastga tushishlarda tirkama tormozlari qizib ketishi mumkin. Tepalikda to‘xtab turganda inersiya tormozi ta’sirsiz bo‘lishi mumkin. Tirkamani ajratishdan oldin uning parkovka tormozini torting.,Uzun pastga tushishlarda tirkama tormozlari qizib ketishi mumkin,Tepalikda turgan transport birikmasida inersiya tormoz tizimi ta’sirsiz bo‘ladi,Transport birikmasini ajratishdan oldin tirkamaning parkovka tormozi ishga tushirilishi kerak,
