questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.7.02-028,en,uz,The noise of the exhaust has suddenly become louder than usual. What do you do?,It is likely that the exhaust system is broken or rusted. A rusted exhaust system can endanger other road users if parts fall off. The exhaust must be checked and repaired. The air filter cannot be the cause of the loud exhaust sound.,Check the exhaust system,Nothing because nobody is endangered,Renew the engine air filter,,,,,,,
2.7.02-029,en,uz,"If the horn does not work, what can be the reason?","If the horn of your vehicle does not work, it may be due to a faulty fuse or a faulty switch. A malfunction on the starter has no effect on the function of the horn.",Blown fuse,The horn's operating device is defective,Defective starter,,,,,,,
2.7.02-030,en,uz,"When braking, you note that your vehicle pulls to the right. What should you do?","A defective brake system poses a significant risk, which can lead to accidents. The car driver must have the problem remedied in a specialist workshop.",I go to a car workshop,"I do not need to fix the problem, as long as I can compensate by counter-steering",I oil the brake pads,,,,,,,
2.7.02-031,en,uz,What can cause an excessively large brake cylinder stroke?,One cause of an excessive brake cylinder stroke is a worn out bearing of the transmission devices and a failure of the automatic slack adjuster. Too high a reservoir pressure does not affect too much brake cylinder stroke.,A defective automatic slack adjuster,Worn mountings on the transmission system,Excessively high reservoir pressure,,,,,,,
2.7.02-033,en,uz,The brake light of your vehicle is not working. What could be the cause of this?,"A functioning brake light is significant for the participation in traffic. If the car driver notices a fault on the vehicle, a direct replacement of the corresponding parts must take place. As a cause defective bulbs and broken fuses come into question.",The relevant fuse is defective,The bulb is defective,The fill level of the brake fluid is too low,,,,,,,
2.7.02-034,en,uz,What must you do if the oil pressure warning light fails to switch off after starting the engine?,"To avoid damage to the engine, stop the engine immediately and check the engine oil level.",I shut down the engine immediately,I check the engine oil level,I continue driving until the next oil change,,,,,,,
2.7.02-035,en,uz,When it is necessary to check the braking system of your motorcycle immediately?,"The brake indicator light warns of a defective brake system; if it lights up while driving, you should have the vehicle checked immediately. If the brakes are applied on one side, the vehicle cannot keep to the lane. Have the brake system checked.",If the brake fluid level in the reservoir has dropped considerably,If no pressure point is felt when pulling the brake lever,If the brake control light illuminates while you are driving,,,,,,,
2.7.02-036,en,uz,How do you properly perform a visual check to ensure the brake lights are working?,"To make sure that both the hand and foot brake lights are working, operate and check them one after the other. If you apply both brakes at the same time, you cannot be sure that both brakes activate the brake light",- the hand and footbrake one after the other,- the hand and footbrake simultaneously,- either the handbrake or the footbrake,,,,,,,
2.7.02-037,en,uz,One of your wheels has collided heavily against a kerb. What should you note?,"If you have hit a hard obstacle, you should immediately have the tyre and rim checked for possible damage to ensure safe driving.
If the wheel has been damaged in the collision, it could have a negative effect on the vehicle's handling. If the tyre is only slightly or not obviously damaged, it could still lose air gradually.",The vehicle should be checked in a garage,The handling of the vehicle could be negatively affected,The tyre could have a slow puncture,,,,,,,
2.7.02-038,en,uz,The tail light of your vehicle is not working. What could be the cause of this?,A blown fuse or a defective bulb can be the cause of a tail light failure.,The relevant fuse is faulty,The bulb is defective,The main beam light switch is faulty,,,,,,,
2.7.02-039,en,uz,How can you detect that a disc brake system has worn brake pads?,"The wear markings on the brake pad serve to check the wear state of the brake pads and to draw your attention to the fact that an exchange of the brake pads is required. Likewise, a low level in the brake fluid container can indicate high wear of the brake pad. Since a lot of brake fluid is directed into the brake cylinder when brake pads are worn.",By the wear marks on the brake pad,By a very low fill level in the brake fluid reservoir,By an unusually large amount of looseness in the handbrake lever,,,,,,,
2.7.02-040,en,uz,Your vehicle’s brake light is not working. What is the right course of action?,"If the lamp is defective, the vehicle's brake light does not work, you should fix it immediately. If only the lamp is defective, you can exchange it yourself or have it replaced by a workshop.",I arrange for a garage to repair the vehicle,I attempt to determine the cause and repair the fault myself,I arrange for the brake fluid to be changed,,,,,,,
2.7.02-041,en,uz,The exhaust noise has suddenly become unusually loud. What is the right thing to do?,"Check the exhaust immediately, e.g. if it is no longer sufficiently secured, this can cause damage to the exhaust, which can make the noise louder. So make sure that any defects are repaired before you continue riding.",I immediately check the exhaust system for a faulty mounting,I ensure that any possible damage is promptly repaired,I am allowed to exceed the exhaust noise limits until my next vehicle inspection,,,,,,,
2.7.02-042,en,uz,You discover a considerable amount of play on the steering head bearings of your motorbike. What is the right course of action?,Significant play in the steering head bearing indicates that the bearing is broken. Have it repaired professionally before you continue riding.,- arrange for the steering head bearings to be properly repaired,- have the quick-release axle of the front wheel properly tightened,- have the handlebars properly tightened onto the clamps,,,,,,,
2.7.02-043,en,uz,How can you detect a fault in the steering head bearings of your motorbike?,"The steering head bearing should move smoothly and without detent points or play.
If the handlebars are difficult to turn, for example, this may be due to the steering head bearing. A stiff handlebar makes the motorbike less controllable and must therefore be repaired immediately by a specialist.",- the presence of click stop sounds,- sluggishness in the movement,- some play existing there,,,,,,,
2.7.02-044,en,uz,How can you detect your indicator is defective?,"Before setting off, check the function of the indicator by operating the indicator lever and checking that it flashes.
If the indicator light flashes faster than usual while riding, an indicator may be faulty. Correct the fault immediately.",The indicator control lamp flashes faster than normal,By performing a functionality test before moving off,The control lamp for the indicator is permanently illuminated red,,,,,,,
2.7.02-045,en,uz,You can see that the free travel of the lever of the hydraulic front-wheel brake has increased considerably. What do you have to do?,"If the free distance on the brake lever of the hydraulic front brake has increased, the brake is probably defective. Have the front brake components checked and repaired immediately.",Have the components of the front-wheel brake inspected without delay,Only use the rear-wheel brake until the next inspection,Adjust the travel of the brake lever,,,,,,,
