questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.2.14-010,en,uz,What should be noted when using the prop stand?,"If the side stand is still folded out and you engage a gear, the side stand switch will automatically switch off the engine. The side stand switch is a safety measure that prevents you from riding off with the side stand folded out.
The side stand is designed for parking a motorbike. Try to avoid slopes when parking. Always make sure that your motorbike is stable and that the side stand is fully extended to avoid danger and damage.","Where possible, the motorbike should not be parked on a slope",The prop stand should be fully extended,The prop stand switch can prevent you driving off with the prop stand extended,,Tayanchdan foydalanganda nimaga e’tibor berish kerak?,"Agar yon tayanch hali ochiq bo‘lsa va uzatma ulansa, yon tayanch kaliti dvigatelni avtomatik o‘chiradi. Bu ochiq tayanch bilan yurib ketishning oldini oluvchi xavfsizlik chorasi. Yon tayanch mototsiklni parkovka qilish uchun mo‘ljallangan. Imkon qadar qiyaliklardan saqlaning, mototsikl barqaror turganiga va tayanch to‘liq ochilganiga ishonch hosil qiling.","Imkon bo‘lsa, mototsikl qiyalikda parkovka qilinmasligi kerak",Tayanch to‘liq ochilgan bo‘lishi kerak,Tayanch kaliti ochiq tayanch bilan yurib ketishning oldini olishi mumkin,
2.2.14-101,en,uz,How must you safeguard your vehicle against theft?,"To secure the car against theft, you must first close all the windows and doors. The ignition key must be removed in any case. Snap the steering wheel lock into place to additionally secure the car.","By removing the ignition key, engaging the steering wheel lock and closing the windows",By locking the doors and boot,By activating the differential lock,,Transport vositangizni o‘g‘irlikdan qanday himoya qilishingiz kerak?,Avtomobilni o‘g‘irlikdan himoya qilish uchun avvalo barcha oynalar va eshiklarni yoping. Kontakt kalitini albatta olib qo‘yish kerak. Qo‘shimcha himoya uchun rul qulfini ham qulflang.,"Kontakt kalitini olib qo‘yish, rul qulfini ulash va oynalarni yopish orqali",Eshiklar va yukxonani qulflash orqali,Differensial qulfni faollashtirish orqali,
2.2.14-102,en,uz,What must you do when leaving your car?,"Before leaving the vehicle, you have to protect it against rolling away uncontrolled, for example on a downhill slope. Before exiting you have to make sure not to endanger other road users. This also applies to your passengers. Opening doors carelessly when getting out is a common cause of accidents. The vehicle must also be protected against unauthorized use.","Before opening the door, look out for traffic behind",Secure the vehicle against rolling away,Secure the vehicle against unauthorized use,,Avtomobilingizdan chiqayotganda nima qilishingiz kerak?,"Transport vositasini tark etishdan oldin, masalan pastlikda, nazoratsiz yurib ketishdan himoyalang. Chiqishdan oldin boshqa yo‘l ishtirokchilariga xavf tug‘dirmasligingizga ishonch hosil qiling. Bu yo‘lovchilarga ham tegishli. Eshiklarni ehtiyotsiz ochish ko‘p avariyalarga sabab bo‘ladi. Transport vositasini ruxsatsiz foydalanishdan ham himoyalash kerak.",Eshikni ochishdan oldin ortdagi harakatga e’tibor berish,Transport vositasini yurib ketishdan himoyalash,Transport vositasini ruxsatsiz foydalanishdan himoyalash,
2.2.14-104,en,uz,Your car is standing on the edge of the roadway. What should you do when getting into the car?,"When entering and exiting, you must take care not to endanger the other road users. The entry from the right - from the sidewalk - is safer, but not without any danger. Before you open the doors, make sure that the traffic situation permits that. Make sure that there are no pedestrians or cyclists on the sidewalk at this time.","Let passengers get into the car, if possible, from the pavement",Open the doors on the roadway side only when traffic permits,The doors on the right-hand side can always be opened without danger,,Avtomobilingiz qatnov qismi chetida turibdi. Avtomobilga o‘tirayotganda nima qilishingiz kerak?,"O‘tirish va tushishda boshqa yo‘l ishtirokchilariga xavf tug‘dirmaslik kerak. O‘ng tomondan, piyodalar yo‘lagidan kirish xavfsizroq, lekin butunlay xavfsiz emas. Eshiklarni ochishdan oldin harakat vaziyati bunga imkon berishiga ishonch hosil qiling. Shu payt piyodalar yo‘lagida piyoda yoki velosipedchi yo‘qligini tekshiring.",Yo‘lovchilar imkon bo‘lsa avtomobilga piyodalar yo‘lagi tomondan o‘tirsin,Qatnov qismi tomonidagi eshiklarni faqat harakat bunga imkon berganda ochish,O‘ng tomondagi eshiklarni har doim xavfsiz ochish mumkin,
2.2.14-105,en,uz,What is important when children are getting in and out of a car?,"As a car driver, you should make sure that children get on and off directly on the sidewalk. If the situation does not allow this, they should only get in or out on the side of the road under the supervision of an adult. Children are seen worse and are unpredictable in their behavior.","Let the children in or out, if possible, on the pavement side",Let the children in or out on the roadway side only under supervision,Children are not allowed to get in or out of a car on public roads,,Bolalar avtomobilga chiqayotganda va undan tushayotganda nima muhim?,"Haydovchi sifatida bolalar bevosita piyodalar yo‘lagi tomondan chiqishi va tushishiga e’tibor bering. Agar buning imkoni bo‘lmasa, ular qatnov qismi tomondan faqat kattalar nazorati ostida chiqishi yoki tushishi kerak. Bolalar yomonroq ko‘rinadi va xatti-harakati oldindan aytib bo‘lmaydi.",Bolalarni imkon bo‘lsa piyodalar yo‘lagi tomondan chiqarish yoki tushirish,Bolalarni qatnov qismi tomondan faqat nazorat ostida chiqarish yoki tushirish,Bolalarga jamoat yo‘llarida avtomobilga chiqish yoki undan tushish taqiqlangan,
2.2.14-106,en,uz,What should you call the attention of your passengers to before exiting?,As a car driver you must take the necessary measures to avoid accidents or traffic disruptions when passengers leave the vehicle. Point that out to passengers when they get off on a bike path. Cyclists are not required to wait on bike paths. Anyone entering or leaving the car may not endanger other road users.,- they should heed the traffic flowing on the left-side,- they should heed the pedestrians walking on the right-side,- cyclists are required to wait on cycle paths,,Yo‘lovchilar chiqishidan oldin ularning e’tiborini nimaga qaratishingiz kerak?,Yo‘lovchilar transport vositasidan tushayotganda avariya yoki harakatga xalaqit bermaslik uchun zarur choralarni ko‘rishingiz kerak. Veloyo‘lak tomondan tushayotganlar velosipedchilarga e’tibor berishi kerak. Velosipedchilar veloyo‘lakda kutishga majbur emas. Avtomobilga kirayotgan yoki undan chiqayotgan hech kim boshqa yo‘l ishtirokchilariga xavf tug‘dirmasligi kerak.,- chap tomondan oqib kelayotgan harakatga e’tibor berishlari kerak,- o‘ng tomondagi piyodalarga e’tibor berishlari kerak,- velosipedchilar veloyo‘laklarda kutishga majbur,
2.2.14-107-M,en,uz,Why may you not exit now?,"Anyone getting in or out of the car must behave in such a way as to avoid endangering other road users. An approaching cyclist can be seen in your left-hand side mirror, you must let him pass first.",Because [of the cyclist],Because of the motorbike,Because [of the pedestrian],,Nega hozir tushishingiz mumkin emas?,"Avtomobilga chiqayotgan yoki undan tushayotgan har kim boshqa yo‘l ishtirokchilariga xavf tug‘dirmaydigan tarzda harakat qilishi kerak. Chap yon ko‘zguda yaqinlashayotgan velosipedchi ko‘rinmoqda, avval uni o‘tkazib yuborishingiz kerak.",[Velosipedchi] sabab,Mototsikl sabab,[Piyoda] sabab,
2.2.14-108-M,en,uz,You have stopped in a parking strip and now want to exit your vehicle. What must you do in this situation?,"Before you open the door and leave the vehicle, check in the left-hand mirror that no one is coming from behind. You must also look to your left to make sure that there are no other vehicles in your blind spot.",- by looking in my left-hand exterior rear-view mirror before opening the door,- by glancing over my left shoulder before opening the door,- just by looking through the slightly opened door,,Siz parkovka chizig‘ida to‘xtadingiz va endi transport vositangizdan tushmoqchisiz. Bu vaziyatda nima qilishingiz kerak?,"Eshikni ochishdan va transport vositasidan tushishdan oldin chap tashqi ko‘zguda ortdan hech kim kelmayotganini tekshiring. Shuningdek, chap yelkangiz oshirib qarab, ko‘r nuqtada boshqa transport vositasi yo‘qligiga ishonch hosil qiling.",- eshikni ochishdan oldin chap tashqi ko‘zguga qarash orqali,- eshikni ochishdan oldin chap yelka oshirib qarash orqali,- faqat biroz ochilgan eshik orasidan qarash orqali,
2.2.14-109,en,uz,"When leaving your car, how do you secure it against unauthorised use?","You have to make sure that no unauthorised persons use your car. Therefore, remove the key from the starter and make sure that all windows and doors are closed.",I lock the doors,I close the windows,I activate the child-safety lock,,Avtomobildan chiqayotganda uni ruxsatsiz foydalanishdan qanday himoyalaysiz?,Hech qanday ruxsatsiz shaxs avtomobilingizdan foydalanmasligiga ishonch hosil qilishingiz kerak. Shuning uchun kontakt kalitini olib qo‘ying va barcha oynalar hamda eshiklar yopilganiga ishonch hosil qiling.,Eshiklarni qulflayman,Oynalarni yopaman,Bolalar xavfsizlik qulfini faollashtiraman,
2.2.14-110,en,uz,You want to let a child out of your car. What should you be aware of when doing so?,"As a car driver, you should make sure that children get on and off directly on the pavement side. If the situation does not allow this, they should only get in or out of the vehicle on the carriageway side under supervision and with prior warning of possible dangers. Children are harder to see and their behaviour is unpredictable, so you should make sure that they no longer have to cross the road.",- exit the car on the same side as the footpath,- not have to cross over the carriageway,- be warned of possible dangers when getting out of the car,,Siz bolani avtomobildan tushirmoqchisiz. Bunda nimaga e’tibor berishingiz kerak?,"Haydovchi sifatida bolalar piyodalar yo‘lagi tomondan tushishini ta’minlang. Agar buning imkoni bo‘lmasa, ular qatnov qismi tomondan faqat nazorat ostida va mumkin bo‘lgan xavflar haqida ogohlantirilgandan keyin tushishi kerak. Bolalar yomonroq ko‘rinadi va xatti-harakati oldindan aytib bo‘lmaydi; ular yo‘lni kesib o‘tishiga to‘g‘ri kelmasligini ta’minlang.",- avtomobildan piyodalar yo‘lagi tomondan tushishi,- qatnov qismini kesib o‘tishga majbur bo‘lmasligi,- tushishda mumkin bo‘lgan xavflar haqida ogohlantirilishi,
