questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
2.6.07-221,en,uz,Why do the driving and rest periods have to be taken into account in the route planning?,to be considered for route planning on driving and rest periods is important because it ensures that you can comply with the prescribed breaks and impairments of driving should be avoided.,- ensures that the driver is able to observe the prescribed rest times,- is intended to avoid impairments to the driving style,- it reduces the length of the driving distance,,,,,,,
2.6.07-222,en,uz,What should be taken into account with the route planning?,"You should take into account the driving and rest times for your route planning, the holidays of the individual states and also in cross-border traffic, the provisions of that other State.",The driving and rest periods,The public holidays of the specific federal states,The legal provisions of the other country in the case of cross-border transport,,,,,,,
2.6.07-223,en,uz,What must be observed when using an electronic navigation device?,please check if a map update was carried out at regular intervals and the goal should be entered when the vehicle is stationary.,The card should be updated at regular intervals,The destination should be entered when the vehicle is stationary,The instructions on the navigation device should be followed at all times,,,,,,,
2.6.07-224,en,uz,What should you factor in when planning your route?,"When planning the route, you should consider all 3 answers. The driving and rest times, the public holidays of the individual federal states and the provisions of the other state for cross-border traffic.",The driving and rest periods,The public holidays of the individual federal states,The rules of other countries when undertaking cross-border journeys,,,,,,,
2.6.07-225,en,uz,What should you factor in when planning your route?,"When planning your route, you should take into account the driving and rest times and the regulations of the other country in the case of cross-border traffic.",The driving and rest periods,The rules of other countries when undertaking cross-border journeys,The prohibition on driving on the public holidays of the individual federal states,,,,,,,
2.6.07-226,en,uz,What should be observed in relation to route planning?,"When planning your route, you should be aware of possible traffic obstructions due to road works, the holiday travel regulations and driving and rest times. All answers are correct.",The rules contained in the German summer holiday traffic regulations,The regulations on driving and rest periods,Possible obstructions of traffic caused by roadworks,,,,,,,
2.6.07-227,en,uz,You are transporting general cargo. What should be noted in relation to route planning?,"When transporting general cargo, you should consider all 3 answers. The order of loading and unloading points, the time required for loading and unloading (save time), and the application of driving and rest times in connection with the Working Hours Act. (rest and recharge your batteries)",The sequence of the points for loading and unloading,The time required for loading and unloading,The application of the rules on driving and rest periods in conjunction with the German Working Time Act,,,,,,,
2.6.07-228,en,uz,What should you note when using your navigation system?,,You must consider the vehicle dimensions on the proposed route,Mounted mobile navigation systems may not impede the forward view,The arrival time calculated at the start of the journey takes account of mandatory driving and rest periods,,,,,,,
2.6.07-229,en,uz,What must you note when driving in other European countries in winter?,,- minimum tread depth of tyres,- obligation to fit your vehicle with winter tyres,- obligation to carry snow chains in your vehicle,,,,,,,
2.7.01-008,en,uz,Your motorcycle is fully loaded. How do you drive down a long mountain pass road?,"When driving down over a long period of time, your brakes are at risk to overheat. To avoid this, try to use the braking effect of the engine on a low gear and limit the acceleration/deceleration in between turns.",Utilize the braking effect of the engine by changing to a lower gear,Do not drive too fast between bends in order to avoid overheating the brakes,Use the front wheel brake only,,,,,,,
2.7.01-009,en,uz,When is there a danger of the motorcycle's front wheel lifting off the road?,Fast and sudden accelerations could lead to the front wheel lifting off the road. This could happen when accelerating on low gear or releasing the clutch suddenly when starting to drive,On rapid acceleration in low gear,If the clutch is suddenly released on starting off,When the handbrake is pulled on hard,,,,,,,
2.7.01-014,en,uz,"You have changed the motorcycle. For the first time, you are driving a motorcycle with fairings. What is different?","Fairings do not decrease the danger of falling. However, it increases the sensitivity to the side wind but diminishes the front wind which creates a tendency to drive faster","As the wind pressure is reduced, there is a tendency to drive faster",Sensitivity to side wind increases,The danger of falling has decreased,,,,,,,
2.7.01-018,en,uz,What must you particularly remember when carrying side-mounted cases or bags?,Adding luggage to your motorcycle will impact its behavior on the road. Make sure you do not exceed the maximum speed recommended by your manufacturer for driving with luggage and that you distribute weight evenly (on the right and left) to keep your motorcycle stable,To avoid an uneven distribution of weight,Not to exceed the top speed recommended by the manufacturer of the motorcycle,"With a full load, apply the rear brakes only",,,,,,,
2.7.01-019,en,uz,What happens if you engage too low a gear and quickly release the clutch when driving at high speed?,"If you engage a gear that is too low and release the clutch, your motorcycle will brutally decelerate and could cause you to fall or slip sideways",The rear wheel locks and can slip sideways,A fall is often unavoidable,The front wheel lifts off the ground,,,,,,,
2.7.01-020,en,uz,What must you check on your motorcycle before you set off?,"Before starting to drive, make sure that the rearview mirrors are correctly installed, adjusted and work properly (not broken, blind) and that the breaks work properly",The adjustment of the rear-view mirrors,"Brake fluid level, lever travel",Setting of the camshaft,,,,,,,
2.7.01-022,en,uz,When do you have to increase tyre pressure?,"Tire pressure need to be increased if driving with more weight (additional passenger, heavy luggage) or when driving for long distances especially at high speed",When you have a passenger,When driving on autobahns for longer periods of time at high speed,When driving with heavy luggage,,,,,,,
2.7.01-023,en,uz,What must you remember when taking a passenger?,A passenger increases the weight on your motorcycle. This makes accelerating and thus overtaking longer. It increases the centrifugal force when turning and increases the braking distance.,"Driving characteristics change on bends, particularly when entering and leaving the bend","Under the same conditions, overtaking requires a longer distance","Under the same conditions, the braking distance is reduced",,,,,,,
2.7.01-024,en,uz,What must you do to be ready to brake?,By placing your hand on the handbrakes and foot over the brake pedal you improve your reaction time to break,Place your hand on the handbrake lever,Position your foot over the brake pedal,Change to a higher gear,,,,,,,
2.7.01-025,en,uz,Why does the rear wheel of a motorcycle tend to lock when braking rather than the front wheel?,"When breaking, more weight is applied on the front wheel and less on the back wheel which can lock the back wheel",- the load on the rear wheel is reduced,- the rear wheel is still propelled,- the load on the rear wheel increases,,,,,,,
2.7.01-026,en,uz,What is correct when driving round bends on downhill slopes?,"When going downhill you need to break more than on bends on flat areas. You should therefore break enough before the bend, you should also keep your distance from the demarcation line from the oncoming traffic in case you need to tilt your motorcycle more",Brake adequately before the bend so that no additional braking is needed on the bend,Start taking the bend so that you do not get into the area of oncoming traffic even when you are leaning far over,"When you do not see any oncoming traffic, follow the ideal line and use the whole width of the roadway",,,,,,,
2.7.01-027,en,uz,You are driving round a bend at a brisk pace which is tighter than you first thought. What do you do?,"In this situation, making a sharp steering movement will be dangerous and could lead to a fall. You should decelerate gradually and lean further to turn more. If you brake sharply while turning, a torque force would tilt you from leaning to one side to a more upward position which will increase the radius of your turn","Throttle back, lean further over",Do not brake sharply,Make an immediate sharp steering movement,,,,,,,
2.7.01-028,en,uz,What must you particularly remember when raising motorcycles onto their stands (centre stands)?,"To avoid the motorcycle to tip over or fall, you must ensure that the ground is firm, even and not too steep on a downward slope",- must be hard and even,- should not slope steeply downwards,- must not slope upwards,,,,,,,
2.7.01-029,en,uz,Why is the rule of having to adapt your driving to your visibility particularly important in bends?,"In a bend, there is limited visibility due to the curvature of the road. You should reduce your speed as unforeseen risk factors such as dirt on the road, obstacles or tighter bends could appear",Because bends can be tighter than expected,Because dangerously soiled roadways may be recognized too late,Because otherwise you lose too much momentum,,,,,,,
2.7.01-030,en,uz,How can you counteract centrifugal force?,The centrifugal force can be either reduced by driving at a slower speed or be counteracted by leaning over more. Accelerating will do the opposite and increase the centrifugal force,By leaning over,By reducing speed,By accelerating rapidly,,,,,,,
2.7.01-031,en,uz,What can happen if a motorcycle is accelerated rapidly?,Accelerating while turning will increase the centrifugal force which will increase the radius of your turn. This could result in being directed in incoming traffic or on the pavement. In a straight line accelerating rapidly decrease stability,"If turning left, the motorcycle could leave the roadway and endanger pedestrians on the pavement","If turning right, the motorcycle can veer into the path of oncoming traffic","If driving straight ahead, driving stability is increased in any case",,,,,,,
2.7.01-032,en,uz,What must be changed before driving with a heavy load?,"When driving with heavy loads, make sure to increase the tire pressure and adjust the pre-tension in the suspension springs",Pre-tensioning of the springs,Tyre pressure,Chain tension,,,,,,,
2.7.01-033,en,uz,Which checks are particularly important before setting off?,"All three are important to check before starting to drive. Make sure your visor is in good condition and not damaged or scratched. If you carry weight, make sure it is evenly distributed to not impact your center of gravity and do not impact your stability. Also ensure that the rear tire is in good condition.",Profile of the rear tyre,"Even load (front/rear, right/left)",Condition of your visor,,,,,,,
2.7.01-034,en,uz,In which cases should you apply the brakes only very carefully?,"You should break carefully on slippery surfaces such as wet roads, tram tracks, sewer covers, lane markings but also dirt roads, roads with sand, stones as well as when driving with new tires",On roadways with loose chippings or sand,"On tram tracks, sewer covers and lane markings",When driving for the first time with new tyres,,,,,,,
2.7.01-035,en,uz,What is the normal braking procedure for motorcycles?,You should apply both brakes which will result in a shorter stopping distance than only applying one of the breaks,Applying both brakes,Applying the rear brake only,Applying the front brake only,,,,,,,
2.7.01-036,en,uz,Why must both brakes on a motorcycle always be in perfect working order?,"Both brakes are required to function in case one of them suddenly fail, the other one can take over. Additionally using both brakes diminish the stopping distance compared to breaking with just one break",To achieve the shortest possible braking distance,To be able to brake if one of the brakes fails,To safely park the motorcycle on a downhill slope,,,,,,,
2.7.01-037,en,uz,Is there a difference in the tendency of the wheels to lock?,"When breaking, more weight is applied on the front wheel and less on the back wheel. For this reason, the back wheel tends to lock first","Yes, as a rule, the rear wheel locks first","Yes, as a rule, the front wheel locks first","No, as a rule, both wheels lock at the same time",,,,,,,
2.7.01-038,en,uz,Is there a difference in the braking action?,"When breaking, more weight is applied on the front wheel and less on the back wheel thus the front brake provides more braking power","Yes, as a rule the front wheel brake has greater braking action","Yes, as a rule the rear wheel brake has greater braking action","No, as a rule, both brakes have the same braking action",,,,,,,
2.7.01-039,en,uz,You come unexpectedly upon a stretch of road with loose chippings. What do you do?,Coming soon...,Reduce speed cautiously,Avoid braking hard and leaning over,Apply the front brake only,,,,,,,
2.7.01-040,en,uz,Your vehicle was parked for a long time in the open in moist weather. What must you reckon with when applying the brakes for the first time?,"When wet, brakes are less effective and the wheels will have a tendency to lock more. It has however no impact on braking of the engine on a lower gear.",The wheels have a dangerous tendency to lock,Reduced braking action,Reduced braking action of the engine,,,,,,,
2.7.01-041,en,uz,What can be the reason for a motorized bicycle skidding on bends?,"Skidding risk is increases because of slippery surfaces such as wet road, ice, sand, dirt, leaves, cobblestones, manholes. It can also be created due to heavy braking.",Heavy braking,Wet or icy road surface,Sand or loose chippings,,,,,,,
2.7.01-042,en,uz,When does the braking distance increase?,"The heavier the vehicle, the longer will be the braking distance. Downward slopes as well as slippery surfaces also increase the braking distance",When driving down slopes,When carrying heavy luggage,When there is headwind,,,,,,,
2.7.01-043,en,uz,What particular characteristics of disc brakes must you remember when driving on a wet road surface?,As a car driver you have to take into account that when the street is wet the effect of the disc brakes usually takes effect much later than on a dry road.,"As a rule, the effect of disc brakes starts later than on a dry road surface","As a rule, the effect of disc brakes starts earlier than on a dry road surface",,,,,,,,
2.7.01-044,en,uz,"What increases the danger of ""flying out"" of a bend when driving at high speed?","Decelerating or accelerating your car will result in less steering effort. As a result, there is an increased danger of ""flying out"" of the curve at high speed. Uncouple to get more steering power.",Braking,Accelerating,Disengaging the clutch,,,,,,,
2.7.01-045,en,uz,What must you take into consideration when checking tyre pressure?,"When checking tire pressure, you must also take into account the temperature and load of the vehicle. These can influence the tire pressure. By contrast, the material of the wheel rim doesn't matter.",Load/Number of passengers in the car,Tyre temperature,Material of the wheels (steel/aluminium),,,,,,,
2.7.01-046,en,uz,You drive round a bend once at 30 km/h and again at 60 km/h. How does the centrifugal force change?,"The centrifugal force quadruples when the speed is doubled, that is, when you take the curve at 60 km/h the second time.",- is four times as high,- is twice as high,- is the same,,,,,,,
2.7.01-047,en,uz,What increases the effect of centrifugal force on the vehicle when driving round bends?,The speed has an immediate effect on the level of centrifugal force. Your braking distance quadruples when you drive at twice the speed. The centrifugal force increases the smaller the curve radius. The tire pressure has no effect on the centrifugal force.,Higher speed,Smaller radius of a bend,Higher tyre pressure,,,,,,,
2.7.01-048,en,uz,You are driving a motorcycle with sidecar on the right. Which driving technique must you use on bends?,"Driving with a sidecar increase your weight, you thus need to go slower when turning",Moderate throttle on right-hand bends,Release throttle and brake lightly on left-hand bends,Always disengage the clutch on all bends,,,,,,,
2.7.01-049,en,uz,Where should a passenger on a motorcycle with sidecar sit to reduce the risk of tipping over on bends?,"In order to keep a motorcycle with a sidecar stable, the weight should be equaly distributed on each side of the center of gravity. The second passenger therefore should sit in the sidecar",In the sidecar,On the motorcycle,The position of the occupants has no significance,,,,,,,
2.7.01-050,en,uz,What can you do if the sidecar lifts off the ground on a right-hand bend when you are driving a motorcycle and sidecar (sidecar on the right)?,"When turning right, a torque force will push the sidecar up. To reduce this torque you can slow down, shift your body weight to the right and make a wider turn.","Release throttle, brake, shift your body weight to the right","Reduce steering lock angle, trace a wider arc within the lane you are travelling","Increase steering lock angle, accelerate",,,,,,,
2.7.01-051,en,uz,What can happen to a motorcycle with a sidecar attached on the right when driving too fast round a right-hand bend?,"When turning right, a torque force will push the sidecar up. At high speed the sidecar could be lifted-up, loose contact with the ground and tip over.",The sidecar lifts off the ground and the combination tips over,The motorcycle lifts off the ground and the combination tips over to the right,,,,,,,,
2.7.01-052,en,uz,"So far, you have only driven solo motorcycles. You now change over to a combination (sidecar on the right, unbraked). How does driving differ?","As the sidecar is attached to your right, you cannot lean right and need to steer instead. When accelerating the sidecar tends to be pulled to the right. When breaking the sidecar will be pulled to the left","When accelerating, the combination pulls to the right","When driving on bends, you must steer instead of leaning over","When braking, the combination pulls to the right",,,,,,,
2.7.01-053,en,uz,"So far, you have only driven solo motorcycles. You now change over to a combination (sidecar on the right, unbraked). What is different?","As the sidecar is attached to your right, you cannot lean right and need to steer instead. When turning right, a torque force will push your sidecar up. At high speed the sidecar could be lifted-up, loose contact with the ground and tip over. When accelerating the sidecar tends to be pulled to the right. When breaking the sidecar will be pulled to the left","When braking, the combination pulls to the left",The sidecar may lift off the ground on right-hand bends,You must not drive with dipped headlights during daytime,,,,,,,
2.7.01-054,en,uz,What should you know about using the emergency operation of bus doors?,Coming soon...,- should enable anyone on the bus to open the doors following accidents and breakdowns,"- if misused, can lead to the doors being opened when the bus is moving",- can only be released by the driver,,,,,,,
2.7.01-055,en,uz,What can happen if you accelerate very rapidly when moving off on your motorbike?,"Fast and sudden accelerations could lead to the front wheel lifting off the road, passenger falling and losing control overt the motorcycle as there is less or no steering due to less or no contact between the front wheel and the road",The passenger can fall off,The front lift can lift up from the road surface,I can lose control over the motorbike,,,,,,,
2.7.01-056,en,uz,You are driving a local transport bus and want to drive away from a bus stop. What must you look out for?,Coming soon...,- all doors are properly closed,- no persons are directly in front of the bus,- flowing traffic is not endangered,,,,,,,
2.7.01-058,en,uz,You are driving in the wet in a car with trailer on a narrow rural road and are approaching a clearly visible but tight left-hand bend. What should you do?,Decrease your speed before the turn. Take the weather conditions into account. Keep in mind that the centrifugal force grows twice as fast as the speed. You should only accelerate again in the curve vertex.,I reduce my speed before the bend,I remain in the centre of the lane and only accelerate again once I am back on the straight,I only brake once I have reached the apex of the bend,,,,,,,
