questionExternalId,sourceLanguage,targetLanguage,questionTextSource,explanationSource,answerASource,answerBSource,answerCSource,answerDSource,questionTextTarget,explanationTarget,answerATarget,answerBTarget,answerCTarget,answerDTarget
1.4.40-131,en,uz,What does this traffic sign indicate?,"The traffic sign is a distance beacon. This traffic sign is always placed on both sides of the road. It belongs to the group of danger signs.
The traffic sign shown is a one-lane distance beacon. The single red stripe means that there is a level crossing 80 meters away.",A level crossing approximately 80 m ahead,A level crossing approximately 160 m ahead,A level crossing approximately 240 m ahead,,Bu yo‘l belgisi nimani bildiradi?,"Bu yo‘l belgisi masofa ko‘rsatkichidir. U har doim yo‘lning ikki tomoniga o‘rnatiladi va xavf belgilariga kiradi. Ko‘rsatilgan belgi bir chiziqli masofa ko‘rsatkichi bo‘lib, bitta qizil chiziq 80 metr oldinda temiryo‘l kesishmasi borligini bildiradi.",Taxminan 80 m oldinda temiryo‘l kesishmasi,Taxminan 160 m oldinda temiryo‘l kesishmasi,Taxminan 240 m oldinda temiryo‘l kesishmasi,
1.4.40-132,en,uz,What does this traffic sign combination indicate?,About 240 meters in front of you there is a railroad crossing. The level crossing ahead marker warns from this danger. Each line represents a distance of 80 m.,- at a distance of approximately 240 m,- at a distance of approximately 80 m,- at a distance of approximately 160 m,,Bu yo‘l belgilari kombinatsiyasi nimani bildiradi?,Oldingizda taxminan 240 metr masofada temiryo‘l kesishmasi bor. Temiryo‘l kesishmasi oldidan qo‘yiladigan masofa belgisi bu xavf haqida ogohlantiradi. Har bir chiziq 80 m masofani bildiradi.,- taxminan 240 m masofada,- taxminan 80 m masofada,- taxminan 160 m masofada,
1.4.40-133,en,uz,What does this traffic sign combination indicate?,Pay attention to sudden snow or ice in this area. Individual road sections can be unexpectedly slippery. Adjust your speed to the prevailing weather conditions.,Icy conditions,Snowy conditions,Avalanches,,Bu yo‘l belgilari kombinatsiyasi nimani bildiradi?,Bu hududda to‘satdan qor yoki muz paydo bo‘lishiga e’tibor bering. Yo‘lning ayrim qismlari kutilmaganda sirpanchiq bo‘lishi mumkin. Tezlikni mavjud ob-havo sharoitlariga moslashtiring.,Muzlama sharoiti,Qorli sharoit,Qor ko‘chkisi,
1.4.40-134,en,uz,What must you anticipate with this road sign combination?,"This combination of traffic signs indicates cattle drive, as the animals are polluting the road when passing it. For wild animals crossing there's another traffic sign.",A dirt covered roadway,Farm livestock on the roadway,Wild animals crossing,,Bu yo‘l belgilari kombinatsiyasida nimani kutishingiz kerak?,"Bu yo‘l belgilari kombinatsiyasi chorva hayvonlari haydalishini bildiradi, chunki hayvonlar yo‘ldan o‘tayotganda uni ifloslantirishi mumkin. Yovvoyi hayvonlar o‘tishi uchun boshqa yo‘l belgisi mavjud.",Ifloslangan yo‘l qoplamasi,Yo‘lda qishloq xo‘jaligi hayvonlari,Yovvoyi hayvonlar yo‘lni kesib o‘tishi,
1.4.40-135,en,uz,What do you have to be aware of when you see this traffic sign combination?,The traffic signs warn you of a railroad crossing 240 meters away. From the three-lined level crossing ahead marker to the danger zone including the intersection overtaking other motor vehicles is prohibited. An overtaking maneuver in this area could endanger you and other road users.,A rail crossing at a distance of 240 m,No overtaking of vehicles permitted,A rail crossing at a distance of 120 m,,Bu yo‘l belgilari kombinatsiyasini ko‘rganda nimaga e’tibor berishingiz kerak?,"Yo‘l belgilari 240 metr oldinda temiryo‘l kesishmasi borligi haqida ogohlantiradi. Uch chiziqli temiryo‘l kesishmasi masofa belgisidan xavfli hududgacha, shu jumladan kesishmagacha, boshqa motorli transport vositalarini quvib o‘tish taqiqlanadi. Bu hududda quvib o‘tish sizga va boshqa yo‘l ishtirokchilariga xavf tug‘dirishi mumkin.",240 m masofada temiryo‘l kesishmasi,Transport vositalarini quvib o‘tish taqiqlangan,120 m masofada temiryo‘l kesishmasi,
1.4.40-136,en,uz,What awaits you with this traffic sign combination?,The traffic sign warns you of a construction site in a distance of 100 meters. Pay close attention to the danger zone and be ready to brake in case of traffic congestion.,"A work site, commencing at a distance of approximately 100 m","A work site, ending at a distance of approximately 100 m",A work site that is approximately 100 m in length,,Bu yo‘l belgilari kombinatsiyasida sizni nima kutmoqda?,Yo‘l belgisi 100 metr masofada qurilish ishlari borligi haqida ogohlantiradi. Xavfli hududga diqqat bilan qarang va tirbandlik bo‘lsa tormozga tayyor turing.,Taxminan 100 m masofada boshlanadigan qurilish ishlari,Taxminan 100 m masofada tugaydigan qurilish ishlari,Taxminan 100 m uzunlikdagi qurilish ishlari,
1.4.40-137,en,uz,You pass by this traffic sign combination at an outside temperature of +3 °C. What should you do?,"The combination of these traffic signs warns of sudden ice formation on this section. This often happens on bridges. Snow and ice extend the braking distance. Therefore, reduce the speed and increase the distance to the vehicle in front of you.",I reduce my speed,"I continue driving as before, because there is nothing to indicate slippery ice",I immediately reduce the distance between me and the vehicle in front,,Tashqi harorat +3 °C bo‘lganda bu yo‘l belgilari kombinatsiyasi yonidan o‘tyapsiz. Nima qilishingiz kerak?,Bu yo‘l belgilari kombinatsiyasi ushbu yo‘l qismida to‘satdan muz paydo bo‘lishi mumkinligi haqida ogohlantiradi. Bu ko‘pincha ko‘priklarda yuz beradi. Qor va muz tormoz yo‘lini uzaytiradi. Shuning uchun tezlikni kamaytiring va oldingizdagi transport vositasigacha masofani oshiring.,Tezligimni kamaytiraman,"Oldingidek davom etaman, chunki muzlama borligini ko‘rsatuvchi hech narsa yo‘q",Oldimdagi transport vositasi bilan masofani darhol kamaytiraman,
1.4.40-138,en,uz,What should you avoid when you see this danger sign?,"The combination of these traffic signs warns of loose chippings or gravel on this section of the route. Stones and chippings can be whirled up. Therefore, avoid strong acceleration and heavy steering movements. Keep a safe distance from the vehicle in front of you.",Accelerating heavily,Sudden steering manoeuvres,Driving close to the vehicle in front,,Bu xavf belgisini ko‘rganda nimadan saqlanishingiz kerak?,Bu yo‘l belgilari kombinatsiyasi ushbu yo‘l qismida bo‘sh shag‘al yoki mayda toshlar borligi haqida ogohlantiradi. Tosh va shag‘allar sachrashi mumkin. Shuning uchun kuchli tezlanish va keskin rul harakatlaridan saqlaning. Oldindagi transport vositasigacha xavfsiz masofa saqlang.,Kuchli tezlanishdan,Keskin rul manevrlaridan,Oldindagi transport vositasiga juda yaqin yurishdan,
1.4.40-139,en,uz,What does this traffic sign combination indicate?,"In this combination, the traffic signs warn you of a moving bridge. Watch out for passing ships, for which the bridge can be tilted up or moved.",A moveable bridge,A ferry,Drainage works,,Bu yo‘l belgilari kombinatsiyasi nimani bildiradi?,"Bu kombinatsiyada yo‘l belgilari harakatlanuvchi ko‘prik haqida ogohlantiradi. O‘tib ketayotgan kemalarga e’tibor bering, ular uchun ko‘prik ko‘tarilishi yoki siljitilishi mumkin.",Harakatlanuvchi ko‘prik,Parom,Drenaj ishlari,
1.4.40-140,en,uz,What must you be aware of when you see this traffic sign combination?,"The combination of these traffic signs informs the car driver that the road leads to a shore. In poor visibility conditions such as fog or darkness, the water surface can be confused with a roadway.",The road leads to the bank of a waterway,There is a risk of confusing the water surface and roadway in darkness or in poor visibility,An entrance exit point must be kept clear for amphibian vehicles,,Bu yo‘l belgilari kombinatsiyasini ko‘rganda nimaga e’tibor berishingiz kerak?,Bu yo‘l belgilari kombinatsiyasi yo‘l suv havzasi qirg‘og‘iga olib borishini bildiradi. Tuman yoki qorong‘ilik kabi ko‘rinish yomon sharoitlarda suv yuzasi yo‘l bilan adashtirilishi mumkin.,Yo‘l suv yo‘li qirg‘og‘iga olib boradi,Qorong‘ida yoki ko‘rinish yomon bo‘lganda suv yuzasi bilan yo‘lni adashtirish xavfi bor,Amfibiya transportlari uchun kirish-chiqish joyi bo‘sh qoldirilishi kerak,
